IE_XML_ID;IE_NAME;IP_PROP360;IP_PROP361;IP_PROP362;IP_PROP363;IP_PROP366;IP_PROP373
62194;988;[HTML]Добрый день!<br/>Какова прочность колонн для Фасада из полиуретана, если из использовать в качестве опоры небольшого  козырька крыльца? Или их так в принципе нельзя использовать?;[HTML]Добрый день, Андрей. Колонны из пенопулиуретана нельзя использовать как несущие конструкции. ;18.03.2019 15:10:52;Ольга Гмыря;Андрей ;Свойства изделий
62200;989;[HTML]Добрый день!<br/>Имеется деревянная опора из бруса. Можно ли ее обыграть декор элементами и сделать квадратную колонну?;;;;Андрей;Другое
62201;990;[HTML]Можно ли получить ответ по наличию и рассчитать стоимость  материала, указанного во вложении?;;;;Игорь;Другое
62210;990;[HTML]Можно ли получить ответ по наличию и рассчитать стоимость  материала, указанного во вложении?;"[HTML]Добрый день, Игорь.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. <br/>По всем вопросам, связанным с декором ТМ «Европласт» в г. Иваново и в Ивановской области, в т. ч. и по вопросам консультаций, подбора, приобретения, а также, по вопросам долгосрочного сотрудничества, Вы можете обращаться к нашему официальному представителю, это компания <br/><br/><br/>Европласт-Иваново<br/>Салон ""АРАГОН"" (ООО ""Декор Коллекция""), г. Иваново, улица Крутицкая, д. 14а, Тел.: +7 (4932) 58-02-08, +7 (4932) 58-02-64, aragondeco@mail.ru<br/><br/>";18.03.2019 17:03:19;Дмитрий Рудыкин;Игорь;Другое
62213;989;[HTML]Добрый день!<br/>Имеется деревянная опора из бруса. Можно ли ее обыграть декор элементами и сделать квадратную колонну?;[HTML]Добрый день Андрей!<br/>Можете подобрать для обрамления ствол пилястры по Вашим размерам, так же можно выбрать элементы Архитрав, Откос с их помощью так же можно обрамить опору.<br/>Спасибо.;18.03.2019 17:52:32;Александра Высоцкая;Андрей;Монтаж изделий
62215;991;[HTML]Добрый день!<br/>Купил Вашу продукцию: карниз из дюрополимера арт. 6-50-160 и обнаружил, что в отличии от пенополиуретанового аналога 1-50-160 у него нет 90 градусов в сечении. Прилагаю фото обоих карнизов и прошу ответить: почему дюрополимерный карниз не сделан под 90 градусов? Это брак?;;;;Воронин Андрей Иванович;Претензии и вопросы по заказам и сервису
62218;991;[HTML]Добрый день!<br/>Купил Вашу продукцию: карниз из дюрополимера арт. 6-50-160 и обнаружил, что в отличии от пенополиуретанового аналога 1-50-160 у него нет 90 градусов в сечении. Прилагаю фото обоих карнизов и прошу ответить: почему дюрополимерный карниз не сделан под 90 градусов? Это брак?;;;;Воронин Андрей Иванович;Претензии и вопросы по заказам и сервису
62272;992;[HTML]Добрый день! Просьба сообщить сколько штук в коробке Карниз 1.50.177.<br/><br/>;[HTML]Добрый день, 14 шт.;19.03.2019 11:50:46;Ольга Гмыря;Рамиль;Ассортимент и уточнение по размерам
62376;993;[HTML]Можно ли для грунтования напольных плинтусов из дюрополимера применять грунтовку на алкидной основе? В частности, Otex Tikkurila?;;;;Людмила;Монтаж изделий
62377;994;[HTML]Скажите, указана стоимость за метр или за одно изделие? тот же вопрос по галтелям<br/>https://evroplast.ru/catalogue/interernyj-dekor/moldingi/1-51-321;[HTML]Добрый день.<br/><br/>Стоимость указана за 1 изделие. Длина молдинга - 2м. ;20.03.2019 14:03:45;Александр Литвин;Марина;Другое
62393;991;[HTML]Добрый день!<br/>Купил Вашу продукцию: карниз из дюрополимера арт. 6-50-160 и обнаружил, что в отличии от пенополиуретанового аналога 1-50-160 у него нет 90 градусов в сечении. Прилагаю фото обоих карнизов и прошу ответить: почему дюрополимерный карниз не сделан под 90 градусов? Это брак?;[HTML]Добрый день.<br/><br/>Мы искренне сожалеем, что наша продукция не оправдала Ваших ожиданий.<br/>Ваш вопрос адресован профильному отделу.<br/>По итогам проведенной проверки с Вами свяжется наш специалист.;20.03.2019 14:18:54;Александр Литвин;Воронин Андрей Иванович;Претензии и вопросы по заказам и сервису
62429;995;"[HTML]Здравствуйте. Недавно к нам в магазин прислали тесты (""Аттестация на знание архитектурного декора ТМ Европласт""), но без каких-либо учебных материалов. Вопросов много, а где взять информацию - не совсем понятно... Может быть, подкинете ссылку какую-нибудь...";;;;Дмитрий;Работа магазинов
62431;996;[HTML]Здравствуйте! Нужен накладной портал , размер 2200*210. Что-то можете предложить?;;;;Ольга;Ассортимент и уточнение по размерам
62435;997;[HTML]Добрый день.<br/>Работаю в программе  Архикад 22. (начинающий пользователь).<br/>Решил для работ использовать ваши модели, но столкнулся с проблемой: молдинги  в сцене устанавливаются горизонтально и возможность поворота не активна.  <br/>Каким образом осуществляется установка (расположение) молдингов в вертикальном положении ?;;;;Александр;Другое
62436;998;[HTML]Добрый день, для проекта нужна 3d модель Вашего карниза 1.50.269<br/>можете ли Вы ее скинуть? заранее спасибо;;;;Светлана;Другое
62437;999;[HTML]Как выписать счет юр. лицу на оплату вашей продукции примерно на 80000;[HTML]Добрый день, <br/>с Вами свяжется наш менеджер. ;21.03.2019 09:37:46;Андрей Чиличихин;Александр;Другое
62462;995;"[HTML]Здравствуйте. Недавно к нам в магазин прислали тесты (""Аттестация на знание архитектурного декора ТМ Европласт""), но без каких-либо учебных материалов. Вопросов много, а где взять информацию - не совсем понятно... Может быть, подкинете ссылку какую-нибудь...";[HTML]Дмитрий, пришлите мне тесты, чтобы я понимала где взять ответы. o.gmirya@decor-evroplast.ru;21.03.2019 10:53:58;Ольга Гмыря;Дмитрий;Работа магазинов
62463;997;[HTML]Добрый день.<br/>Работаю в программе  Архикад 22. (начинающий пользователь).<br/>Решил для работ использовать ваши модели, но столкнулся с проблемой: молдинги  в сцене устанавливаются горизонтально и возможность поворота не активна.  <br/>Каким образом осуществляется установка (расположение) молдингов в вертикальном положении ?;[HTML]Александр, добрый день.<br/><br/><br/>Возможно, существует конфликт между версиями программ, в которой была создана модель и в которой работаете Вы.<br/>Воспользуйтесь, пожалуйста, более ранее версией ArchiCAD. ;22.03.2019 13:12:12;Александр Литвин;Александр;Другое
62464;998;[HTML]Добрый день, для проекта нужна 3d модель Вашего карниза 1.50.269<br/>можете ли Вы ее скинуть? заранее спасибо;"[HTML]Добрый день.<br/><br/>Все 3D-модели можно скачать на нашем сайте в разделе ""Загрузки"". ";22.03.2019 12:54:02;Александр Литвин;Светлана;Другое
62465;993;[HTML]Можно ли для грунтования напольных плинтусов из дюрополимера применять грунтовку на алкидной основе? В частности, Otex Tikkurila?;[HTML]Добрый день, Людмила, наши изделия загрунтованы и подготовлены к окраске, мы не рекомендуем использовать дополнительно грунтовку на алкидной основе.;21.03.2019 11:00:56;Ольга Гмыря;Людмила;Свойства изделий
62466;1000;[HTML]Добрый день. Подскажите пожалуйста какой карниз подойдет под подсветку. Высота карниза по стене от 60мм. И чтобы был гибкий аналог радиус сгиба 250мм.;[HTML]Добрый день, Ольга. На такой радиус не один карниз не изогнётся. В данном случае можно только сделать из жёсткого сегментами. Наша сервисная служба может дать консультацию.;21.03.2019 12:08:44;Ольга Гмыря;Ольга;Ассортимент и уточнение по размерам
62479;996;[HTML]Здравствуйте! Нужен накладной портал , размер 2200*210. Что-то можете предложить?;[HTML]Добрый день, Ольга. В г. Тула работает наш официальный представитель ИП Новиков Р. В. Конт. телефон 8.925 506 03 19. Все возникающие у Вас  вопросы решайте через официального представителя.;21.03.2019 11:36:31;Наталья Овчинникова;Ольга;Ассортимент и уточнение по размерам
62531;1001;[HTML]Добрый день. Как детали соединяются друг с другом в случае составления оргамента еа стене?;[HTML]Елена, доброго времени суток!<br/>При монтаже составных орнаментов, элементы стыкуются между собой так же как и при обычном монтаже (по прямой и в углах) с обязательным применением стыковочного клея Европласт.<br/>Если у Вас остались вопросы, свяжитесь, пожалуйста, с рук. сервисного отдела Александром тел. +7 926-571-66-08.;22.03.2019 10:21:13;Александра Высоцкая;Елена;Монтаж изделий
62558;1002;[HTML]есть ли в Хабаровске Ваш представитель и если есть то нужны контакты. Спасибо;"[HTML]Доброе утро.  ниже контакты представителя в Хабаровске. <br/><br/>Салон ""Текстура""<br/>ИП Лебедева М.Е. ООО ""Текстура и Дизайн""<br/>Адрес:<br/>улица Дзержинского, д. 65<br/><br/>Вход смотрит на Амурский бульвар, с правого торца здания<br/><br/>Телефон/факс:<br/>+7 (4212) 46-40-40<br/><br/>E-mail:<br/>postmaster@terralux.ru<br/><br/>terralux.ru<br/>Время работы:<br/>Будни<br/><br/>10:00 - 19:00<br/><br/>Суббота<br/><br/>10:00 - 16:00<br/><br/>Воскресенье<br/><br/>Выходной";22.03.2019 09:40:28;Андрей Чиличихин;владимир;Другое
62568;1003;[HTML]Добрый день!<br/>Если я вышлю фото с разных сторон, вы сможете мне посчитать декор. И визуализировать если возможно ;[HTML]Добрый день, Андрей.<br/>уточните пожалуйста речь идет о фасаде дома? если да, то конечно высылайте фото, но дополнительно понадобятся чертежи вашего дома с размерами. Также краткое описание того, чего Вы хотите. Возможно у Вас есть фото тех примеров оформления фасада, которые вам понравились. Их тоже высылайте. ;22.03.2019 09:44:08;Андрей Чиличихин;Андрей;Другое
62569;1004;[HTML]Добрый день!<br/>Стоимость установки напольного  плинтуса «6.53.101» 30 п/м ?;[HTML]Добрый день, Светлана!<br/>Расчет стоимости работ отправлен на указанную электронную почту.<br/>Спасибо.;25.03.2019 09:27:50;Александра Высоцкая;Svetlana Dolgova;Монтаж изделий
62577;1005;[HTML]Добрый день! Скажите пожалйста, что выбирать для декорирования межэтажного откоса на фасаде дома? Сейчас у меня алюминиевый откос по периметру, с уклоном;;;;Андрей;Ассортимент и уточнение по размерам
62590;1005;[HTML]Добрый день! Скажите пожалйста, что выбирать для декорирования межэтажного откоса на фасаде дома? Сейчас у меня алюминиевый откос по периметру, с уклоном;;;;Андрей;Ассортимент и уточнение по размерам
62592;1006;[HTML]Можно по эскизу визуализировать декор Фасада (размеров пока нет). Чтобы стиль понять.<br/>Нужны элементы, которые на картинке.<br/>1. Межэтажный карниз<br/>2. Обрамление окон, дверей<br/>3. Две колонны, балясины, перила<br/>4. Обрамление козырька крыльца;"[HTML]Без размеров строения сделать визуализацию нельзя. <br/>Для того чтобы понять стиль, который Вам необходим рекомендую приехать в наш фирменный салон, посмотреть образцы и получить полную консультацию. <br/>Фирменный салон ""Европласт""<br/><br/>ООО ""Декор""<br/><br/>ЦдиИ ""Экспострой на Нахимовском""<br/><br/>Нахимовский пр-т, д. 24, 2 этаж, павильон №3, салон 49/2<br/><br/>Тел.: +7 (495) 116-55-36, +7 (495) 116-55-37<br/><br/>salonn@decor-evroplast.ru<br/><br/>Время работы:<br/><br/>Будни	- 10:00 - 20:00<br/>Суббота	- 10:00 - 19:00<br/>Воскресенье	- 10:00 - 19:00";22.03.2019 14:11:02;Андрей Чиличихин;Андрей;Другое
62687;1007;[HTML]Добрый день!<br/>Подскажите пожалуйста, подходят ли карнизы евпопласт для натяжных потолков?;[HTML]Добрый день, Надежда. Да походят, необходимо правильно подобрать модель. Наши специалисты могут связаться с вами и подобрать.<br/>Напишите и мы вам перезвоним.;25.03.2019 13:52:05;Ольга Гмыря;Надежда;Свойства изделий
62747;1008;[HTML]Здравствуйте.<br/>Возможно ли у Вас получить скидку?;[HTML]Олег, здравствуйте.<br/>Возможно, всё зависит от суммы заказа. <br/>В ближайшее время с Вами свяжется менеджер и проконсультирует по всем вопросам.;25.03.2019 09:56:01;Галина Гроян;Олег;Другое
62780;1009;[HTML]Добрый день. Мне необходим фасадный карниз, обязательно выступающий, если смотреть сбоку, то форма треугольника. Но обрамить мне необходимо полукруглый выступ, то есть прямой мне не подойдет. Что вы можете предложить? Возможно есть какой то гибкий вариант? Либо технология запила для полукруга прямых  фасадных карнизов.;[HTML]Добрый день, Мария, будьте добрый от руки нарисуйте модель, чтобы мне понимать что предлагать Вам.;25.03.2019 14:07:21;Ольга Гмыря;Мария;Ассортимент и уточнение по размерам
62828;1010;[HTML]Добрый день! Чем можно декорировать на фасаде дома переход между этажами? Границу, стык... ;;;;Андрей;Ассортимент и уточнение по размерам
62830;1010;[HTML]Добрый день! Чем можно декорировать на фасаде дома переход между этажами? Границу, стык... ;"[HTML]Добрый день, Андрей. <br/>межэтажным карнизом, например: https://evroplast.ru/catalogue/fasadnyj-dekor/antablementy/karnizi/4-91-003<br/>За более подробной консультацией обратитесь пожалуйста в наш фирменный магазин.<br/>ЦдиИ ""Экспострой на Нахимовском""<br/><br/>Нахимовский пр-т, д. 24, 1 этаж, павильон №3, салон 195<br/><br/>Тел.: +7 (495) 116-55-39, +7 (495) 116-55-40<br/><br/>nahim@decor-evroplast.ru<br/><br/>Время работы:<br/><br/>Будни	- 10:00 - 20:00<br/>Суббота	- 10:00 - 19:00<br/>Воскресенье	- 10:00 - 19:00<br/>Без выходных  <br/>";25.03.2019 16:53:59;Андрей Чиличихин;Андрей;Ассортимент и уточнение по размерам
62835;1011;[HTML]Добрый день.<br/><br/>Мы занимаемся проектированием, ваш материал хотим применить для реконструкции фасада гостиницы. Хотелось бы узнать, был ли опыт применения лепных изделий Европласта в общественных зданиях? Могут ли возникнуть вопросы с сертификацией при прохождении экспертизы?<br/><br/>С уважением, Александр Волобуев. Архитектор.;[HTML]Добрый день, Александр. Да опыт у нас такой есть. Мы можем предоставить все сертификаты, а вопрос прохождения экспертизы, это вопрос к экспертной организации, какие именно у них требования.;26.03.2019 11:06:04;Ольга Гмыря;Александр;Свойства изделий
62887;1012;[HTML]Добрый день! Требуется шпаклевание места стыка элементов декора на стене после их склеивания?<br/>;[HTML]Добрый день, Елена!<br/>Шпаклевание стыков при монтаже обязательно. С более подробным описанием обработки элементов при монтаже изделий, Вы можете ознакомится на нашем сайте в разделе Монтаж/Инструкции.<br/>Спасибо.;26.03.2019 12:04:55;Александра Высоцкая;Елена;Монтаж изделий
62932;1013;[HTML]Здравствуйте, скажите вы выполняете индивидуальные заказы? файл изделий прилагаю. и такие же точно только диаметром 600 и 800. С обеих сторон изделия лицевая часть.<br/>;[HTML]Вячеслав, добрый день.<br/>Для рассмотрения возможности изготовления изделия под заказ необходимо  ответить на следующие вопросы:<br/>1) Какое количество изделий надо изготовить?  <br/>2) Что будет предоставлено помимо вложенного файла: образец или чертеж (эскиз, шаблон) минимум в 2-х проекциях. <br/>3) Можно ли делить  изделие на части? <br/>Укажите, пожалуйста, единицы измерения.<br/><br/>;27.03.2019 10:06:20;Галина Гроян;Вячеслав;Другое
63039;1014;[HTML]Вопрос по композитному плинтусу, по покраске, можно ли его красить?строители говорят не ложится краска, грунтовкой покрывали;[HTML]Анастасия, добрый день!<br/>Ответ оправлен на указанную электронную почту.<br/>Спасибо.;29.03.2019 09:36:47;Александра Высоцкая;Анастасия;Монтаж изделий
63074;1015;[HTML]Здраствуйте.<br/>Скажите пожалуйста на каких условиях вы работаете с дизайнерами?;[HTML]Ирина, здравствуйте.<br/>Благодарим за обращение.<br/>С Вами свяжется менеджер и проконсультирует по всем вопросам.<br/>;29.03.2019 09:46:48;Галина Гроян;Ирина;Другое
63084;1016;[HTML]Добрый день!<br/>Можно сделать визуализацию фасадного декора?<br/>Размеры дома высылаю<br/>1. 2крыльца, на каждом по 2 колонны, балясины с основанием и перилами.<br/>2. Межэтажный плинтус<br/>3. Обрамление всех окон и 2 Дверей ;[HTML]Добрый день, <br/>укажите свой номер телефона для связи. Дом находится в Подмосковье ? ;29.03.2019 11:14:42;Андрей Чиличихин;Андрей;Другое
63121;1017;[HTML]Здравствуйте. Я представляю студию дизайна интерьера Eleonor Design. Столкнулись с проблемами при работе с потолочным карнизом/плинтусом для радиусных стен (гнущимся). После его грунтования и окрашивания белой водоэмульсионной краской просвечивает насквозь led лента. Лента установлена без профиля. Прораб, естественно, винит качество вашего изделия, но мы уверены, что не правильно подобрана краска. Может быть у вас есть опыт решения аналогичных вопросов. Что если использовать не водоэмульсионку? Да, речь идёт о квартире.;;;;Андрей ;Свойства изделий
63129;1018;[HTML]Добрый день.<br/>Прошу ответить на следующие вопросы:<br/>1. Вы оказываете услуги монтажа плинтусов? Какая стоимость этой услуги за п.м?<br/>2. В проекте предусмотрена установка плинтуса на скрытую дверь, пример во вложении. Возможен ли такой монтаж с запилом(для открывания двери) плинтуса 1.53.106?;;;;Кирилл;Свойства изделий
63141;1019;[HTML]Добрый день! Подскажите, пожалуйста, где я могу, в Анапе, ознакомиться с ассортиментом вашей продукции?;;;;Дмитрий;Ассортимент и уточнение по размерам
63174;1020;[HTML]Здравствуйте, среди списка городов я вашими представительствами нет г.Костанай (Казахстан). На каких условиях я могу приобрести материалы для фасада?;"[HTML]Игорь, здравствуйте.<br/>Ваш вопрос перенаправила официальному представителю по Казахстану, в компанию ТОО ""Эволюшн Технолоджис"".<br/>В ближайшее время Вам позвонит менеджер и проконсультирует.<br/><br/>";01.04.2019 10:13:28;Галина Гроян;Игорь;Другое
63175;1021;[HTML]Скажите, магазин www.evroplast-online.ru  - это ваш магазин? Или посредник?;;;;Светлана;Работа магазинов
63182;1022;[HTML]добрый день, есть ли у вас варианты декоративной отделки проема шириной 1970мм и высотой 2200мм толщина стены 302мм. (заказчик отказался устанавливать двери).;[HTML]Олег, добрый день<br/>В ближайшее время с вами свяжется менеджер и ответит на все Ваши вопросы.<br/>;01.04.2019 10:43:53;Галина Гроян;Олег;Другое
63270;1023;[HTML]Здравствуйте! Плинтус Плинтус 1.53.108 готовое к установке изделие белого цвета не под покраску?<br/>Вы можете сказать RAL?;[HTML]Добрый день, Алёна. Изделие покрыто грунтом его необходимо окрашивать.;01.04.2019 10:00:25;Ольга Гмыря;Алена;Ассортимент и уточнение по размерам
63273;1024;[HTML]Добрый день !<br/>Где в Питере лучший выбор вашей лепнины и самая лучшая консультация <br/>Спасибо ;;;;Евгений;Работа магазинов
63274;1017;[HTML]Здравствуйте. Я представляю студию дизайна интерьера Eleonor Design. Столкнулись с проблемами при работе с потолочным карнизом/плинтусом для радиусных стен (гнущимся). После его грунтования и окрашивания белой водоэмульсионной краской просвечивает насквозь led лента. Лента установлена без профиля. Прораб, естественно, винит качество вашего изделия, но мы уверены, что не правильно подобрана краска. Может быть у вас есть опыт решения аналогичных вопросов. Что если использовать не водоэмульсионку? Да, речь идёт о квартире.;[HTML]Добрый день, Андрей!<br/> Ответ на Ваш вопрос перенаправлен на указанную электронную почту.<br/>Спасибо.;01.04.2019 12:52:59;Александра Высоцкая;Андрей ;Монтаж изделий
63275;1018;[HTML]Добрый день.<br/>Прошу ответить на следующие вопросы:<br/>1. Вы оказываете услуги монтажа плинтусов? Какая стоимость этой услуги за п.м?<br/>2. В проекте предусмотрена установка плинтуса на скрытую дверь, пример во вложении. Возможен ли такой монтаж с запилом(для открывания двери) плинтуса 1.53.106?;[HTML]Добрый день, Кирилл!<br/>Подробное описание отправлено Вам  на указанную электронную почту.<br/>Спасибо.;01.04.2019 12:51:25;Александра Высоцкая;Кирилл;Монтаж изделий
63276;1019;[HTML]Добрый день! Подскажите, пожалуйста, где я могу, в Анапе, ознакомиться с ассортиментом вашей продукции?;;;;Дмитрий;Ассортимент и уточнение по размерам
63279;1019;[HTML]Добрый день! Подскажите, пожалуйста, где я могу, в Анапе, ознакомиться с ассортиментом вашей продукции?;"[HTML]Добрый день, Дмитрий.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. <br/><br/>По всем вопросам, связанным с декором ТМ «Европласт» в Краснодарском крае, в т. ч. по вопросам консультаций, подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Краснодар<br/>Компания ""DOM&DECOR"", г. Краснодар, ул. Октябрьская, д. 181/2к1, центральный вход, 1 этаж<br/>+7 (918) 449-00-47, +7 (962) 855-15-50    salon4@dom-decor.com<br/><br/>Контактное лицо – Франк Ирина +79628530676,    krd6@dom-decor.com <br/><br/>Руководитель филиала — Дудин Владимир,    krd4@dom-decor.com <br/><br/>www.evroplast-krd.ru<br/><br/>Сотрудники компании-дилера могут дать Вам первоначальную консультацию дистанционно, по телефону или по электронной почте, а также, более точно сориентировать Вас по адресам магазинов и салонов в г. Анапа, где Вы могли бы более подробно и детально ознакомиться с нашей продукцией. <br/>";01.04.2019 14:35:51;Дмитрий Рудыкин;Дмитрий;Ассортимент и уточнение по размерам
63280;1024;[HTML]Добрый день !<br/>Где в Питере лучший выбор вашей лепнины и самая лучшая консультация <br/>Спасибо ;"[HTML]Евгений, добрый день.<br/>Официальный представитель в Санкт-Петербурге компания ООО ""Питерра"".<br/>По всем вопросам сотрудничества прошу обратиться к нашему дилеру в Санкт-Петербурге, ниже данные:<br/>Санкт-Петербург, 16-я линия В.О., д.93<br/>Тел. +7(812)438-39-40 ";01.04.2019 13:22:30;Галина Гроян;Евгений;Работа магазинов
63308;1025;[HTML]Добрый день ! <br/>Интересуют потолочные плинтуса для светодиодной подсветки . Можно получить прайс-лист ? Мы из Мурманска , доставку до ТК  возможно  организовать ? ;;;;Виктория;Ассортимент и уточнение по размерам
63319;1026;[HTML]Добрый день! Как вам можно сделать заявку на декоры?);"[HTML]Юлия, здравствуйте.<br/>Заявку можно разместить на сайте либо в салоне по адресу:<br/>салон ""Архитектурный декор"" <br/>1. ИП Чащилов А.П.; 2. ООО ТК ""Архитектурный декор""<br/>Адрес:<br/>улица 50 лет ВЛКСМ, д. 13<br/>Телефон/факс:<br/>+7 (3452) 59-57-46, +7 (3452) 59-57-45<br/>E-mail:<br/>info@decor-ad.ru<br/>www.decor-ad.ru";01.04.2019 15:39:04;Галина Гроян;Юлия;Другое
63320;1025;[HTML]Добрый день ! <br/>Интересуют потолочные плинтуса для светодиодной подсветки . Можно получить прайс-лист ? Мы из Мурманска , доставку до ТК  возможно  организовать ? ;;;;Виктория;Ассортимент и уточнение по размерам
63352;1027;[HTML]Подскажите стоимость на сайте это за метр погонный ;;;;Игорь ;Монтаж изделий
63377;1027;[HTML]Подскажите стоимость на сайте это за метр погонный ;[HTML]Добрый день.<br/><br/>На сайте указана стоимость изделия. Если рассматривать изделия, изображенные на фото, то их длина составляем 2м каждого. ;08.04.2019 14:11:16;Александр Литвин;Игорь ;Ассортимент и уточнение по размерам
63380;1028;[HTML]Добрый день!<br/>У меня оплаченный заказ (файл во вложении).<br/>Доставка была отложена в связи со сменой рабочей бригады.<br/>Сейчас доставлять уже можно, но не могу дозвониться до по городским телефонам. Большая просьба связаться со мной.<br/><br/>Спасибо.;[HTML]Добрый день, Юлия. <br/>здание торгового центра ЦДиИ Экспострой на Нахимовском, по техническим причинам второй день не работает. В этой связи у нас нет доступа в магазины. <br/>По вашему заказу с Вами свяжутся менеджеры другого магазина и обсудят доставку Вашего заказа. <br/>Приносим свои извинения. ;03.04.2019 09:22:13;Андрей Чиличихин;Юлия;Другое
63444;1029;[HTML]Добрый день! Заказ № 0943 оплатила по счету, который  мне прислал менеджер и при первичном разговоре сказала, что после оплаты отправят мне товар. Почему менеджер не предупредила сразу, что доставки в г. Новороссийск у вас нет, а сообщила мне это только после оплаты счета? Возможно я бы отказалась от заказа и нашла бы вариант с доставкой. При оформлении заказа я ведь указала адрес г. Новороссийск... Сейчас получается, что я еще и должна сама решать вопрос кто, когда и как заберет товар? Почему с другими поставщиками (делая ремонт подобных заказов много) таких проблем не возникает и большинство товаров оплачиваю при получении? Надеюсь как-то решите этот вопрос.;;;;Руднева Евгения;Претензии и вопросы по заказам и сервису
63481;1030;[HTML]Добрый день!<br/>Приобретал у вас ранее продукцию на всю квартиру, сейчас порекомендовал Вас как производителя знакомой.<br/>Человек пожилой, интернетом пользоваться не умеет.<br/>Будьте добры подскажите адрес ближайшего магазина рядом с метро Красногвардейская;"[HTML]Добрый день, Владислав. <br/>наши фирменные магазины находятся по адресу: Каширское шоссе, д.19с1,МФТК ""Каширский двор"" или Нахимовский проспект д.24. ЦДиИ ""Экспострой на Нахимовском""<br/><br/>ближайшие представители к м. Красногвардейская:<br/>- магазин ""Твой Дом"" МКАД, 24-й километр, 1,<br/>- торговый центр ""Конструктор"" МКАД, 25-й километр, вл1, Москва<br/><br/>список наших представителей вы можете рассмотреть на нашем сайте перейдя по ссылке:https://evroplast.ru/wheretobuy/<br/>";03.04.2019 11:24:50;Андрей Чиличихин;Владислав;Работа магазинов
63483;1029;[HTML]Добрый день! Заказ № 0943 оплатила по счету, который  мне прислал менеджер и при первичном разговоре сказала, что после оплаты отправят мне товар. Почему менеджер не предупредила сразу, что доставки в г. Новороссийск у вас нет, а сообщила мне это только после оплаты счета? Возможно я бы отказалась от заказа и нашла бы вариант с доставкой. При оформлении заказа я ведь указала адрес г. Новороссийск... Сейчас получается, что я еще и должна сама решать вопрос кто, когда и как заберет товар? Почему с другими поставщиками (делая ремонт подобных заказов много) таких проблем не возникает и большинство товаров оплачиваю при получении? Надеюсь как-то решите этот вопрос.;;;;Руднева Евгения;Претензии и вопросы по заказам и сервису
63495;1031;[HTML]Добрый день! Подскажите какую или какие позиции мне нужно взять, чтобы арку оформить (именно закругленную часть, прилежание к стене);[HTML]Добрый день, Екатерина. У вас по всему порталу идёт молдинг 6.51.307. Вам нужен ГИБКИЙ 1.51.307 для оформления радиусной части.;09.04.2019 11:02:10;Ольга Гмыря;Екатерина;Ассортимент и уточнение по размерам
63506;1032;[HTML]Для составления смет по офисному зданию в г. Керчь нам необходимо получить от вас коммерческое предложение на декоративные элементы фасад. Здание - в монолитном железобетоне. Фасады - прилагаем. Мы обращались к представителю вашей фирмы в Ростове - он  сказал, что в Керчи есть свой представитель.;"[HTML]Евгения, добрый день.<br/>Да, в Крыму действует официальный дилер, контакты ниже, по всем вопросам сотрудничества, пожалуйста, обращайтесь к дилеру:<br/>Ведущий специалист <br/>и Региональный менеджер Виктория <br/>ООО ""Элит Дом""<br/>Сайт: http://европласт-крым.рф​ <br/>Тел|Факс: (3652) 22 05 42<br/>Мобильный:+7(978) 856 22 44";03.04.2019 15:49:01;Галина Гроян;Сокова Евгения;Другое
63520;1033;[HTML]Является ли Нартай Сарсенбаев вашим дистрибьютором?;;;;Саясат;Другое
63521;1033;[HTML]Является ли Нартай Сарсенбаев вашим дистрибьютором?;[HTML]Добрый день. В ближайшее время с Вами свяжется менеджер и Вы получите ответ.;04.04.2019 09:33:58;Наталья Овчинникова;Саясат;Другое
