IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP113
6322;Актау, салон Design Line, ТОО «Design Line» ;14 микрорайон, д. 87, 1 этаж;Жилой дом;;ТОО «Design Line»;салон Design Line;7716550367;region1@evp.kz;zakaz@evp.kz;www.design-line.kz;10:00 - 18:00;;3687
6324;Алматы, TOO Evolution Technologies (Абдуллиных, 64) ;ул. Абдуллиных, д. 64 (шестиэтажное здание, 1 этаж);;;TOO Evolution Technologies;Салон Премьера;"7072127717; 7073037717";sales1@evp.kz;sales1@evp.kz;www.premiera.kz;10:00 - 19:00;;3310
6337;"Петропавловск, Студия Дизайна &quot;Декор&quot; (ТОО &quot;Дисконт-Север&quot;) ";улица Партизанская, д. 109, 1 этаж;;;"ТОО ""Дисконт-Север""";"Студия Дизайна ""Декор""";7773192321;region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;6336
6339;"Шымкент, (ТОО &quot;Evolution Technologies&quot;) ";ул. Туркестанская, д. 186, этаж 1;отдельностоящее здание;перекресток уг.ул. Аймауытова;"ТОО ""Evolution Technologies""";"Салон ""Премьера""";7010590024;shym.sales@evp.kz;shym.sales@evp.kz;www.premiera.kz;10:00 - 19:00;;3312
6342;Бельцы, ООО Элит Интериор, ул. Паровозная, д. 4 ;ул. Паровозная, д. 4;строительный рынок Твой Дом;;ООО Элит Интериор;Маг. Elita Décor;"37368177796; 37323122288";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;;3678
6343;Кишинев, ООО Элит Интериор, ул. Александру чел Бун ;ул. Александру чел Бун, д. 108/1;Маг. Elita Décor;;ООО Элит Интериор;Маг. Elita Decor;"37322838500; 37368822241";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 18:00;;3297
6345;Кишинев, ООО Элит Интериор, ул. Каля Басарабией ;улица Каля Басарабией, д. 4;Т.К. Амир;;ООО Элит Интериор;Маг. Elita Decor;"37322780047; 37368177144";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;;3297
6350;Таллин, AVDS Group Ltd. ;улица Kadaka tee  /  Кадака тее, 70С, этаж 2;Торговый центр (мебель, отделочные материалы);;AVDS Group Ltd.;Салон обоев и декора FiestaDesign;37255511090;info@fiestadesign.ee;info@fiestadesign.ee;www.fiestadesign.ee;10:00 - 19:00;;6349
6352;Калуга, ИП Журавченков C.А. ;улица переулок Воскресенский, д. 29;;;ИП Журавченков C.А.;Керамика Люкс;"4842795484; 4842591338";keramika_lux@mail.ru;keramika_lux@mail.ru;;10:00 - 19:00;;3143
6353;"Псков, ООО &quot;Пристань&quot; МЕЗАНИН ";улица Яна Райниса, д. 53;;;"ООО ""Пристань""";МЕЗАНИН;9062219919;;;;09:00 - 18:00;;3318
6354;"Псков, ООО &quot;Эклектика Плюс&quot;  КАПАРОЛЦЕНТР ";улица Юбилейная, д. 32, пом.2008;;;"ООО ""Эклектика Плюс"" ";КАПАРОЛЦЕНТР;8112581515;;;;09:30 - 18:30;;3318
6384;Семипалатинск,  ТОО «Крафт» ;проспект Шакарима, д. 12;Торговый центр;;ТОО «Крафт»;Домострой;"7222524306; 7222569197";;zakaz.evokz@mail.ru;;09:00 - 20:00;;6383
6406;"Москва, ТК &quot;Конструктор&quot; &quot;Дом лепнины&quot; (ИП Горбаченко К.А.) ";"Ленинский район, СП Совхоз им. Ленина, МКАД (25 км), Торговый комплес ""Конструктор"", владение 4, строение 3, корпус ""Б 2"", пав.17 (2 этаж)";ТК Конструктор;;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;10:00 - 21:00;;3109
6407;"Москва, ТК &quot;Владимирский тракт&quot; (ИП Бочкова И.С.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, Павильон 1-""А"" (1 этаж)    ";"ТК ""Владимирский Тракт""";"АЗС ""РОСНЕФТЬ""";ИП Бочкова И.С.;"Павильон 1-""А""";"9672809996; 9163163438";bochkovai@mail.ru;bochkovai@mail.ru;;09:00 - 19:00;;3109
6408;"Москва, ТЦ &quot;Город&quot; (ИП Бочкова И.С.) ";ул. Рязанский проспект, д.2, корпус 3, пав. 128;"ТЦ ""Город""";ТЦ ЛЕРУА МЕРЛЕН;ИП Бочкова И.С.;" ""Дом Лепнины"" павильон №128";"9672809996; 9163163438";bochkovai@mail.ru;bochkovai@mail.ru;;10:00 - 22:00;;3109
6409;"Москва, рынок &quot;Строймастер&quot;  (ООО ЕВРОДЕК) ";Киевское шоссе д. Дудкино, 1-й км, пав. 179, 277;"Рынок ""Строймастер"" ";;ООО ЕВРОДЕК;ЛЕПНИНА, ЛАМИНАТ;9091528234;lepno@mail.ru;lepno@mail.ru;www.lepno.ru;09:00 - 19:10;;3109
6412;"Москва,  ТК &quot;МЕЛЬНИЦА&quot; (ИП Каюмов А.А.) ";"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон В19/4";"ТК ""МЕЛЬНИЦА""";;ИП Каюмов А.А.;ЕВРОПЛАСТ;9262184058;;;;09:00 - 18:00;;3109
6413;"Москва,  ТК &quot;МЕЛЬНИЦА&quot; (ИП Каюмов А.А.) ";"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон Б7/6";"ТК ""МЕЛЬНИЦА""";;ИП Каюмов А.А.;ЕВРОПЛАСТ;9258517173;;;;09:00 - 18:00;;3109
6416;Москва, Волоколамское шоссе (ИП Каюмов А.А.) ;Волоколамское шоссе вл. 116 стр.1;;;ИП Каюмов А.А.;ЕВРОПЛАСТ;9269079882;sale@lepnina-tushino.ru;sale@lepnina-tushino.ru;www.lepnina-tushino.ru;09:00 - 18:00;;3109
6428;Москва, п. Селятино (ИП Налбантов И.А.) ;51й км Киевского шоссе, п.Селятино, 1-й этаж, павильон Д-10;Селятино;;ИП Налбантов И.А.;Лепные Декоры ;89258882151;;;;09:00 - 19:00;;3109
6522;Кострома, Салон - Стильный дом (ООО «Салон - Стильный дом») ;улица Ивана Сусанина, д. 54/17;;;ООО «Салон - Стильный дом»;Салон - Стильный дом;"4942470007; 9536463821";ssdom-kostroma@mail.ru;;www.ssdom.net;10:00 - 19:00;;3316
6523;"Нижний Новгород, ООО &quot;ИнтерСтрой&quot;, Интерьерный салон &quot;Интерстрой&quot; ";улица Белинского, д. 11/66, 1 этаж;;Напротив парка Пушкина;"ООО ""ИнтерСтрой""";"Дилерский центр ""ИнтерСтрой"", Оптово-розничный склад ";"8312780314; 9036021230";decor@interstroy-nn.ru;;;09:00 - 18:00;;3163
6524;"Псков, ООО &quot;Эклектика Плюс&quot;  улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 2;Строительный рынок на Алмазной;;"ООО ""Эклектика Плюс"" ";;"9062216996; 9602226552";eklektika-pskov@yandex.ru;eklektika-pskov@yandex.ru;eklectika.ru;09:00 - 18:00;;3318
6527;Тамбов, Клондайк ;улица Б. Энтузиастов, д. 1 Г;"ТЦ ""Улей Строй""";;Клондайк;Клондайк;89202339907;;;;09:00 - 18:00;;3211
6530;Бугульма , DAVINCI (ИП Ерохин Владислав Викторович) ;улица Герцена, д. 107Г (1 этаж);;;ИП Ерохин Владислав Викторович;DAVINCI;"9061222889; 9600893976";erlider@mail.ru;erlider@mail.ru;;09:00 - 19:00;;6529
6534;Октябрьский, Салон-магазин DecoRus (ИП Кутлубаев Р.Б.) ;улица Садовое Кольцо, д. 319/1, цокольный этаж;Центральный интерьерный салон ;"рядом ШЦ ""Таганка""";ИП Кутлубаев Р.Б.;Салон-магазин DecoRus;9274331000;kotlubaevr@gmail.com;kotlubaevr@gmail.com;;10:00 - 18:00;;6533
6537;"Старый Оскол, Архдекор (ООО &quot;Европласт Оскол&quot;) ";мкрн. Дубрава, д. 3, этаж 2;Строймаркет;;"ООО ""Европласт Оскол"" АрхДекор";Архдекор;9038850022;;vkhim2008@yandex.ru;;09:00 - 19:00;;3374
6543;Чебоксары, Склад 27/1 (ИП Альхимович Г.А.) ;Складской проезд, д. 6, строение 27/1;"ТСК ""Чувашгосснаб""";;ИП Альхимович Г.А.;Склад 27/1;9662494912;montmartre@sdel.ru;montmartre@sdel.ru;sdel.ru;08:00 - 18:00;;3231
6568;Кинешма, Арагон (ИП Чистяков И.А.) ;улица Комсомольская, д. 18, этаж 2;;;ИП Чистяков И.А.;"Декор-центр ""Арагон""";9203423196;aragon37@mail.ru;aragon37@mail.ru;aragondeco.ru;09:00 - 17:00;;6567
6569;"Стерлитамак, Салон &quot;ДЕКОРАМА&quot; (ИП Калашников А.В.) ";улица 23 Мая, д. 59, 1 этаж, стенд;;напротив мебельной фабрики Антарес, рядом магазин Молоток;ИП Калашников А.В.;"Салон ""ДЕКОРАМА""";"3473268740; 9173555261 (сотовый)";dekoramasalon2@gmail.com;rozetufa@gmail.com; dekoramasalon.ru;10:00 - 19:00;;3207
6571;"Уральск, Дизайн-салон &quot;Decoroom&quot; (ИП Cube Studio) ";ул.Шолохова, д.13Д, 2 этаж;"ТЦ ""Palladium""";;"ИП ""CUBE studio""";"Дизайн-салон ""Decoroom""";"7753702190; 77776168442";region1@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;3689
6573;Нефтекамск, Дом Декор (ИП Березина С.В.) ;"улица Ленина, д. 82-""А"", этаж 2";ТЦ “Великан”;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;;6572
6574;Нефтекамск, Дом Декор (ИП Березина С.В.) ;"улица К. Маркса , д. 10-""В"", этаж 1";;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;;6572
6575;Октябрьский, Гарелея Интерьеров (ИП Перцева Г. М.) ;улица Губкина, д. 15, этаж 1;;;ИП Перцева Г. М.;Гарелея Интерьеров;9273016780;almuhametova.elv@yandex.ru;rozetufa@gmail.com;;10:00 - 19:00;;6533
6576;"Октябрьский, &quot;Студия комфорта&quot; (ИП Ключникова В.И.) ";улица Свердлова, д. 16, 1 этаж;;;ИП Ключникова В.И.;"""Студия комфорта""";"3476750580; 9371506937";st-komforta@mail.ru;rozetufa@gmail.com;;10:00 - 19:00;;6533
6577;Октябрьский, ТЦ НАРЫШЕВО (Оптовый центр) ;"улица 8 Марта, д. 9-""А""";ТЦ  НАРЫШЕВО;;Оптовый центр;ТЦ НАРЫШЕВО;3476744950;ilfir79@mail.ru;;;09:00 - 20:00;;6533
6579;"Псков, ООО &quot;Эклектика Плюс&quot;  улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 28А;Строительный рынок на Алмазной;;"ООО ""Эклектика Плюс"" ";;9602258327;;;;09:00 - 18:00;;3318
6580;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.) ;улица Мира, д. 34/11, этаж 2, стенд 3;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;9116075445;salon38@mail.ru;38pr@mail.ru;38pr.ru;10:00 - 20:00;;3299
6673;"Мытищи, &quot;Дом-декора&quot; (ИП Кулебякина Т.В.) ";г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";4955850042;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;;3109
6688;"Брянск, ТЦ &quot;Аэропарк&quot; (ИП Кощенков Д.Е.) ";улица Объездная, д. 30, этаж 2;"Торговый центр ""Аэропарк""";Мебель Холл;ИП Кощенков Д.Е.;"салон ""Империя Декора""";"4832309957; 4832309957";imperiya_dekora32@mail.ru;imperiya_dekora32@mail.ru;imperiya-dekora.ru;10:00 - 22:00;;3118
6693;"Ереван, ExteriorGroup-1 (ООО &quot;Экстериер Групп&quot;) ";пр. Комитаса , д. 3/104;ExteriorGroup-1;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410222801; 37410222801";exterior-s@mail.ru;info@exterior.am;;09:00 - 19:00;;6692
6694;"Ереван, ExteriorGroup-2 (ООО &quot;Экстериер Групп&quot;) ";пр. Комитаса , д. 3/122;ExteriorGroup-2;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410270112; 37410270112";;info@exterior.am;;09:00 - 19:00;;6692
6695;"Ереван, ExteriorGroup-3 (ООО &quot;Экстериер Групп&quot;) ";ул. Рубинянца, д. 15/3;ExteriorGroup-3;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410205667; 37496205667";;info@exterior.am;;09:00 - 19:00;;6692
6696;"Ереван, ExteriorGroup-4 (ООО &quot;Экстериер Групп&quot;) ";ул. Нар-Дос, д. 75/164;ExteriorGroup-4;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410550477; 37496517705";;info@exterior.am;;09:00 - 19:00;;6692
6697;"Ереван, ExteriorGroup-5 (ООО &quot;Экстериер Групп&quot;) ";ул. Вардананца, д. 22 176/1;ExteriorGroup-5;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37496202701;;info@exterior.am;;09:00 - 19:00;;6692
6698;"Ереван, ExteriorGroup-6 (ООО &quot;Экстериер Групп&quot;) ";ул. Аршакуняца, д. 210/1;ExteriorGroup-6;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410486700; 37410486700";;info@exterior.am;;09:00 - 19:00;;6692
6699;"Ереван, ExteriorGroup-7 (ООО &quot;Экстериер Групп&quot;) ";ул. З.Андраника, д. 147/2;ExteriorGroup-7;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37411721535; 37496705509";;info@exterior.am;;09:00 - 19:00;;6692
6700;"Ереван, ExteriorGroup-8 (ООО &quot;Экстериер Групп&quot;) ";ул. Аршакуняца, 17А 229;"ExteriorGroup-8 торговый центр ""Петак""";;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37499572001;;info@exterior.am;;09:00 - 19:00;;6692
6701;Ереван, Давид Анахти (Валан Декор студия) ;ул. Давид Анахти, д. 23/10;;;Валан Декор студия;магазин студия;"37460543512;  37496004081";valandekor@gmail.com ;info@exterior.am;;09:00 - 19:00;;6692
6706;Ашхабад, Магазин Ussat (ЧП Чарлиев И.Е.) ;10-й ыллык Абаданчылык, д. 128, 1-й этаж;;;Частный предприниматель Чарлиев И.Е.;Магазин Ussat;"99365609066; 99366402204; 99312483104";juma6868@mail.ru;juma6868@mail.ru;;10:00 - 19:00;;6705
6716;"Бишкек, ТД &quot;Галерея&quot; (ОсОО &quot;Галерея&quot;) ";7 микр-н, Ортосайский рынок;Торговый дом;Пересечение ул. Жукеева-Пудовкина / ул.Донецкая ;"ОсОО ""Галерея""";"ТД ""Галерея""";"996312576461;  996312899230";;zakaz.evokz@mail.ru;www.gallery.kg;09:00 - 18:00;;6714
6717;"Ош, Магазин «REdeco»  (ОсОО &quot;Дом света&quot;) ";ул. Шакирова, д. 108а; ТД «Ош Таатан»;;"ОсОО ""Дом света""";Магазин «REdeco» ;996555087378;;zakaz.evokz@mail.ru;www.gallery.kg;09:00 - 18:00;;6715
6718;Тамбов, Парад Цвета ;улица Агапкина, д. 14;;;Парад Цвета;Парад Цвета;9629939739;;;;09:00 - 18:00;;3211
6720;"Актобе, интерьер-студия &quot;Real Decor&quot; ИП Мамбеталина К.Б "; пр.Санкибай батыра, 74/4 (1 этаж);;здание Респект, рядом с рестораном Респект;ИП Мамбеталина К.Б.;"интерьер-студия ""Real Decor""";7013365911;region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;3691
6725;"Атырау, интерьер -студия &quot;Real Decor&quot; (ИП &quot;Мамбеталина К.Б&quot;) ";ул. Сатпаева, д. 28 (1 этаж);;;"ИП ""Мамбеталина К.Б""";"интерьер -студия ""Real Decor""";"7784052722; 7013365911";region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;6325
6727;Караганда, Мастерская интерьера (ИП Жусупбекова) ;ул. Бухар-жырау, 92/2, 1 этаж;;;ИП Жусупбекова;Мастерская интерьера;"7017818680; 7071100081";region2@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;3347
6730;Кызылорда,  ИП Кутыбаева Г. ;ул. М.Шокая, д. 33А, этаж 2, пав. 6;"ТД ""Мегастрой""";;ИП Кутыбаева Г.;;7051461950;region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;6728
6732;"Шымкент, салон &quot;Remart Home&quot; ИП Кудинов ";ул.Мадели Кожа, д. 35, правое крыло, этаж 1-3;;;ИП Кудинов А.А.;"салон ""Remart Home""";"7012952991; 1078404009";region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;3312
6734;Экибастуз,  ИП Лаврова Н. ;ул. Ауэзова, д. 49, корпус 7, этаж 1;жилой дом (6-этажное здание);;ИП Лаврова Н.;"Магазин ""Краски""";"7187400030; 7474384307";;zakaz.evokz@mail.ru;;09:00 - 19:00;;6733
6735;"Семипалатинск,  ИП &quot;Климат Контроль&quot; "; ул. Б.Момышулы, 41/1, корпус 1;Жилой дом;;"ИП ""Климат Контроль""";"""Премиум""";"7222320592; 7478520137";;zakaz.evokz@mail.ru;;09:00 - 18:00;;6383
6745;"Кызылорда,  Дизайн-студия &quot;Sointera&quot; (ИП &quot;Бектаева&quot;) ";ул.Коркыт ата, д. 105, (этаж 1);;;ИП Бектаева А.Б.;"Дизайн-студия ""Sointera""";"7775303230; 7783137475";region1@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;6728
6748;"Махачкала, ИП Шихрагимова М.Д., Магазин &quot;Центр лепнины &quot;Барокко&quot; ";пр. Амет-хана Султана, 17;;Проспект Амет-хана Султана, напротив АЗС PULSAR;ИП Шихрагимова Марина Дарвиновна;"Магазин ""Центр лепнины ""Барокко""";;barokko05@yandex.ru;info@lepidecor.ru;Сайт на стадии разработки;09:00 - 19:00;;6265
6752;"Элиста, Салон-магазин &quot;Мир обоев&quot; ";ул.Ю. Нейман, д.6 (этаж 1);Торговый дом;;ИП Железная Л.Н.;"Салон-магазин ""Мир обоев""";8472227880;stroyarsenal08@mail.ru;;;09:00 - 18:00;;3431
6753;Волжский, «ИЗБА» (ООО «Все потолки») ;ул. Машиностроителей, 14а, 2 этаж;;;ООО «Все потолки»;«ИЗБА»;9270633462;azhukov@inbox.ru;azhukov@inbox.ru;;11:00 - 19:00;;3422
6774;Москва, Склад Европласт (с. Булатниково) ;Московская область, Ленинский район, с/п Булатниковское, с. Булатниково, ул. Центральная, дом №1В, стр. №10;;;"ООО ""Декор""";"Европласт ""Склад""";;;;evroplast.ru;;;3109
6775;Москва, д.Черная Грязь  (ИП Буренкова Л.М.) ;д. Черная Грязь, Ленинградское ш., 13 км от МКАД, поворот на ПИКИНО;Строительный рынок  (верхние ряды), д.Черная Грязь;"запрвка ""НЕФТЬМАГИСТРАЛЬ""";ИП Буренкова Л.М.;"""Лепнина""";9672143346;cherngraz@gmail.com;;;"09:00 - 19:00 (лето); 09:00 - 18:00 (зима)";;3109
6777;Москва, г. Клин, Лепнина (ИП Буренкова Л.М.) ;г. Клин, 89 км Ленинградское шоссе, пав.15;рынок СтройСервис;;ИП Буренкова Л.М.;Лепнина;84993407941;klinlp@gmail.com;;;09:00 - 18:00;;3109
6778;"Москва,  (ООО &quot;ПРОГРЕСС&quot;) ";проспект Маршала Жукова, д. 52, этаж 2;Торговый центр;;"ООО ""ПРОГРЕСС""";Торговый центр;"4952279595;  9154054478; 9851150077";"2279595@gmail.com; svet.okna.info@gmail.com";2279595@gmail.com;;11:00 - 21:00;;3109
6779;"Кемерово, Студия &quot;ГрандДекор&quot; (ООО &quot;Гермес&quot;) ";улица Черняховского, д. 3, этаж 1;Магазин;;"ООО ""Гермес""";ГрандДекор;"3842359663; 3842752928";lepnina@granddekor.ru;lepnina@granddekor.ru;granddekor.ru;10:00 - 19:00;;3145
6780;"Астрахань, центр дизайна &quot;DECOLE&quot;  ";улица Адмиралтейская, д. 30, этаж 1 ;;;"ООО ""Голдстрим""";"центр дизайна ""DECOLE""";8512298867;astra@decole.ru;astra@decole.ru;www.decole.ru;10:00 - 18:00;;3333
6790;"Владивосток, салон &quot;Oberline&quot; (ООО &quot;Изолекс&quot;) ";ул. Русская, д. 87В, этаж 2;"Торговый центр ""Багратион""";;"ООО ""Изолекс""";"салон ""Oberline""";4232573666;fadavl@mail.ru ;fadavl@mail.ru ;www.china-stroy.ru;09:00 - 18:00;;6789
6792;"Новокузнецк, Интерьерный салон &quot;Модные обои&quot; (ООО &quot;СКД плюс&quot;) ";проспект Н.Ермакова, д. 30а, этаж 1;"ТПЦ ""Виктория""";;"ООО ""СКД плюс""";"салон ""Модные обои""";"3843328020; 3843460792";novoboi@yandex.ru;opt@evroplast-nsk.ru;www.nov-oboi.ru;10:00 - 19:00;;3696
6794;"Новокузнецк, интерьерный салон &quot;DeLuxe&quot; (ООО &quot;ДеЛюкс&quot;) ";улица Воробьева, д. 3, этаж 1;;;"ООО ""ДеЛюкс""";"интерьерный салон ""DeLuxe""";3843722727;salon@deluxenk.ru;opt@evroplast-nsk.ru;www.deLuxe.ru;09:00 - 18:00;;3696
6802;"Ленинск-Кузнецкий, &quot;Derufa&quot; (ИП Попов Е.О.) ";проспект Кирова, д. 108, корпус А, этаж 1;торгово-отделочная компания;;ИП Попов Е.О.;Derufa;3845670007;popov_lk@mail.ru;lepnina@granddekor.ru;;09:00 - 19:00;;6798
6803;Юрга, ДиоР (ИП Гоциридзе И.С.) ;улица  Московская, д. 21, этаж 1;салон-магазин;;ИП Гоциридзе И.С.;ДиоР;3845142503;dior987@mail.ru;lepnina@granddekor.ru;;10:00 - 19:00;;6799
6804;Полысаево, Строитель (ИП Шахов С.В.) ;улица Крупской, д. 129, этаж 1;магазин;;ИП Шахов С.В.;Строитель;9236027717;stroitel_lk@mail.ru;lepnina@granddekor.ru;;09:00 - 18:00;;6800
6805;"Анжеро-Судженск, &quot;Эконом-строй&quot; (ИП Головин С.В.) ";улица Горняцкая, д. 4, этаж 3;магазин;;ИП Головин С.В.;"""Эконом-строй""";3845364545;ira.golovina.83@mail.ru;lepnina@granddekor.ru;;09:00 - 17:00;;6801
6806;"Москва, МФТК &quot;Каширский двор&quot; (Европласт) ";Каширское ш, д. 19, корп. 1, 2-й этаж, павильон 2-С90;"МФТК ""Каширский двор""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";4956408851;kdvor@decor-evroplast.ru;kdvor@decor-evroplast.ru;www.evroplast.ru;09:00 - 21:00;;3109
6813;Тамбов, Престиж Декор (ИП Куприна О.В.) ;улица Мичуринская, д. 87;;;ИП Куприна О.В.;Престиж Декор;4752-531717;;;;09:00 - 18:00;;3211
6814;Тамбов, Престиж Декор (ИП Куприна О.В.) ;ул. Н.Вирты, 201 А;;;ИП Куприна О.В.;Престиж Декор;4752-511000;;;;09:00 - 18:00;;3211
6825;"Тобольск, &quot;Строй Стиль&quot; (ИП Бакиев Р.Р.) ";"Ул.Семена Ремезова, 123, стр.2, корпус ""Стрела"", пав. №8";"ТЦ ""Ермак""";;ИП Бакиев Р.Р.;"""Строй Стиль""";9199468577;bakievaalla@mail.ru;;;09:00 - 18:00;;3616
6832;Тула, Магазин ЛЕПНИНА (И.П. Новиков Р.В.) ;ул. Мосина, д. 2, 1 этаж;Магазин Лепного Декора;;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207779362; 9255060319";lepnina89@maill.ru;lepnina89@maill.ru;www.europlast-lepnina.ru;09:00 - 18:00;;3217
6834;"Арсеньев, салон &quot;салон Арс-Деко&quot; (ИП ИВАКИН И.В.) ";ул. Садовая, д. 23;Торговая точка (магазин);;ИП ИВАКИН И.В.;"салон ""Арс-Деко""";4236153194;ars-deco@bk.ru;ars-deco@bk.ru;;10:00 - 19:00;;6833
7117;"Саратов, ООО &quot;Дизайн-Паркет&quot; Клондайк ";улица Кутякова, д. 94, этаж 1;;Магазин находится на ул. Кутякова, между ул. Чапаева и ул. Рахова;ООО «Дизайн Паркет»;Клондайк;"9372255400; 9372250760";;;;09:00 - 19:00;;3194
7645;Москва, В 42 (ИП КАЮМОВ А. А.) ;"Строительный двор ""Петровский"", Пав. В42,  9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";ТК Петровский;;ИП КАЮМОВ А. А.;В 42;"9299506119; 9261743368";lepninav42@mail.ru;;;09:00 - 18:00;;3109
12283;"Бишкек, Салон отделочных материаллов &quot;ПРЕМЬЕРА&quot; (ОсОО &quot;ЕвоТек&quot;) ";ул. Уметалиева, д. 84;Салон;Угол ул. Киевская;"ОсОО ""ЕвоТек""";"Салон отделочных материаллов ""ПРЕМЬЕРА""";"996312902501; 996312902502; 996770775075; 996556775075";;zakaz.evokz@mail.ru;www.evp.kg;10:00 - 19:00;;6714
14760;Тамбов, ИП Дудник И.П. ;улица Советская, д. 39;;;ИП Дудник И.П.;ИП Дудник И.П.;89106528893;;;;09:00 - 18:00;;3211
23267;Екатеринбург, ИП Мельников М.Ю. (Салон Европласт-Екатеринбург) ;пер.Базовый, 47А, 1 этаж;Салон магазин в административном здании;"большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен";ИП Мельников М.Ю.;Салон Европласт-Екатеринбург;3433463213;info@evroplast-ekaterinburg.ru;info@evroplast-ekaterinburg.ru;www.evroplast-ekaterinburg.ru;10:00 - 19:00;;3129
23588;г. Москва, поселение Мосрентген, д.Дудкино, ИП Меграбян ;поселение Мосрентген, д.Дудкино, ул. Адмирала Корнилова, 1-й км, стр. 4;ТЦ Строймастер;;ИП Меграбян;пав. А-42, А-48, А-125, А-141;79688693883;ashot-mehrabyan@mail.ru;;;08:00 - 19:00;;3109
23589;"Москва, ВК &quot;Росстройэкспо&quot; (ООО &quot;Арт Декор Макс&quot;) ";Фрунзенская набережная, 30, пав.3, стенд 20;Росстройэкспо Фрунзенская;;;"ООО ""Арт Декор Макс""";"4957784000; 9151374753";Liser1975@mail.ru;Liser1975@mail.ru;;09:00 - 22:00;;3109
24224;"Петропавловск-Камчатский, &quot;Дизайн К Студия&quot; (ИП Кривдина Е.П.) ";ул.Топоркова, 8/2 (цокольный этаж);Цокольный этаж жилого дома;"Девятиэтажное здание за РЦ ""Роллердром""";ИП Кривдина Е.П.;"""Дизайн К Студия""";"4152228349; 9098328512";dk-studio@yandex.ru;evroplast_kam@mail.ru;www.evroplast.ru;10:00 - 20:00;;24220
24486;"Омск, Отдел оптовых продаж (ООО &quot;Мир профиля&quot;) ";ул. Жукова, 65 (2 этаж);;;"ООО ""Мир профиля""";Отдел оптовых продаж;"3812484444; 9026777077";evroplast-omsk@ya.ru;evroplast-omsk@ya.ru;evroplast-omsk.ru;10:00 - 19:00;;3172
25945;"Павлодар, Дизайнерская студия &quot;Dream House New&quot;  (ТОО &quot;Dream House New&quot;) ";ул. М.Исиналиева, д. 58, этаж 1;"ТД ""Арай""";"за ТД ""Квазар"", въезд с ул.Пахомова, центральный вход";"ТОО ""Dream House New""";"Дизайнерская студия ""Dream House New"" ";"7472227787; 7018872748";region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;6331
