IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP175;IP_PROP113
6151;"Москва, Торговый комплекс ""Центр дизайна ""Ленинградский"" (ИП Будза С.В.)";Ленинградское шоссе, д. 25, этаж 2, стенд 1 ;"Торговый комплекс ""Центр дизайна Ленинградский""";Центр дизайна Ленинградский;ИП Будза С.В.;;"89060378109; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;;3109
6152;"Москва, ТК ""Конструктор"" (ИП Будза С.В.)";"МКАД (25км) Торговый комплес ""Конструктор"" (Вторая линия), павильон № Б 2.7";ТК Конструктор;;ИП Будза С.В.;Б2.7;"89671206399; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;;3109
6153;"Москва, Строительный двор ""Петровский"" (ИП Будза С.В.)";"Новорижского шоссе, 9км, в сторону Николо-Урюпино, Поздняково. Строительный двор ""Петровский"", павильон № А9";Строительный двор Петровский ;;ИП Будза С.В.;А9;"89037179913; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6163;"Санкт-Петербург, Piterra Василеостровкий (ООО ""Питерра"")";ул. Железноводская, д. 3, 1 этаж, секция 86;Строймаркет «Василеостровский»;;"ООО ""Питерра""";PITERRA;"8124383940; доб. 704,705,706";salongelezka@piterra.ru;shop@piterra.ru ;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3196
6167;"Москва, Салон ""PITERRA"" (МЦ ""Roomer"")";Ленинская Слобода, д. 26;отдельный салон;;ООО ПИТЕРРА;PITERRA;"4957776685; доб. 371, 372, 347   ";6909999@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
6192;"Благовещенск , Cалон-магазин интерьерных решений ""Deкор""";ул.Октябрьская, 130;;;"ООО ""Декор""";"Cалон-магазин интерьерных решений ""Deкор""";"+7 416 2771377; +7 416 2213939";dekordeluxe@bk.ru;dekordeluxe@bk.ru;;;;;;6191
6203;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.);улица Псковская, д. 29, стенд 1;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;"8162961138; 9116000038";salon38@mail.ru;salon38@mail.ru;38pr.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 18:00;;3299
6204;Казань, Декор - Европласт (Статус Кво);улица Горсоветская д. 33, 1 этаж;магазин-склад;Декор-Европласт;Статус Кво;Декор - Европласт;"89872263355; 8435624532; факс";zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;10:00 - 18:00;10:00 - 17:00;;3260
6209;Смоленск, Европласт (ООО «Артхолл плюс»);улица Маршала Жукова, д. 9;;;ООО «Артхолл плюс»;Малярный центр «Деруфа»,  салон «Европласт»;"4812388700; 9036496383";derufa-smolensk@yandex.ru;derufa-smolensk@yandex.ru;derufa-sm.ru;10:00 - 19:00;10:00 - 18:00;Выходной;;3338
6232;Кострома, Компания «Измерение»;улица Шагова, д. 61 «А»;;;ИП Захаркина В.В.;Компания «Измерение»;4942456600;zakaz@newizmerenie.ru;;;09:00 - 18:00;10:00 - 15:00;Выходной;;3316
6234;"Красноярск, Интерьерный салон ""Палладио""";улица Молокова, д. 28, этаж 1;;;ИП Жижина Н.И.;"Интерьерный салон ""Палладио""";3912918618;baroccokrs@mail.ru;baroccokrs@mail.ru;palladio24.ru;10:00 - 19:00;10:00 - 18:00;Выходной;;3152
6237;Курск, Оптово - розничный склад Ремотделка;улица Павлуновского, д. 133, стр. 1 и 2;Оптово - розничный склад Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;9102138285;info@remotdel-ka.ru;sasin@remotdel-ka.ru;www.remotdel-ka.ru;09:00 - 17:00;09:00 - 16:00;09:00 - 15:00;;3154
6241;"Липецк, Салон ""Novita"", ИП Костин";улица Заводская площадь, д. 1 ;;"Мебельный салон ""Юнион""";ИП Костин;"Салон ""Novita""";9042979702;;ardekor@rambler.ru;;;;;;3331
6242;"Липецк, Декор-Студия ""Кардинал"", ИП Вострикова";улица Нововесовая, д. 24;;;ИП Вострикова;"Декор-Студия ""Кардинал""";9103523676;;ardekor@rambler.ru;;;;;;3331
6243;Липецк, ИП Шицько;улица 50 лет НЛМК, стр. 17;Петровский рынок;;ИП Шицько;Петровский рынок, Торговый павильон № 353;9042983449;;ardekor@rambler.ru;;08:30 - 15:30;08:30 - 15:30;08:30 - 15:30;Понедельник, Вторник;3331
6254;"Пермь, ТЦ ""Радуга"", ЗАО ""Стройинтер""";улица 1-я Красноармейская, д. 8, пав. 2;"ТЦ ""Радуга""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422152434;;;;10:00 - 21:00;10:00 - 20:00;10:00 - 20:00;;3182
6255;"Пермь, ТЦ ""Красивый Дом"", ЗАО ""Стройинтер""";улица Соликамская, д. 313а, пав. 1;"ТЦ ""Красивый Дом""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422009146;;;;09:00 - 20:00;10:00 - 19:00;10:00 - 18:00;;3182
6256;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 1;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"ООО ""ЭКЛЕКТИКА""";8112793575;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;;3318
6257;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 28, секция 12;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"ООО ""ЭКЛЕКТИКА"" ";9602258327;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;;3318
6260;Уфа, Лепной Декор (ИП Розет А.Р.);Менделеева, д. 137, к.4, 1 этаж, бутик 2;"Торговый комплекс ""Новая Радуга""";напротив эскалатора,  линия обои;ИП Розет А.Р.;бутик лепной декор;"3472927328; 9373250157";andrey.rozet@mail.ru;rozetufa@gmail.com;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3223
6264;"Дербент, ООО ""ДЖЭН""";улица Гагарина, д. 101а;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";8724043437;firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru; 08:00 - 18:00; 08:00 - 18:00; 08:00 - 18:00;;6263
6266;"Махачкала, ООО ""ДЖЭН""";улица Гамидова, д. 3а, цокольный этаж;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";"8722673635; 8722610988";firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;;6265
6267;"Махачкала, ДЦ ""Daniela villa Design""";улица Дахадаева, д. 58, 2 этаж;;;"ДЦ ""Daniela villa Design""";"ДЦ ""Daniela villa Design""";"9187344800; 9674002533";dvdesign@bk.ru;info@lepidecor.ru;www.lepidecor.ru;10:00 - 19:00;10:00 - 19:00;Выходной;;6265
6273;"Якутск, ИП Чугунов Д.Г. ""Дом обоев 44""";ул. Автострада 50 лет Октября, д. 1;;;ИП Чугунов Д.Г.;"""Дом обоев 44""";9248652344;dom_oboev_44@mail.ru;dom_oboev_44@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;;3239
6276;"Абакан, Салон отделочных материалов ""ЗОДЧИЕ"" на  Кирова";улица Кирова, д. 112;;;"ООО ""Зодчие""";"""Зодчие""";3902287711;ninazodchi@mail.ru;ninazodchi@mail.ru;;10:00 - 19:00;10:00 - 17:00;Выходной;;3255
6284;Самара, магазин-склад FORROOM;18 км Московского шоссе, цокольный этаж;СТК Московский;;ООО Форрум;магазин-склад FORROOM;9023757576;;;;9:00 - 19:00;9:00 - 19:00;9:00 - 19:00;Понедельник;3192
6294;"Сургут, Салон ""Архитектурный Декор"", проспект Мира";проспект Мира, д. 44/2;"Салон ""Архитектурный декор""";;"ООО ТК ""Архитектурный декор"" ИП Чащилов А.П.";"салон ""Архитектурный декор""";3462940040;galant379075@mail.ru;galant379075@mail.ru;www.decor-ad.ru;09:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3209
6295;"Тюмень, склад-магазин ""Архитектурный декор""";улица Д.Бедного, д. 96, стр. 6, 1 этаж;Склад г.Тюмень;;"ООО ТК ""Архитектурный декор""   ";"склад-магазин ""Архитектурный декор""";3452390125;sklad_galant@mail.ru;;www.decor-ad.ru;09:00 - 18:00;10:00 - 17:00;Выходной;;3220
6300;Новый Уренгой, Холл декора Малевич;пр. Губкина, 5;"ТЦ Вертолет ""Холл декора Малевич"", цокольный этаж";;"Два юр.лица: ИП Новицкий Эдуард Аркадьевич и ООО ""СТРОЙТОРГ""";Холл декора Малевич;9220522243;"nov_eduard@mail.ru;  nur_malevich@mail.ru";nov_eduard@mail.ru;;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;;6299
6306;"Нефтеюганск, Магазин ""Art-Décor""";улица Набережная, д. 16;"Магазин ""Art-Décor""";;Сукиасян Артур Людвикович Индивидуальный предприниматель;"Магазин ""Art-Décor""";"3463220935; 3463222066";artur231087@ya.ru;artur231087@ya.ru;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6305
6314;"Чита, ООО ""Респект ЛТД""";мкр. Геофизический, д.27, пав. 7;Строит рынок Солнечный;;"ООО ""Респект ЛТД""";Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3235
6315;Чита, Магазин Респект , центральный склад;улица Инструментальная, д. 1А;Магазин Респект , центральный склад;;"ООО ""Респект ЛТД""";Респект;3022203398;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;;3235
6316;"Иваново, салон ""АРАГОН""";улица Крутицкая, д.14а;"Декор-центр ""Арагон""";;"ООО ""Декор Коллекция""";"салон ""АРАГОН""";"4932580208; 4932580264";aragondeco@mail.ru;aragondeco@mail.ru;www.aragondeco.ru;10:00 - 19:00;10:00 - 17:00;Выходной;;3131
6317;Якутск, ИП Васильева Е.В.;улица Жорницкого, д. 35, этаж 3, пав. 307, стенд 2;"ТВК ""Строительный""";;ИП Васильева Е.В.;"""Антураж""";9142714112;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;;3239
6318;Московская обл, Одинцовский р-н, Новоивановское (ИП Филиппова К.О.);Московская обл., Одинцовский р-н, Новоивановское пгт, ул. Западная, д. 33, этаж 2,пав. 208;"ТЦ ""ЕвроСтройДом""";;ИП Филиппова К.О.;"Павильон 208 в ТЦ ""ЕвроСтройДом""";9854194030;esd@decogracia.ru;esd@decogracia.ru;decogracia.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;;3109
6322;Актау, салон Design Line, ТОО «Design Line»;14 микрорайон, д. 87, офис 4;Жилой дом;;ТОО «Design Line»;салон Design Line;7716550367;;zakaz@evp.kz;www.design-line.kz;10:00 - 18:00;10:00 - 18:00;Выходной;;3687
6323;Актобе, ТОО НАК Интерьер;ул. Газизы Жубановой, д.13, офис 1 (трехэтажное здание);Жилой дом;"угол братьев Жубановых, возле ресторана ""Славянка""";ТОО НАК Интерьер;Салон Simplex;"7784120508; 7132572078";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 17:00;Выходной;;3691
6324;Алматы, TOO Evolution Technologies (Абдуллиных, 64);ул. Абдуллиных, д. 64 (шестиэтажное здание, 1 этаж);Магазин;угол ул.Богенбай батыра;TOO Evolution Technologies;Салон Премьера;"7272221055; 7072127717";info@evp.kz;sales1@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;;3310
6330;Караганда, ИП Хамитова;137 учетный квартал, строение 016 (Двухэтажное здание), 2 этаж;Строительный магазин;;ИП Хамитова;Салон Home project;"7078536144; 7474931642";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3347
6337;"Петропавловск, ТОО ""Дисконт-Север""";улица Партизанская, д. 109, этаж 1 и 2;Отдельно стоящее здание;угол ул.Горького;"ТОО ""Дисконт-Север""";"Студия Дизайна ""Декор""";"7152399702; 7074865343";;zakaz.evokz@mail.ru;;10:00 - 19:00;11:00 - 18:00;11:00 - 18:00;;6336
6338;Уральск, Эко Мебель (ТОО НАК Интерьер);ул. Абулхаирхана, д. 44, этаж 1;Торговый дом;;ТОО НАК Интерьер;Эко Мебель;"7112286191; 7781064300";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3689
6339;"Шымкент, (ТОО ""Evolution Technologies"")";ул. Туркестанская, д. 186, этаж 1;Магазин;;"ТОО ""Evolution Technologies""";"Салон ""Премьера""";"7252571831; 7010590024";info@evp.kz;shym.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;;3312
6342;Бельцы, ООО Элит Интериор, ул. Паровозная, д. 4;ул. Паровозная, д. 4;строительный рынок Твой Дом;;ООО Элит Интериор;Маг. Elita Décor;"37368177796; 37323122288";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;Выходной;;3678
6343;Кишинев, ООО Элит Интериор, ул. Александру чел Бун;ул. Александру чел Бун, д. 108/1;Маг. Elita Décor;;ООО Элит Интериор;Маг. Elita Decor;"37322838500; 37368822241";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 18:00;09:00 - 15:00;Выходной;;3297
6345;Кишинев, ООО Элит Интериор, ул. Каля Басарабией;улица Каля Басарабией, д. 4;Т.К. Амир;;ООО Элит Интериор;Маг. Elita Decor;"37322780047; 37368177144";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;09:00 - 15:00;;3297
6350;Таллин, AVDS Group Ltd.;улица Kadaka tee  /  Кадака тее, 70С, этаж 2;Торговый центр (мебель, отделочные материалы);;AVDS Group Ltd.;Салон обоев и декора FiestaDesign;37255511090;info@fiestadesign.ee;info@fiestadesign.ee;www.fiestadesign.ee;10:00 - 19:00;11:00 - 17:00;Выходной;;6349
6352;Калуга, ИП Журавченков C.А.;улица переулок Воскресенский, д. 29;;;ИП Журавченков C.А.;Керамика Люкс;"4842795484; 4842591338";keramika_lux@mail.ru;keramika_lux@mail.ru;;10:00 - 19:00;10:00 - 17:00;10:00 - 17:00;;3143
6353;"Псков, ООО ""Эклектика"" ул. Горького";улица Яна Райниса, д. 53;;;"ООО ""ЭКЛЕКТИКА""";Пристань;8112701053;;;;09:00 - 18:00;09:00 - 18:00;Выходной;;3318
6354;"Псков, ООО ""Эклектика"" ул. Горького";улица Юбилейная, д. 32;;;"ООО ""ЭКЛЕКТИКА""";Капарол центр;8112581515;;;;09:00 - 18:00;09:00 - 16:00;Выходной;;3318
6384;Семипалатинск,  ТОО «Крафт»;проспект Шакарима, д. 12;Торговый центр;;ТОО «Крафт»;Домострой;"7222524306; 7222569197";;zakaz.evokz@mail.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;6383
6403;г. Реутово, Лепной декор (ИП Шмаленко Денис Владимирович);г. Реутово, а/м Москва-нижний новгород (ш. Энтузиастов) 500 м. от МКАД, Владение 19, корпус П-1, 2-й этаж, пав. 15;"ТК ""Владимирский тракт""";;ИП Шмаленко Денис Владимирович;Лепной декор;"9258991628; 9253429718";89258991628@mail.ru;;www.lepnina1.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;3109
6404;"Мытищи, Салон декоративных покрытий ""Три Стены"" (ИП Гриднева Наталья Сергеевна)";г. Мытищи, ул.Коммунистическая, д. 10, корп. 1 (1 км от МКАД);"ТЦ ""ХЛ-2"", 1 этаж";;ИП Гриднева Наталья Сергеевна;"Салон декоративных покрытий ""Три Стены""";74957781845;3stenyld@gmail.com;3stenyld@gmail.com;;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;;3109
6406;"Москва, ТК ""Конструктор"" (ИП Бочкова И.С. (ИП Горбаченко К.А.))";"МКАД (25км) Торговый комплес ""Конструктор"", владение 4, строение 2,3, павильон № Б 2.17";ТК Конструктор;;ИП Бочкова И.С. (ИП Горбаченко К.А.);Б2.17;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;;3109
6407;"Москва, СР ""Владимирский тракт"" (ИП Бочкова И.С. (ИП Горбаченко К.А.))";"а/м Москва-Н.Новгород, Строительный рынок ""Владимирский тракт"", владение 19, Павильон: 11-12 ""З""; 17 ""Ф""; 11 ""Г""; 4П-№9";"Строительный рынок ""Владимирский тракт""";;ИП Бочкова И.С. (ИП Горбаченко К.А.);Владимитский тракт;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;3109
6408;"Москва, ТЦ ""Город"" (ИП Бочкова И.С. (ИП Горбаченко К.А.))";ул. Рязанский проспект, д.2, корпус 3, павильон 128-129-130;"ТК ""Город на Рязанке""";;ИП Бочкова И.С. (ИП Горбаченко К.А.);"""Дом Лепнины""";9250798522;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;;3109
6409;"Москва, рынок ""Строймастер""  (ИП Дубовик)";Киевское шоссе д. Дудкино, 1-й км, пав. 42, 179;"Рынок ""Строймастер"" ";"напротив  рынка ""Автомастер""";ИП Дубовик;Лепнина ;9091528234;lepno@mail.ru;lepno@mail.ru;www.lepno.ru;09:00 - 18:30;09:00 - 17:00;09:00 - 17:00;;3109
6412;"Москва,  ТК ""МЕЛЬНИЦА"" (ИП Каюмов А.А.)";"МКАД, 41 км, Внешняя сторона,, ТК ""МЕЛЬНИЦА"", павильон А5/3";"ТК ""МЕЛЬНИЦА""";;ИП Каюмов А.А.;ЕВРОПЛАСТ;9262184058;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6413;"Москва,  ТК ""МЕЛЬНИЦА"" (ИП Каюмов А.А.)";"МКАД, 41 км, Внешняя сторона,, ТК ""МЕЛЬНИЦА"", павильон Б7/6";"ТК ""МЕЛЬНИЦА""";;ИП Каюмов А.А.;ЕВРОПЛАСТ;9258517173;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6414;Москва,  г. Красногорск (ИП Каюмов А.А.);г. Красногорск, ул. Вокзальная, д.35;;Заезд с ул. Заводской;ИП Каюмов А.А.;ЕВРОПЛАСТ;9167156460;lepnina-potolok@mail.ru;lepnina-potolok@mail.ru;www.lepnina-potolok.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6415;Москва,  г. Нахабино (ИП Каюмов А.А.);г. Нахабино, ул. Советская, д.118;;;ИП Каюмов А.А.;ЕВРОПЛАСТ;4952203834;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6416;Москва, Волоколамское шоссе (ИП Каюмов А.А.);Волоколамское шоссе вл. 96 стр.2;;;ИП Каюмов А.А.;ЕВРОПЛАСТ;9269079882;sale@lepnina-tushino.ru;sale@lepnina-tushino.ru;www.lepnina-tushino.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6421;"Москва, ТВК ""Метр-Квадратный"" (ООО ""Сити-Декор"")";"Волгоградский проспект, д.32, корпус 25, этаж 2  (пересечение Волгоградского проспекта и ТТК), ТВК ""Метр-Квадратный"", павильон № 53-67";"ТВК ""Метр-Квадратный""";;"ООО ""Сити-Декор""";Лепнина;"9652511869; 4956485067";metr@decolepnina.ru;metr@decolepnina.ru;www.decolepnina.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
6428;Москва, п. Селятино (ИП Налбантов И.А.);51й км Киевского шоссе, п.Селятино, 1-й этаж, павильон Д-10;Селятино;;ИП Налбантов И.А.;Лепные Декоры ;89258882151;;;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;3109
6496;"Волгоград, Центр дизайна ""DECOLE"", (ООО ""Деколе"")";улица Селенгинская, д. 16, этаж 1;;;"ООО ""Деколе""";"Центр дизайна ""DECOLE""";8442600141;vlg@decole.ru;;www.decole.ru;10:00 - 18:00;Выходной;Выходной;;3123
6522;Кострома, Салон - Стильный дом (ООО «Салон - Стильный дом»);улица Ивана Сусанина, д. 54/17;;;ООО «Салон - Стильный дом»;Салон - Стильный дом;"4942470007; 9536463821";ssdom-kostroma@mail.ru;;www.ssdom.net;10:00 - 19:00;11:00 - 17:00;Выходной;;3316
6523;"Нижний Новгород, ООО ""ИнтерСтрой"", Интерьерный салон ""Интерстрой""";улица Короленко, д. 27, офис 103;;пл. Лядова, Телецентр;"ООО ""ИнтерСтрой""";"Дилерский центр ""ИнтерСтрой"", Оптово-розничный склад ";"88312786808; 89036021230";interstroy@sandy.ru;interstroy@sandy.ru;;09:00 - 18:00;Выходной;Выходной;;3163
6524;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 2;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"магазин ""Эклектика»";"9062216996; 9602226552";eklektika-pskov@yandex.ru;eklektika-pskov@yandex.ru;eklectika.ru;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;;3318
6527;Тамбов, Клондайк;улица Б. Энтузиастов, д. 1 Г;"ТЦ ""Улей Строй""";;Клондайк;Клондайк;89202339907;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3211
6530;"Бугульма , ""Silkplus"" (ИП Савостина А.В.)";улица Энгельса, д. 1;Центральный интерьерный салон;Альметьевский выезд;ИП Савостина А.В.;Silkplus;"8559461800; 9172988396";jidkie.oboi@yandex.ru;jidkie.oboi@yandex.ru;silkplus.ru;09:00 - 18:00;09:00 - 18:00;10:00 - 17:00;;6529
6532;Нижнекамск, М-н «Престиж» (ИП Борисов С.Ю.);"улица Химиков, д. 7 ""А""";М-Н «Престиж»;ТЦ Сити мол, Аверс, Магнит;ИП Борисов С.Ю.;М-н «Престиж»;"8555460604; 9172957640";prestigenk@mail.ru;prestigenk@mail.ru;pnk16.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;;6531
6534;"Октябрьский, ""Прораб"" (ИП Кутлубаев М.Б.)";улица Садовое Кольцо, д. 319/1, цокольный этаж; Центральный интерьерный салон ;"рядом ШЦ ""Таганка""";ИП Кутлубаев М.Б.;"""Прораб""";"9174738899; 9063738899";marsonn@mail.ru;marsonn@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 17:00;;6533
6537;"Старый Оскол, Архдекор (ООО ""Европласт Оскол"")";мкрн. Дубрава, д. 3, этаж 2;Строймаркет;;"ООО ""Европласт Оскол"" АрхДекор";Архдекор;9038850022;;vkhim2008@yandex.ru;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;3374
6543;Чебоксары, Склад 27/1 (ИП Альхимович Г.А.);Складской проезд, д. 6, строение 27/1;"ТСК ""Чувашгосснаб""";;ИП Альхимович Г.А.;Склад 27/1;9662494912;;;;08:00 - 18:00;09:00 - 15:00;09:00 - 15:00;;3231
6568;Кинешма, Арагон;улица Комсомольская, д. 18, этаж 2;;;;Арагон;"4933157589; 9203423196";aragon37@mail.ru;aragondeco@mail.ru;aragondeco.ru;09:00 - 18:00;10:00 - 15:00;Выходной;;6567
6569;"Стерлитамак, Салон ""ДЕКОРАМА"" (ИП Калашников А.В.)";улица 23 Мая, д. 59, 1 этаж, стенд;;напротив мебельной фабрики Антарес, рядом магазин Молоток;ИП Калашников А.В.;"Салон ""ДЕКОРАМА""";"3473268740; 9173555261 (сотовый)";dekoramasalon2@gmail.com;rozetufa@gmail.com; dekoramasalon.ru;10:00 - 19:00;11:00 - 18:00;Выходной;;3207
6571;"Уральск, магазин ""DECOROOM"" (ИП Cube Studio)";ул.Шолохова, 36;"ТЦ ""GRAND centre"", 2 этаж";пересечение ул.Сергея Тюленина;ИП Cube Studio;"магазин ""DECOROOM""";"7753702190; 7078054975";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3689
6573;Нефтекамск, Дом Декор (ИП Березина С.В.);"улица Ленина, д. 82-""А"", этаж 2";ТЦ “Великан”;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;11:00 - 19:00;Выходной;;6572
6574;Нефтекамск, Дом Декор (ИП Березина С.В.);"улица К. Маркса , д. 10-""В"", этаж 1";;;ИП Березина С.В.;Дом Декор;9174157223;sv-luna@mail.ru;;;11:00 - 19:00;11:00 - 19:00;Выходной;;6572
6575;Октябрьский, Гарелея Интерьеров (ИП Перцева Г. М.);улица Кооперативная, д. 2, строение 13;;;ИП Перцева Г. М.;Гарелея Интерьеров;9273016780;almuhametova.elv@yandex.ru;;;10:00 - 19:00;10:00 - 15:00;10:00 - 15:00;;6533
6576;"Октябрьский, ""Студия комфорта"" (ИП Богданова А.В.)";улица Свердлова, д. 16;;;ИП Богданова А.В.;"""Студия комфорта""";"3476750580; 9371506937";bogdanova1203@mail.ru;;;10:00 - 19:00;10:00 - 17:00;10:00 - 17:00;;6533
6577;Октябрьский, ТЦ НАРЫШЕВО (Оптовый центр);"улица 8 Марта, д. 9-""А""";ТЦ  НАРЫШЕВО;;Оптовый центр;ТЦ НАРЫШЕВО;3476744950;ilfir79@mail.ru;;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;6533
6579;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 28, секция 6;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"ООО ""ЭКЛЕКТИКА"" ";9062205225;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;;3318
6580;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.);улица Мира, д. 34/11, этаж 2, стенд 3;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;"9116003805; 8816948499";salon38@mail.ru;salon38@mail.ru;38pr.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 18:00;;3299
6673;"Мытищи, ""Дом-декора"" (ИП Кулебякина Т.В.)";г. Мытищи, ул. Большая Тарасовская, д. 111, строение 11  (11км Ярославского шоссе), пав. 22;ТК Тарасовка;;ИП Кулебякина Т.В.;"""Дом-декора""";4955850042;tatiana16.11.08@mail.ru;;www.dom-dekora.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
6688;"Брянск, ТЦ ""Аэропарк"" (ИП Кощенков Д.Е.)";улица Объездная д. 30, этаж 2;"Торговый центр ""Аэропарк""";Мебель Холл;ИП Кощенков Д.Е.;"салон ""Империя Декора""";"4832309957; 4832309957";imperiya_dekora32@mail.ru;imperiya_dekora32@mail.ru;imperiya-dekora.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;;3118
