IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
3636;"Томск, ООО ""Паводок""";;;;"ООО ""Паводок""";;;;;;;;;Нет;;;3215;;;
3637;"Томск, ООО ""Томская Строительно Сервисная Компания""";;;;"ООО ""Томская Строительно Сервисная Компания""";;;;;;;;;Нет;;;3215;;;
3638;"Томск, ООО ""Фирма Композит""";;;;"ООО ""Фирма Композит""";;;;;;;;;Нет;;;3215;;;
3639;"Томск, ООО ""Центр строительных технологий""";;;;"ООО ""Центр строительных технологий""";;;;;;;;;Нет;;;3215;;;
3640;"Тюмень, Салон ""Архитектурный Декор"" в ТЦ ""Премьер Дом""";улица Мельникайте, д.104;"ТЦ ""Премьер Дом""";;"1. ИП Чащилов А.П.; 2. ООО ТК ""Архитектурный декор""";"салон ""Архитектурный декор""";"3452595409; 3452753332";galant-pd@mail.ru;galant-pd@mail.ru;www.decor-ad.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;57.134057,65.563011;3220;;;
3641;"Тюмень, Салон ""Архитектурный Декор"" в ТЦ ""Орион""";улица Федюнинского, д. 43, пав. 42;"ТЦ ""Орион""";;"1. ИП Чащилов А.П.; 2. ООО ТК ""Архитектурный декор""";"салон ""Архитектурный декор""";3452546226;546226-orion@mail.ru;546226-orion@mail.ru;www.decor-ad.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;Да;;57.111898,65.545898;3220;;;
3642;"Тюмень, ул. 50 лет ВЛКСМ, 13, Салон интерьерных материалов ""ГАЛЛА""";улица 50 лет ВЛКСМ, д. 13;;;"1. ИП Чащилов А.П.; 2. ООО ТК ""Архитектурный декор""";"салон интерьерных материалов ""Галла""";"3452595746; 3452595745";galla595745@mail.ru;galant.tmn@mail.ru;www.decor-ad.ru;09:00 - 20:00;10:00 - 18:00;10:00 - 18:00;Да;;57.1417,65.541496;3220;;;
3643;"Улан-Удэ, Гипермаркет ""СМИТ""";улица Жердева, д. 8а;"Гипермаркет ""СМИТ""";;ИП Доржиев Г.Ю.;"""СМИТ""";3012297800;kaporskaya@smit.stbur.ru;smitbur@mail.ru;tgsmit.ru;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;51.813801,107.633002;3275;;;
3645;"Мансийск, Салон интерьера ""Декор Стайл""";ул. Чехова, д. 82;;;ИП Иванов Р.А.;"Салон интерьера ""Декор Стайл""";"+7 3467 394200; +7 3467 337755";decorst@mail.ru;;;;;;Нет;;61.004401,69.055598;3644;;;
3646;"Ханты-Мансийск, Магазин ""Дом обоев""";улица Чехова, д. 82;"Магазин ""Еврострой""";;ИП Гладков Александр Владимирович;"Магазин ""Еврострой""";"3467328509; 9224004023";e-s-04@mail.ru;e-s-04@mail.ru;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;61.004401,69.055598;3644;;;
3647;"Ханты-Мансийск, Магазин ""Перестройка""";ул. Светлая, д. 11;;;ИП Иванов Р.А.;"Магазин ""Перестройка""";"+7 3467 394200; +7 3467 337755";decorst@mail.ru;;;;;;Нет;;61.015298,69.0372;3644;;;
3648;"Ханты-Мансийск, Магазин ""Стройцентр""";ул. Промышленная, д. 13;;;ИП Волкова Г.А.;"Магазин ""Стройцентр""";73 467 335 288;stroycentrM@yandex.ru;;;;;;Нет;;61.003201,68.997899;3644;;;
3649;"Чита, ООО ""Респект ЛТД""";улица Ингодинская, д. 11;магазин Респект;;"ООО ""Респект ЛТД""";Респект;3022268717;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;52.025147,113.517803;3235;;;
3650;"Чита, ООО ""Респект ЛТД""";улица Курнатовского, д. 25, пав. 47;Строит рынок Город Мастеров;;"ООО ""Респект ЛТД""";Респект;3022267484;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;52.03799,113.495013;3235;;;
3651;"Чита, ООО ""Респект ЛТД""";улица Курнатовского, д. 25, пав. 91;Строит рынокГород Мастеров;;"ООО ""Респект ЛТД""";Респект;3022358960;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;52.03799,113.495013;3235;;;
3652;"Чита, ООО ""Респект ЛТД""";улица Чкалова, д. 1А, пав. 11;Строит рынок Стройград пав 11;;"ООО ""Респект ЛТД""";Респект;3022311306;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;52.026083,113.532409;3235;;;
3653;"Чита, ООО ""Респект ЛТД""";улица Вокзальная, д. 3, пав. 32;Строит рынокМегаСтрой пав 32;;"ООО ""Респект ЛТД""";Респект;3022312979;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;52.019987,113.483649;3235;;;
3654;"Чита, ООО ""Респект ЛТД""";мкр. Геофизический, д.27, пав. 12;Строит рынок Солнечный;;"ООО ""Респект ЛТД""";Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;52.0828776868,113.485159198;3235;;;
3655;Ярославль, Exclusive Interior;ул. Свободы, д. 2;;;;Exclusive Interior;74 852 982 000;;;;;;;Нет;;57.625701,39.883303;3237;;;
3656;Ярославль, Fran Studio;ул. Советская, д. 16;;;;Fran Studio;74 852 745 215;;;;;;;Нет;;57.633416,39.88598;3237;;;
3657;Ярославль, Rossetti;пр-т Толбухина, 8/75;;;;Rossetti;74 852 729 914;;;;;;;Нет;;57.620515,39.858995;3237;;;
3658;Ярославль, Wood Line;ул. Некрасова, д. 37А;;;;Wood Line;74 852 585 890;;;;;;;Нет;;57.632057,39.874464;3237;;;
3659;Ярославль, Арт проект;пр-т Ленина, д. 6;;;;Арт прект;74 852 956 535;;;;;;;Нет;;57.642261,39.879234;3237;;;
3660;Ярославль, Архидея;ул. Титова, д. 20;;;;Архидея;"+7 4852 588678; +7 4852 906767";;;;;;;Нет;;57.582412,39.831443;3237;;;
3661;Ярославль, Ванные комнаты;Угличская улица, д. 12б;;;;Ванные комнаты;74 852 585 960;;;;;;;Нет;;57.629137,39.855464;3237;;;
3662;Ярославль, диз. Студия Лестис;ул. Свободы, д. 71а;;;;диз. Студия Лестис;74 852 587 333;;;;;;;Нет;;57.625441,39.864169;3237;;;
3663;Ярославль, диз. Студия Линия;ул. Полушкина роща, д. 9;;;;диз. Студия Линия;74 852 780 762;;;;;;;Нет;;57.651904,39.871778;3237;;;
3664;Ярославль, Интерьер плюс;ул. Полушкина роща, д.  9;;;;Интерьер плюс;74 852 939 307;;;;;;;Нет;;57.651904,39.871778;3237;;;
3665;Ярославль, Немецкий дом;ул. Вспольинское поле, д. 9;;;;Немецкий дом;74 852 218 994;;;;;;;Нет;;57.618467,39.839286;3237;;;
3666;Ярославль, Стройтекс;пр-т Толбухина, д. 24;;;;Стройтекс;74 852 200 742;;;;;;;Нет;;57.622501,39.858501;3237;;;
3667;Ярославль, студия Ампир декор;ул. Свободы, д. 24;;;;студия Ампир декор;74 852 259 994;;;;;;;Нет;;57.625716,39.878021;3237;;;
3668;Ярославль, студия М-Густо;ул. Володарского, д. 53/2;;;;студия М-Густо;74 852 255 640;;;;;;;Нет;;57.627764,39.86231;3237;;;
3669;Ярославль, ТД Эстет;ул. Чкалова, д. 2;;;;ТД Эстет;74 852 795 724;;;;;;;Нет;;57.637887,39.857881;3237;;;
3672;"Ташкент, Магазин ""Empire Decor interiors""";ул. Тараса Шевченко, д. 42;;;;"Магазин ""Empire Decor interiors""";+998 71 2550117;info@empiredecor.uz;;;;;;Нет;;41.2959798173,69.2817050053;3671;;;
3673;"Ташкент, Магазин ""Milan""";ул. Уста-Ширин, д. 134;;;;"Магазин ""Milan""";+998 71 2480117;info@empiredecor.uz;;;;;;Нет;;41.3479787114,69.2651535685;3671;;;
3674;"Москва, Фирменный салон ""Европласт"" в ТВЦ ""Каширский двор""";"Каширское ш, д. 19, корп. 2, 1-й этаж, павильон 1-49 ""Европласт""";"Т.К.""Каширский двор""";;ООО «Декор»;"Фирменный салон ""Европласт""";"4957304175; 4959819045";kdvor@decor-evroplast.ru;;evroplast.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;Да;;55.6645821897,37.634654459;3109;;;
3675;"Москва, Салон ""Лепнина-Фрески"", магазин ""Европласт"" в ТК ""Город - Лефортово"" (ИП Алекперов В.Г.)";"ш. Энтузиастов, д.12/2, ТК ""Город - Лефортово"", 3-й этаж.";"ТК ""Город - Лефортово""";;ИП Алекперов В.Г.;"Салон ""Лепнина-Фрески"", магазин ""Европласт""";9160580011; decorru@yandex.ru; decorru@yandex.ru;www.1decor.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;55.7477356527,37.706964665;3109;;;
3676;"Москва, ООО ""Сити-Декор"" м.Волгоградский пр-т в ТВК ""Метр Квадратный""";"Волгоградский пр-т, д. 32 корп. 25 ТВК ""Метр Квадратный"" 2-ой этаж пав.53-67, 1-ый этаж пав.22";;;ИП Алекперов В.Г.;;"+7 965 2511869; +7 495 6693547; +7 495 6485067";"metr@decolepnina.ru; city-decor@yandex.ru";;;;;;Нет;;55.721,37.699;3109;;;
3677;"Ярославль, Магазин ""Элит Интерьер"" (ИП Алекперов В.Г.)";ул. Трефолева, д. 15;;;ИП Алекперов В.Г.;"Магазин ""Элит Интерьер""";74 852 662 393;;;;;;;Нет;;57.627783,39.888594;3237;;;
3679;"Бельцы, магазин ""Elita Decor"", ул. Михай Витязул, (ИП Алекперов В.Г.)";ул. Михай Витязул, д. 56;;;ИП Алекперов В.Г.;"Магазин ""Elita Decor""";"+373 231 222 88; +373 681 777 91";decorru@yandex.ru;;www.elit-interier.ru;;;;Нет;;47.7666260166,27.9221971587;3678;;;
3680;Ташкент, Паркентский;ул. паркенская (торговые ряды) 12\3;;;;;+99890 954 02 02;info@empiredecor.uz;;;;;;Нет;;41.3147386417,69.3233898815;3671;;;
3681;Ташкент, Milan;ул. Уста-Ширин 134;;;;Milan;+99871 248 01 17;info@empiredecor.uz;;;;;;Нет;;;3671;;;
3682;Ташкент, Обои Центр (ЧП Судьина);"Ташкентская малая кольцевая дорога, Торговый комплекс ""BEK TOP'I"" маг. 20\35";;;ЧП Судьина;Обои Центр;+99890 960 52 00;info@empiredecor.uz;;;;;;Нет;;41.355242897,69.2525332469;3671;;;
3684;"Адлер, Магазин ""Лепные декоры"" (ИП Гредина А.В.)";улица Энергетиков, д. 11;;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9649094261";adler@l-decor.ru;adler@l-decor.ru;www.l-decor.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;43.4257115343,39.9490270668;3683;;;
3686;"Армавир, Магазин ""Лепные декоры"" по ул. Мира (ИП Гредина)";улица Мира, д. 48;;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9615257375";armavir@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;44.988699,41.140298;3685;;;
3688;"Актау, Салон-магазин ГАЛЕРЕЯ, ТОО ""Art-Comfort""";29А микрорайон, д. 55 (двухэтажное);Бизнес Центр;Возле желтого рынка и напротив ресторана Жеруйык;"ТОО ""Art-Comfort""";Салон-магазин ГАЛЕРЕЯ;"7077344614; 7292344614";;zakaz.evokz@mail.ru  ;www.artcomfort.kz;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;43.674851697,51.1703285952;3687;;;
3690;Уральск, ТОО Арт Декор Уральск;улица Айтиева, д. 68 (1 этаж);Бизнес Центр;р-н Горвоенкомат;ТОО Арт Декор Уральск;Арт Декор;"7112541166; 7055143307";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;51.2193242784,51.3842215215;3689;;;
3692;Актобе, ТОО РИА Престиж;проспект А.Молдагуловой, 58Б-1 (девятиэтажное здание);Жилой дом;Поворот напротив гипермаркета Метро, не доезжая АЗС Sinoil, район ОблГАИ;ТОО РИА Престиж;Салон АртДекор;"7473667471; 7782695668; 7132559451";;zakaz.evokz@mail.ru;artdekor.kz;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;50.2830328921,57.1362600092;3691;;;
3693;Баку, ул. Зия Буниятова (ИП Алекперов В.Г.);ул. Зия Буниятова, д. 90;;;ИП Алекперов В.Г.;;+994 50 3556666;;;;;;;Нет;;40.41310395,49.84651566;3287;;;
3694;"Баку, Салон ""Elit Interior"", Prospekt Axmeda Radjebli";улица Prospekt Axmeda Radjebli, 52А;"Салон ""Elit Interior""";;ИП Алекперов В.Г.;"Салон ""Elit Interior""";994552225151;decorru@yandex.ru;decorru@yandex.ru;www.elit-interier.ru;;;;Нет;;40.40638475,49.86635864;3287;;;
3695;"Баку, Салон ""Elit Interior"", Prospekt Xatai  (ИП Алекперов В.Г.)";улица Prospekt Xatai, д. 26;"Салон ""Elit Interior""";;ИП Алекперов В.Г.;"Салон ""Elit Interior""";994503556666;decorru@yandex.ru;decorru@yandex.ru;www.elit-interier.ru;;;;Нет;;40.38976973,49.86020565;3287;;;
3697;"Новокузнецк, Салон ""Линия Декора"" (ООО Европласт Сибирь"")";улица Кирова, д. 5;"Салон ""Линия Декора""";;"ООО ""Европласт Сибирь""";"салон ""Линия Декора""";3843740045;evroplast_nvkz@mail.ru;evroplast_nvzk@mail.ru;decoline.su;10:00 - 19:00;11:00 - 15:00;Выходной;Нет;;53.758074,87.109525;3696;;;
3698;"Новокузнецк, Салон ""Обнови обои""";пр. Курако, д. 24;;;ИП Архипова Т.В.;"Салон ""Обнови обои""";73 843 749 464;;;;;;;Нет;;53.756653,87.106651;3696;;;
3699;"Кострома, Салон декоративных покрытий ""KADORO""";улица Ерохова, д. 3 «А»;;;ИП Соловьева М.М.;Салон декоративных покрытий KADORO;"4942470282; 9536419338";kadoro-k@mail.ru;;;09:00 - 17:00;Выходной;Выходной;Нет;;57.78235,40.908928;3316;;;
3700;"Кострома, Студия дизайна ""NeoHouse""";улица Никитская, д. 15;;;ИП Софронова М.А.;студия дизайна «Neo House»;"4942472581; 4942472582";e.neohouse@list.ru;;;09:00 - 19:00;Выходной;Выходной;Нет;;57.7636363306,40.9486885509;3316;;;
3701;"Кострома, Салон-магазин ""Импрессио""";ул. Советская, д. 25/18Б;;;ИП Друзькина Л. В.;"Салон-магазин ""Импрессио""";"+7 4942 310341; +7 4942 314453";;lepnina44@gmail.com;;;;;Нет;;57.764975,40.935248;3316;;;
3702;"Кострома, Отдел керамической плитки ""Альфа-Керамика""";улица Галичская д. 108;ТЦ Стометровка-стройматериалы;;ИП Миронова Л.С.;"Отдел керамической плитки ""Альфа-Керамика""";"4942639665; 9011979665";alfa-cerama@inbox.ru;;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;57.779403,40.968127;3316;;;
3703;"Кострома, Магазин ""ЕврДом""";улица Советская, д. 109;;;ИП Попова А.Е.;"Магазин-салон ""ЕвроДом""";9 092 545 882;eurodom44@mail.ru;;;09:00 - 18:00;Выходной;Выходной;Нет;;57.7592275925,40.9650699153;3316;;;
3704;"Кострома, Магазин ""Светлячок""";"мк/р-он Давыдоский-1, д. 2А ТЦ ""Манго""";;;;"Магазин ""Светлячок""";74 942 630 490;;lepnina44@gmail.com;;;;;Нет;;57.739993,41.004095;3316;;;
3705;Шарья, (ИП Вешторт Э.Л.);улица Ленина, д. 83, этаж 2;ТЦ Каскад;;ИП Вешторт Э.Л.;ИП Вешторт Э.Л.;9109540404;9109540404@mail.ru;lepnina44@gmail.com;;09:00 - 18:00;Выходной;Выходной;Нет;;58.375350725,45.4977180933;6150;;;
3706;"Уфа, Салон ""Розет"" в ТД ""Арета""";"Большая Гражданская, д. 2, корп.Б, ТД ""Арета""";;;;"Салон ""Розет""";73 472 230 522;rozetufa@gmail.com;;www.ufa-rozet.ru;;;;Нет;;54.753,55.982;3223;;;
3708;"Мурманск, ООО ""СтройСтудия""";проспект Ленина, д. 27а;"Торгово-строительный комплекс ""А-Квадрат""";центр 1ого этажа, вывеска СтройСтудия;"ООО ""СтройСтудия""";СтройСтудия;8152202720;stroy-studia@mail.ru;stroy-studia@mail.ru;stroistudiya.ru;11:00 - 19:00;11:00 - 18:00;12:00 - 17:00;Да;;68.954622,33.077406;3707;;;
3709;"Пермь, Салон ""Декор-Центр"" ИЦ ДАOKE";ул. Монастырская, д. 95г 4 этаж;;;"ЗАО ""Стройинтер""";"Салон ""Декор-центр"" ИЦ ДАOKE";73 422 151 818;stroyinter-p@yandex.ru;;www.decor-centre.ru;;;;Нет;;58.013001,56.221098;3182;;;
3710;"Пермь, ""Декоративка"" ТЦ Техас-Строй";улица Стахановская, д. 54;"ТЦ ""Техас""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422576990;;;;10:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;57.98852,56.206312;3182;;;
3711;"Пермь, ""Декоративка"" ТЦ Парковый";ул. Трамвайная д. 33, 2 павильон, отдел №23;;;;"""Декоративка"" ТЦ Парковый";73 422 564 110;stroyinter-p@yandex.ru;;www.decor-centre.ru;;;;Нет;;58.00119,56.143268;3182;;;
3712;"Пермь, ""Декоративка"" ТЦ Строй-мастер";ул. Ласьвинская д. 37, торговый зал №2;;;;"""Декоративка"" ТЦ Строй-мастер";73 422 501 534;stroyinter-p@yandex.ru;;www.decor-centre.ru;;;;Нет;;58.003779,55.93997;3182;;;
3713;"Москва, Магазин ""Элит Интерьер"" в СТЦ ""Метр квадратный""  (ИП Алекперов В.Г.)";"Волгоградский пр-т, д. 32 корп. 25 ТВК ""Метр Квадратный"" пав.55, цокольный этаж";"СТЦ ""Метр квадратный""";;ИП Алекперов В.Г.;"Магазин ""Элит Интерьер""";9258008361;decorru@yandex.ru;decorru@yandex.ru;www.1decor.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;55.7207910796,37.697497963;3109;;;
3714;"Москва, Фирменный салон в ТЦ ""Экспострой на Нахимовском""";Нахимовский пр-т, д. 24, Павильон N3, 2-этаж, салон 49/2;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Оформитель";Европласт;"4957791168; 4957791059";salonn@decor-evroplast.ru;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 19:00;Да;;55.672021,37.583895;3109;;;
3715;"Москва, Фирменный стенд ""Европласт""  ТВК ""Экспострой на Нахимовском""";Нахимовский пр-т, д. 24, Павильон N3, место 195;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Оформитель";Европласт;"4957791011; 4957796966";nahim@decor-evroplast.ru;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 19:00;Да;;55.672021,37.583895;3109;;;
3716;"Москва, Фирменный стенд ""Тингере""  ТВК ""Экспострой на Нахимовском""";Нахимовский пр-т, д. 24, Павильон N2, место 158;"ЦдиИ ""Экспострой на Нахимовском""";;"ООО ""Оформитель";Европласт;4957796927;shop@decor-evroplast.ru;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 19:00;Да;;55.672021,37.583895;3109;;;
3717;"Москва, ООО ""Салимко"" ТВК ""Экспострой на Нахимовском""";Нахимовский пр-т, д. 24,<br />Павильон N3, место 15,<br />Павильон N3, место 347,<br />Павильон №3, место Е512,<br />Павильон №2, место 167, 168;;;"ООО ""Салимко""";;"+7 495 7791204; +7 495 7791000; +7 495 7791163";averilena@yandex.ru;;;;;;Нет;;55.672021,37.583895;3109;;;
3718;НЕТ НАЗВАНИЯ;;;;;;;;;;;;;Нет;;;3260;;;
3719;"Москва,  ТВК ""Строй Сити"" (ООО ""Сити-Декор"")";"Нахимовский пр-т, д. 24, ТВК ""Строй Сити""  1-ый этаж , пав. Ж-2";"ТВК ""Строй Сити""";;"ООО ""Сити-Декор""";Лепнина;"4959809019; 4956485067";nahim@decolepnina.ru;nahim@decolepnina.ru;www.decolepnina.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;55.672021,37.583895;3109;;;
3720;"Москва, ООО ""Декор Престиж"" ТВК ""Экспострой на Нахимовском""";Нахимовский пр-т, д.24, Павильон №3, ряд 9, место 314;;;;"ООО ""Декор Престиж""";74 957 791 223;prestigdecor@yandex.ru;;;;;;Нет;;55.672021,37.583895;3109;;;
3721;"Москва, Салон ""PITERRA"" ТВК ""Экспострой на Нахимовском""";Нахимовский пр., д.24, павильон 2, этаж 2, стенд 259, павильон 3, этаж 1, стенд 504/1;"Торгово-выставочный комплекс ""Экспострой""";;ООО ПИТЕРРА;"Салон ""PITERRA""";"+7 495 6909999; сал. 2 - доб. 382; сал. 3 - доб. 383;";6909999@piterra.ru;;www.piterra.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;55.672021,37.583895;3109;;;
3722;НЕТ НАЗВАНИЯ;;;;;;;;;;;;;Нет;;;3152;;;
3724;Альметьевск, Склад-магазин по ул. Тукая;улица Тукая, д. 9;магазин;;"ООО ""Статус Кво""";"Архитектурный декор ""Европласт""";"8553354530; 9874170889";A354530@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;54.9109299023,52.3158558135;3723;;;
3725;"Набережные Челны, ТД Веста,  Склад-магазин, ООО ""Статус Кво Казань""";просп. Набережночелнинский, д. 56, подъезд 4, этаж 2;;"Напротив магазина ""Мегастрой"", новый город";"ООО ""Статус Кво Казань""";"Архитектурный декор ""Европласт""";"8552366076; 9178702172";Nch366076@yandex.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 18:00;10:00 - 16:00;Выходной;Нет;;55.716655766,52.3712592511;3329;;;
3728;"Рига, Салон ""Deko-Studio"",  ул. Маза Краста";ул. Маза Краста, д. 83, LV-1003;;;"SIA ""Dekoplast""";"Салон ""Deko-Studio""";37 120 008 208;"info@dekoplast.ru; www.dekoplast.lv";;;;;;Нет;;56.936401,24.151548;3727;;;
3730;"Тверь, ""СВ2000"" салон-галерея ""Красивые стены""";Спортивный переулок, д. 1А;"""Тверской Дворик""";;ИП Сомин Владимир Борисович;"Салон - галерея ""Красивые Стены""";"4822343098; 9036949911";sv2000tver@gmail.com;sv2000tver@gmail.com;cb2000.ru;10:00 - 18:00;Выходной;Выходной;Нет;;56.8395176871,35.8949632156;3729;;;
3731;НЕТ НАЗВАНИЯ;;;;;;;;;;;;;Нет;;;3182;;;
3732;"Брянск, Магазин ""Карнавал красок"" (ООО ""Карнавал Красок"")";улица Октябрьская 42;;;"ООО ""Карнавал Красок""";"Арт-студия ""Карнавал Красок""";"4832599441; 4832749874";dekobryansk@mail.ru;dekobryansk@mail.ru;www.dekobryansk.ru;10:00 - 18:00;10:00 - 15:00;Выходной;Нет;;53.244936,34.362913;3118;;;
3734;"Пятигорск, Магазин ""Лепные декоры"" в ТК ""Lucky PLAZA"" (ИП Гредина А.В)";Кисловодское шоссе, д. 2, стр. 7;;;ИП Гредина Анжела Викторовна;«Лепные Декоры»;"8003338923; 8793319826";kmv@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;44.0543472044,42.987993589;3733;;;
3735;НЕТ НАЗВАНИЯ;;;;;;;;;;;;;Нет;;;3733;;;
3736;"Домодедово, Отделочные материалы ""Палитра""";ул. Кирова, д. 7, корп. 1;;;ИП Смышляев С.Ю.;"Отделочные материалы ""Палитра""";"+7 496 7978262; +7 925 7750022";info@planeta-decora.ru;;www.planeta-decora.ru;;;;Нет;;55.439354,37.750146;3307;;;
3737;Петрозаводск, ул. М. Горького, д. 23;улица М.Горького, д. 23;Салон интерьера Стилиссимо;;"ООО ""Компания Стилиссимо"", ООО «Веал Строй»;";"Салон интерьера «Стилиссимо""";"8142595966; 8142595922";stilissimo10@mail.ru;stilissimo10@mail.ru;www.stilissimo.karelia.ru;10:00 - 19:00;12:00 - 17:00;Выходной;Нет;;61.782567,34.351118;3756;;;
3738;"Кемерово, Салон ""Barausse""";Пионерский бульвар, д. 14;;;"ООО ""Гермес""";"Салон ""Barausse""";73 842 351 046;mail@granddekor.ru;mail@granddekor.ru;www.granddekor.ru;;;;Нет;;55.346276,86.108667;3145;;;
3739;"Омск, Салон ""Арт Декор"" ТК ""Континент""";улица 70 лет Октября, д. 25, к. 4 (2 этаж);"ТК ""Континент""";Строительный Континент;ИП Шелутько В.А.;Салон Арт-Декор;3812599600;artdecor-conti@mail.ru;ya.art-decor@yandex.ru;artdecor.me;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;54.976514,73.332809;3172;;;
3740;"Астана, Салон ""Премьера"", TOO Evolution Technologies";ул.Сембинова, д. 7;ЖК Хан Тенгри;;TOO Evolution Technologies;"Салон ""Премьера""";"7475046424; 7172523875";;zakaz.evokz@mail.ru;www.evp.kz;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;51.168521,71.448755;3342;;;
3742;"Стройрынок ""Петровский"" Новорижское шоссе";Новорижское шоссе, 9-ый км, Фасадное здание второй этаж;;;ИП Будза С.В.;ИП Будза С.В.;"+7 495 7551379; +7 906 0378109";lyudmila-negru@yandex.ru;info@lepnostyle.ru;www.lepnostyle.ru;;;;Нет;;55.783228,37.238414;3741;;;
3743;"Москва, Торговый центр ""Отрадное"" (ИП Будза С.В.)";"Сигнальный проезд, 16, строение 3, Торговый центр ""Отрадное"", пав. А009";;;ИП Будза С.В.;;"+7 495 7551379; +7 906 0378109";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;;;;Нет;;55.929,37.752;3109;;;
3744;"Москва, ""Сити-декор"", ТК ""Люблинское поле"" (ИП Валиуллин Р.Н.)";"Тихорецкий бульвар, 1, ТК ""Люблинское поле"", павильон № О-146";"Торговый комплекс ""Люблинское поле""";;ИП Валиуллин Р.Н.;CITY-декор;"4957853437; 4956485664";6485664@mail.ru;6485664@mail.ru;www.lepnina-online.ru;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;55.6784,37.77998;3109;;;
3745;"Москва, ЭСити-декор"" в ТЯК ""Москва"" (ИП Валиуллин Р.Н.)";"Тихорецкий бульвар, 1, ТЯК ""Москва"", павильон № 1_38";;;ИП Валиуллин Р.Н.;Сити-декор;+7 926 9323626;6485664@mail.ru;6485664@mail.ru;www.lepnina-online.ru;;;;Нет;;55.676,37.781;3109;;;
3746;Москва, Лепной декор (ИП Валиуллин Р.Н.);ул. Рязанский проспект, д.2, корпус 3, этаж 2, павильон 216;"ТК ""Город на Рязанке""";;ИП Валиуллин Р.Н.;Лепной декор;"4957252526; 4956416797";6416797@mail.ru;mail@city-decor.ru;www.city-decor.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;55.729637,37.734562;3109;;;
3747;"Москва,  ""Мой стиль"" в ТК ""Город""";"ш. Энтузиастов д.12, ТВЦ ""Город"", 3-й этаж, пав. 3059";;;ИП Налбантов И.А.;"""Мой стиль""";"+7 495 9737544; 901 5537544";7853505@mail.ru;7853505@mail.ru;www.mstyle.su;;;;Нет;;55.749,37.706;3109;;;
