IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP109;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
3416;Волгоград, Элит Хаус;;;;;Элит Хаус;"+7 844 987939; +7 917 3387939";;;;;;;Нет;;;3123;;;
3417;Волгоград, Эльформа;ул. Невская, д. 16А;;;ИП Зайцев;Эльформа;+7 844 499202;elforna@list.ru;;;;;;Нет;;48.718992,44.507579;3123;;;
3418;Офис;ул. 25-летия Октября, 1, оф.104;;;;Офис;+7 844 2477299;"logistic@decoracia.net; manager@decoracia.net";;www.decoracia.net;;;;Нет;;48.664688,44.466014;3123;;;
3419;НЕТ НАЗВАНИЯ;;;;ИП Рамазанова;Обойный ряд;+7 927 5397510;;;;;;;Нет;;;3123;;;
3421;Ахтубинск,  ИП Шапкин, ул.Волгоградская;ул.Волгоградская д. 166, м-н Эталон;;;ИП Шапкин;;+7 8514 151727;pkfetalon@yandex.ru;;;;;;Нет;;48.300398,46.156697;3420;;;
3423;Волжский, ул.Карбышева (ИП Гаврилов В.Н.);"ул.Карбышева, д. 47а, ТЦ ""Простор""";;;ИП Гаврилов В.Н.;;"+7 8443 501491; +7 929 7812288";vg_decor@bk.ru;;;;;;Нет;;48.777614,44.772528;3422;;;
3424;Волжский, ул.Карбышева (ИП Гирик);ТЦ Идея, ТЦ Простор, ул.Карбышева, д. 47а;;;ИП Гирик;;+7 961 6684164;svgirik@yandex.ru;;;;;;Нет;;48.777614,44.772528;3422;;;
3425;Волжский,  ИП Николаева;;;;ИП Николаева;;+7 904 4251829;elmix2621@rambler.ru;;;;;;Нет;;;3422;;;
3426;Волжский, Атлас, ул.Энгельса;ул.Энгельса, д. 22;;;ИП Филь;Атлас Волжский;+7 8443 96446;vlz@atlas-mir.ru;;;;;;Нет;;48.787783,44.761227;3422;;;
3427;Волжский, Райта;;;;;Райта;+7 8443 215647;;;;;;;Нет;;;3422;;;
3428;Волжский, Сигма, ул.Автодорога №7;ул.Автодорога №7-26А;;;ИП Гаврилов В.Н.;Сигма;;;;;;;;Нет;;48.81142,44.835311;3422;;;
3430;Михайловка,  ИП Косенков;ул. Промышленная, д. 2;;;ИП Косенков;;"+7 84463 40025; +7 902 3827346";kosenkov-mix@bk.ru;;;;;;Нет;;50.091599,43.229698;3429;;;
3432;Элиста, Гранд;;;;;Гранд;+7 937 4663413;;;;;;;Нет;;;3431;;;
3433;Элиста, Гранд;;;;;Гранд;+7 937 4663413;;;;;;;Нет;;;3431;;;
3434;Элиста, Стройарсенал;ул.Ленина, д. 7;;;ИП Железная;Стройарсенал;"+7 84722 27880;+7 988 6889852";stroiarsenal-elista@mail.ru;;;;;;Нет;;46.313999,44.214899;3431;;;
3435;"Вологда,  ООО ""Стильный Дом"", ул. Металлургов";ул. Металлургов, д. 12;;;"ООО ""Стильный Дом""";;+7 911 5050047;;;;;;;Нет;;;3304;;;
3436;"Вологда,  ООО ВСК ""Гефест"", ул. Машиностроительная";ул. Машиностроительная, д. 12;;;"ООО ВСК ""Гефест""";;+7 8172 285907;;;;;;;Нет;;59.212234,39.909166;3304;;;
3437;"Вологда, Галерея интерьеров ""ЭлитДекор"", ул. Костромская";ул. Костромская, д. 4;;;"ООО ""ЭлитДекор""";"Галерея интерьеров ""ЭлитДекор""";+7 8172 523013;;;;;;;Нет;;59.203186,39.83686;3304;;;
3438;"Вологда, Магазин ""Континент"", ул. Горького";ул. Горького, д. 129а;;;"ООО ""Континент Строй""";"Магазин ""Континент""";+7 8172 285910;;;;;;;Нет;;59.214804,39.915077;3304;;;
3439;Вологда, Магазин М2, ул.Ярославская;ул.Ярославская, д. 11;;;ИП Шитова С.В.;Магазин М2;+7 8172 716889;;;;;;;Нет;;59.20008,39.863783;3304;;;
3440;"Вологда, Сеть салонов ""Потолок"", ул. Первомайская";ул. Первомайская, д. 31;;;ИП Куцевалов С.Ю.;"Сеть салонов ""Потолок""";+7 8172 751551;;;;;;;Нет;;59.208562,39.894505;3304;;;
3441;"Вологда, Торговый дом ""Стиль"", ул. Северная";ул. Северная, д. 27;;;"ООО ""Политех""";"Торговый дом ""Стиль""";+7 8172 274216;;;;;;;Нет;;59.221049,39.948763;3304;;;
3442;"Вологда, Торговый-Дом ""Венеция"", ул. Ленинградская";ул. Ленинградская, д. 128;;;"ООО ""ТДВ""";"Торговый Дом ""Венеция""";;;;;;;;Нет;;59.20959,39.84473;3304;;;
3444;"Череповец,  ООО ""ДизайнСтрой Сервис""";Шекснинский пр., д. 25;;;"ООО ""ДизайнСтрой Сервис""";;+7 8202 640248;;;;;;;Нет;;59.09374,37.929288;3443;;;
3445;"Череповец,  ООО ""Прораб-35""";ул. Судостроительная, д. 19;;;"ООО ""Прораб-35""";;+7 8202 205248;;;;;;;Нет;;59.127055,37.95091;3443;;;
3446;"Череповец, Бутик интерьеров ""Эго""";ул. Любецкая, д. 3;;;ИП Хлынов А.А.;"Бутик интерьеров ""Эго""";+7 8202 323511;;;;;;;Нет;;59.097401,37.90886;3443;;;
3447;Череповец, Дом интерьера;ул. Сталеваров, д. 75;;;ИП Ромейко В.П.;Дом интерьера;+7 8202 551861;;;;;;;Нет;;59.135906,37.909803;3443;;;
3448;"Череповец, Салон ""Мир натяжных потолков""";ул. Краснодонцев, д.82;;;"ООО ""Наполи""";"Салон ""Мир натяжных потолков""";+7 8202 268926;;;;;;;Нет;;59.129225,37.996491;3443;;;
3449;"Череповец, Салон интерьера ""Гранд Декор""";Октябрьский пр., д. 38;;;"ООО ""Солнышко""";"Салон интерьера ""Гранд Декор""";+7 8202 323141;;;;;;;Нет;;59.098311,37.91275;3443;;;
3450;"Череповец, Студия интерьера ""Архидом""";Московский пр., д. 49;;;ИП Коноплева А.Г.;"Студия интерьера ""Архидом""";+7 8202 576020;;;;;;;Нет;;59.123633,37.91019;3443;;;
3451;"Череповец, Торговый Дом ""Венеция""";ул. Металлургов, д. 11;;;"ООО ""Интерьер Комплект""";"Торговый Дом ""Венеция""";+7 8202 227678;;;;;;;Нет;;59.129858,37.90444;3443;;;
3452;"Ижевск, ООО ""Дженти"", ТЦ ""Сити""";"ул. Холмогорова, д. 15, ТЦ ""Сити"", 4 этаж";;;"ООО ""Дженти""";;+7 3412 908047;;;;;;;Нет;;56.876043,53.210278;3133;;;
3453;"Ижевск, Салон ""Art Room""";ул. Удмуртская, д. 304, корп. 4, офис 211;;;;"Салон ""Art Room""";+7 3412 905301;;;;;;;Нет;;56.861279,53.222827;3133;;;
3454;"Ижевск, Салон ""Odinn""";ул. Удмуртская, д. 304, корп. 3, офис 25;;;;"Салон ""Odinn""";+7 3412  912111;;;;;;;Нет;;56.861279,53.222827;3133;;;
3455;"Ижевск, Салон ""ЦентрДеко""";ул. Удмуртская, д. 304, корп. 3;;;;"Салон ""ЦентрДеко""";+7 3412 601477;;;;;;;Нет;;56.861279,53.222827;3133;;;
3457;"Ишим, Магазин ""СтройМаг"" № 1";ул. Корушина, д. 13;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 1";+7 34551 73840;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;;3456;;;
3458;"Ишим, Магазин ""СтройМаг"" № 2";ул. Свердлова, д. 36А;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 2";+7 34551 74055;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;56.107102,69.484202;3456;;;
3459;"Ишим, Магазин ""СтройМаг"" № 3";ул.4-я Северная, д. 1;;;ИП Филипюк Е.В.;"Магазин ""СтройМаг"" № 3";+7 34551 73257;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;56.1212,69.470404;3456;;;
3460;"Ишим, Склад-Магазин ""СтройМаг""";ул.Бригадная, д. 167;;;ИП Филипюк Е.В.;"Склад-Магазин ""СтройМаг""";+7 34551 73848;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;;3456;;;
3461;"Ишим, Центр отделочных материалов ""СтройМаг""";ул. Гаранина, д. 1, стр. 7/2;;;ИП Филипюк Е.В.;"Центр отделочных материалов ""СтройМаг""";+7 34551 74020;"stroi-mag3@yandex.ru; stroi-mag2@yandex.ru";;;;;;Нет;;56.1067,69.471401;3456;;;
3463;"Уральский, Магазин ""Каскад""";;;;ИП Чернышев Д.В.;"Магазин ""Каскад""";+7 3439 370370 ;kaskad_ershov@mail.ru;;;;;;Нет;;;3462;;;
3465;Краснотурьинск, Магазин;;;;ИП Колобов С.С.;Магазин;+7 904 5405001;desing.proekt@yandex.ru;;;;;;Нет;;;3464;;;
3466;"Красноярск, ""Галерея паркета""";ул. Авиаторов, д. 41;;;;"""Галерея паркета""";+7 391 2822180;;;;;;;Нет;Пн-Пт с10:00 до 19:00, Сб, Вс с11:00 до 17:00. Без обеда;56.048364,92.911115;3152;;;
3467;"Красноярск, Галерея интерьеров ""Maestro de la Casa""";ул. Молокова, д. 17;;;;"Галерея интерьеров ""Maestro de la Casa""";+7 391 2541200;;;;;;;Нет;Пн-Сб с10:00 до 19:00. Без обеда;56.039233,92.902581;3152;;;
3468;Красноярск, Дом Декора;ул. Взлетная, д. 13;;;;Дом Декора;+7 391 2540022;;;;;;;Нет;Пн-Пт с10:00 до20:00, Сб с10:00 до 19:00. Без обеда;56.033228,92.91178;3152;;;
3469;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Молокова, д. 40;;;;"Магазин отделочных материалов ""Колор Студия""";+7 391 2777716;info@color-st.ru;;color-studio.ru;;;;Нет;Пн-Сб с 9:00 до 19:00, Вс с 9:00 до 18:00. Без обеда;56.042406,92.904234;3152;;;
3470;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Каратанова, д. 4;;;;"Магазин отделочных материалов ""Колор Студия""";"+7 391 2123320; +7 391 2272542; +7 391 22730 -87";info@color-st.ru;;color-studio.ru;;;;Нет;Пн-Сб с 9:00 до 19:00, Вс с 9:00 до 18:00. Без обеда;56.012365,92.891478;3152;;;
3471;"Красноярск, Магазин отделочных материалов ""Колор Студия""";ул. Высотная, д. 2, стр. 1;;;;"Магазин отделочных материалов ""Колор Студия""";+7 391 2180909;info@color-st.ru;;color-studio.ru;;;;Нет;Пн-Сб с 9:00 до 19:00, Вс с 9:00 до 18:00. Без обеда;56.024451,92.785432;3152;;;
3472;"Красноярск, Магазин отделочных материалов ""Очаг""";ул. Высотная, ст. 8;;;;"Магазин отделочных материалов ""Очаг""";+7 391 2702030;;;;;;;Нет;Пн-Вс с10:00 до 19:00. Без обеда;56.024295,92.784659;3152;;;
3473;"Красноярск, Салон мебели и света ""DeLuxe""";ул. 78 Добровольческой бригады, д. 4;;;;"Салон мебели и света ""DeLuxe""";"+7 391 2500608; +7 391 2500688";;;;;;;Нет;Пн-Сб с10:00 до 19:00, Вс 11:00 до 18:00. Без обеда;56.039515,92.917062;3152;;;
3474;"Красноярск, Салон отделочных материалов ""Антарес""";ул. Молокова, д. 46;;;;"Салон отделочных материалов ""Антарес""";+7 391 2770841;;;;;;;Нет;Пн-Пт с 09:00 до 19:00, Сб с 11:00 до 18:00, Вс 12.00 до 16.00. Без обеда;56.041612,92.902752;3152;;;
3475;"Красноярск, Салон современных отделочных материалов ""Де Арт""";ул. Ады Лебедевой, д. 93а;;;;"Салон современных отделочных материалов ""Де Арт""";+7 391 2595999;;;;;;;Нет;"Пн-Пт с 10:00 до 19:00, Сб с 10:00 до 18:00. Без обеда
";56.015012,92.85612;3152;;;
3476;"Красноярск, Салон-магазин ""Крас-Dekor""";пр. Красноярский рабочий, д. 163 офис 01 (цоколь);;;;"Салон-магазин ""Крас-Dekor""";"+7 391 2726421; +7 391 2718426";;;;;;;Нет;;55.994396,92.899572;3152;;;
3477;"Красноярск, Салон-магазин декоративных штукатурок ""Декор-Террако""";ул. Железнодорожников, д.17;;;;"Салон-магазин декоративных штукатурок ""Декор-Террако""";"+7 391 2219937; +7 391 2218779; +7 391 2963887";;;;;;;Нет;"Пн-Сб с 09:30 до 19:00 Без обеда
";56.021714,92.841819;3152;;;
3478;"Красноярск, Студия декоративных покрытий ""АртСтрит""";ул. Авиаторов, д. 39;;;;"Студия декоративных покрытий ""АртСтрит""";+7 391 2085501;;;;;;;Нет;"Пн-Пт с 10:00 до 19:00, Сб с 10:00 до 18:00, Вс 10.00 до 17.00. Без обеда
";56.047404,92.913181;3152;;;
3479;"Красноярск, Студия дизайна и ремонта ""Арт Студио""";ул. Дубровинского, д. 62;;;;"Студия дизайна и ремонта ""Арт Студио""";"+7 391 2152167; +7 391 2660285";;;;;;;Нет;Пн-Сб с 09:00 до 19:00. Без обеда;56.008545,92.882854;3152;;;
3480;"Красноярск, Студия ремонта ""Домино""";ул. Дудинская, д. 16/1;;;;"Студия ремонта ""Домино""";+7 391 2746262;;;;;;;Нет;Пн-Пт с 10:00 до 19:00, Сб с 11:00 до 17:00. Без обеда;56.02676,92.892151;3152;;;
3482;"Курган, ""Зауральский Домострой"" Салон ""Стройделюкс""";;;;ИП Решетникова Е.Н.;"""Зауральский Домострой"" Салон ""Стройделюкс"" ";"+7 3522  601647; +7 3522 601642";studia8@domstroy45.ru;;;;;;Нет;;;3481;;;
3483;"Курган, ТК ""АРТЕКС""";;;;Арх Идея;"ТК ""АРТЕКС""";+7 3522 600310;archidea45@mail.ru;;;;;;Нет;;;3152;;;
3484;"Курган, ТЦ ""Дома""";;;;ИП Пермякова Н.В.;"ТЦ ""Дома""";+7 963 4396298;vip-dekor45@yandex.ru;;;;;;Нет;;;3481;;;
3485;"Курск, ""Дом обоев"" на Добролюбова";ул. Добролюбова д. 15а;;;;"""Дом обоев""";+7 4712 396136;;;;;;;Нет;;51.724024,36.186808;3154;;;
3486;"Курск, Оптово-розничный склад ""Обои""";ул.Станционная, д. 42;;;;"Оптово-розничный склад ""Обои""";"+7 4712 342328; +7 920 7090300";oboiopt@kursknet.ru;;;;;;Нет;;51.743925,36.234742;3213;;;
3487;"Липецк, Декор-Студия ""Кардинал""";ул. Первомайская, д. 78;;;;"Декор-Студия ""Кардинал""";+7 4742 776907;;;;;;;Нет;;52.603045,39.578208;3331;;;
3488;"Липецк, Декор-Центр ""Ар-Декор""";ул. Механизаторов, д. 15;;;"ООО ""Ар-Декор""";"Магазин ""Стройка""";+7 4742 403889;;;;;;;Нет;;52.586957,39.563117;3331;;;
3489;Липецк, Дизайн студия ИП Филинская;ул. Стаханова, д. 34;;;ИП Филинская;Дизайн-студия;+7 4742 376622;;;;;;;Нет;;52.587734,39.522288;3331;;;
3490;"Липецк, Магазин отделочных материалов ""Новый Век""";пер. Пестеля, д. 38 (1эт);;;;"Магазин отделочных материалов ""Новый Век""";"+7 4742 334545; +7 4742 334747";;;;;;;Нет;;52.614819,39.54109;3331;;;
3491;"Липецк, Салон ""Коллизей""";пл.Победы, д. 8;;;;"Салон ""Коллизей""";+7 904 6844555;;;;;;;Нет;;52.604702,39.57422;3331;;;
3492;"Липецк, Студия обоев ""Ванильное Небо""";ул. Коммунальная, д. 3;;;;"Студия обоев ""Ванильное Небо""";+7 4742 223879;;;;;;;Нет;;52.599889,39.590758;3331;;;
3493;"Липецк, Торговая компания ""Артико Холл""";ул. Водопьянова, д. 17 (1эт);;;"Торговая компания ""Артико Холл""";;+7 4742 406066;;;;;;;Нет;;52.591525,39.544495;3331;;;
3495;"Мичуринск, Магазин ""Ассортимент""";ул. Лаврова;;;;"Магазин ""Ассортимен""";+7 962 2343346;;;;;;;Нет;;;3494;;;
3496;Магнитогорск,  Европласт;пр. Карла Маркса, д. 81;;;;;"+7 3519 260188; +7 951 2402709";;;;;;;Нет;;53.40865,58.978638;3161;;;
3497;"Москва, ВК ""Росстройэкспо"" (ИП Зарипов А.Т.)";Фрунзенская набережная, д. 30, павильон 13А первый этаж на входе справа;;;ИП Зарипов А.Т.;;"+7 495 7902011; +7 495 7215468";;;;;;;Нет;;55.72346,37.585404;3109;;;
3498;"Москва, ВК ""Росстройэкспо"" (ИП Леликова Ю.В.)";Фрунзенская набережная, д. 30, павильон 13А  место №51, 2-ой этаж;;;ИП Леликова Ю.В.;;"+7 499 2420391; +7 985 2898878";;;;;;;Нет;;55.72346,37.585404;3109;;;
3499;"Москва, ВК ""Росстройэкспо"" (ИП Низовцева О.М.)";Фрунзенская набережная, д. 30, павильон 13 место №48;;;ИП Низовцева О.М.;;"+7 926 0092875; +7 926 6036960";;;;;;;Нет;;55.72346,37.585404;3109;;;
3500;"Москва, ВК ""Росстройэкспо"" (ИП Стрекаловская О.Н.)";Фрунзенская набережная, д. 30, павильон 12 место №22;;;ИП Стрекаловская О.Н.;;+7 915 1908602;;;;;;;Нет;;55.72346,37.585404;3109;;;
3501;"Москва, ВК ""Росстройэкспо"" (Компания  ""Фидод"")";Фрунзенская набережная, д. 30, павильон 4  место № 37,42,52;;;"Компания  ""Фидод""";;"+7 495 7454304; +7 495 5184985";;;;;;;Нет;;55.72346,37.585404;3109;;;
3502;"Москва, ВК ""Росстройэкспо"" (ООО ""Аркада Порте"")";Фрунзенская набережная, д. 30, павильон 12 место №2;;;"ООО ""Аркада Порте""";;+7 926 2043704;;;;;;;Нет;;55.72346,37.585404;3109;;;
3503;"Москва, ВК ""Росстройэкспо"" (ООО ""Декор Свет"")";Фрунзенская набережная, д. 30, павильон 4 место №15;;;"ООО ""Декор Свет""";;+7 499 2420493;;;;;;;Нет;;55.72346,37.585404;3109;;;
3504;"Москва, ВК ""Росстройэкспо"" (ООО ""ТрэйдЭкспоХолдинг"")";Фрунзенская набережная, д. 30, павильон  27;;;"ООО ""ТрэйдЭкспоХолдинг""";;"+7 499 2428951; +7 499 2428991";;;;;;;Нет;;55.72346,37.585404;3109;;;
3505;"Москва, МТВК ""Синдика-О"" (ИП Каюмов А.А.)";"66 км МКАД внешняя сторона, МТВК ""Синдика-О"", павильон № Я 09";;;ИП Каюмов А.А.;;+7 926 2184058;;;;;;;Нет;;55.805224,37.379987;3109;;;
3506;Москва, (ИП Липадат);"Строительный двор ""Петровский"", Пав. Д-23, пав. Д-56. 9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";;;ИП Липадат;;"+7 926 7226081; +7 903 2397957; +7 926 8397749";;;;;;;Нет;;55.7845487164,37.2367435574;3109;;;
3507;"Москва, Рынок ""Каширский двор - 3"" (ИП Будза С.В.)";"Пересечение МКАД (33км) и Варшавского шоссе, Рынок ""Каширский двор - 3"", павильон №  П17";;;ИП Будза С.В.;;+7 903 5844334;info@lepnostyle.ru;;www.lepnostyle.ru;;;;Нет;ежедневно с 9.00 до 18.00;55.574,37.601;3109;;;
3508;"Москва, Рынок ""Каширский двор - 3"" (ООО ""Сити Лайн"")";"Пересечение МКАД и Варшавского шоссе, Рынок ""Каширский двор - 3"", павильон  П2-2";;;"ООО ""Сити Лайн""";;"+7 925 8455343; +7 495 7825231";;;;;;;Нет;ежедневно с 8:30 до 19:00, без выходных;55.574,37.601;3109;;;
3509;"Москва, Салон ""PITERRA""";Конный пер., д. 4, м. Шаболовская;;;;"Салон ""PITERRA""";+7 495 6909999;6909999@piterra.ru;;www.piterra.ru;;;;Нет;;55.721432,37.613144;3109;;;
3510;"Москва, Салон ""PITERRA"" ТВК ""Экспострой на Нахимовском""";"Нахимовский пр., д.24, ТВК  ""Экспострой"", павильон 2, этаж 2, стенд 259";;;;"Салон ""PITERRA""";+7 495 6909999 доб. 382;;;;;;;Нет;;55.672021,37.583895;3109;;;
3511;"Москва, Салон ""PITERRA"" ТВК ""Экспострой на Нахимовском""";"Нахимовский пр., д.24, ТВК ""Экспострой"", павильон 3, стенд 504/1";;;;"Салон ""PITERRA""";+7 495 6909999 доб. 383;;;;;;;Нет;;55.672021,37.583895;3109;;;
3512;"Москва, Строительная ярмарка ""41 км"" (ИП Новиков А.В.)";42 км. МКАД (внешняя сторона) пересечение Профсоюзной ул. и МКАД, павильон Н 6;;;ИП Новиков А.В.;;+7 926 5746440;;;;;;;Нет;;55.611,37.489;3109;;;
3513;"Москва, Строительная ярмарка ""41 км"" (ИП Новиков Р.В.)";43 км. МКАД (внешняя сторона) пересечение Профсоюзной ул. и МКАД, павильон Е 45-46;;;ИП Новиков Р.В.;;"+7 495 5094511; +7 925 0543093";;;;;;;Нет;;55.611,37.489;3109;;;
3514;"Москва, Строительная ярмарка ""41 км"" (ИП Цыбулева)";44 км. МКАД (внешняя сторона) пересечение Профсоюзной ул. и МКАД, павильон № НБ 1/4;;;ИП Цыбулева;;+7 495 9798882;;;;;;;Нет;;55.611,37.489;3109;;;
3515;"Москва, Торговый комплекс строительных материалов  ""Владимирский тракт"" (ИП Каюмов А.А.)";"Горьковское шоссе, 600 м от МКАД, Торговый комплекс строительных материалов ""Владимирский тракт"", павильон № 19";;;ИП Каюмов А.А.;;+7 916 9794773;;;www.vltrakt.ru;;;;Нет;;55.779,37.854;3109;;;
3516;"Москва, ТСК ""ЭлитСтрой материалы"" (ИП Налбантов И.А.)";"51 км МКАД, разв. ""Очаково-Заречье"", стр.2, ТСК ""ЭлитСтрой материалы"",  павильон № С-31";;;ИП Налбантов И.А.;;+7 495 7107949;;;;;;;Нет;Ежедневно с 10:00 до 20:00;55.684,37.414;3109;;;
3517;"Москва, ТЯК ""Москва"" (ИП Налбантов И.А.)";"Тихорецкий бульвар, 1, ТЯК ""Москва"", павильон № В 133";;;ИП Налбантов И.А.;;+7 495 7853505;;;;;;;Нет;;55.676,37.781;3109;;;
3518;"Москва - Мытищи, ТЦ ""Формат"" (ИП Кулебякина Т.В.)";"Олимпийский пр-т, 29, ТЦ ""Формат"", цокольный этаж торгового центра";;;ИП Кулебякина Т.В.;;+7 495 5850042;;;;;;;Нет;;55.929,37.752;3109;;;
3519;"Нальчик, ТЦ ""07""";"ул. Тарчокова, д. 86, ТЦ ""07""";;;;;+7 866 2741222;;;;;;;Нет;;43.4907,43.578703;3258;;;
3521;"Нефтеюганск, ООО ""Аксиом""";14 мкр. д. 31;;;"ООО ""Аксиом""";;"+7 3463 270150; +7 909 7123111";"aksiom@mail.ru; aksiomdecor@mail.ru";;;;;;Нет;;;3520;;;
3523;"Нижний Тагил, Салон ""DERUFA""";ул. Карла Маркса, д.63а;;;"ООО ""Деруфа Минерикс""";"Салон ""ДЕРУФА""";"+7 3435 410225; + 7 9049845659";dekor-nt@rambler.ru;;;;;;Нет;;57.9105105791,59.9672393644;3522;;;
3525;Уренгой, ИП Суркова Л.В.;Мкр-н  Монтажник, д. 61, Ярмарочный Комплекс;;;ИП Суркова Л.В.;;+7 908 8585276;lara-158@yandex.ru;;;;;;Нет;;;3524;;;
3526;"Уренгой, Строительный магазин ""Бригадир""";мкр. Юбилейный, д. 3/6;;;ИП Новицкий Э.А.;"Строительный магазин ""Бригадир""";"+7 922 4644744; +7 3494 228080; +7 3494 227030 ";nov_eduard@mail.ru;;;;;;Нет;;66.120501,76.688502;3524;;;
3527;Оренбург, VIVA-Дизайн; ул.Правды, д. 25;;;;VIVA-Дизайн;"+7 3532 408000; +7 3532 408146; +7 3532 599293";;;;;;;Нет;;51.761237,55.107771;3178;;;
3528;Оренбург, Арт деко;ул. Салмышская, д. 41;;;ИП Сошенков;Арт деко;"+7 3532 29599; +7 3532 30307";;;;;;;Нет;;51.827128,55.163134;3178;;;
3529;Оренбург, Ательер;пр. Северный, д. 10;;;ИП Тамбовцева;Ательер;+7 3532 993699;;;;;;;Нет;;51.822653,55.162074;3178;;;
3530;Оренбург, БарельефДекор;пр-д Автоматики, д. 28а, 3 корпус;;;ИП Сигалаева;БарельефДекор;+7 3532 305061;;;;;;;Нет;;51.80596,55.158113;3178;;;
3531;Оренбург, Гауди Оренбург;ул. Монтажников, д. 23;;;ИП Ахметвалеев ;Гауди Оренбург;+7 987 8968785;;;;;;;Нет;;51.802151,55.158292;3178;;;
3532;Оренбург, Декорумм;пр-т Автоматики, д. 12/2,  каб.210;;;ИП Кулинко;Декорумм;"+7 3532 708019; +7 3532 999203";;;;;;;Нет;;51.806829,55.154959;3178;;;
3533;Оренбург, Каспер;ул. Терешкова, д. 10/2 ;;;ИП Чирятьева;Каспер;+7 3532 561090;;;;;;;Нет;;;3178;;;
3534;"Оренбург, ООО ""Д-З Лотос""";Шарлыкское ш., д. 1/2;;;"ООО ""Д-З Лотос""";;"+7 3532 974090;+7 3532 972030";;;;;;;Нет;;51.847482,55.121482;3178;;;
3535;"Оренбург, ООО ""Дом Красок""";ул. Салмышская, д. 37;;;"ООО ""Дом Красок""";;+7 3532 996885;;;;;;;Нет;;51.828587,55.159487;3178;;;
3536;Оренбург, Паркет Сити;ул. Восточная, д. 42/5;;;;Паркет Сити;+7 3532 992099;;;;;;;Нет;;51.782682,55.153783;3178;;;
3537;Оренбург, Потолкофф;отдел на пр. Победы;;;;Потолкофф;+7 3532 557568;;;;;;;Нет;;;3178;;;
3538;Оренбург, Стильный дом;ул. Монтажников, д. 23;;;ИП Аксенов;Стильный дом;"+7 3532 224018; +7 3532 389218";;;;;;;Нет;;51.802151,55.158292;3178;;;
3539;Оренбург, Элит декор;п-д Коммунаров, д. 51;;;ИП Кобелева;Элит декор;"+7 3532 74-39-55; +7 3532 66-36-96; +7 3532 21-94-30";;;;;;;Нет;;51.769202,55.089472;3178;;;
3541;Бузулук, Вип Декор, ул. Суворова;ул. Суворова, д. 64, ТЦ Сигнал;;;ИП Исхаков;Вип Декор;"+7 3534 292400; +7 922 5558801; +7 903 3649400";;;;;;;Нет;;52.773502,52.2558;3540;;;
3542;"Бузулук, ООО ""Мегастрой"", ул. 1 мая";ул. 1 мая, д. 37А ;;;"ООО ""Мегастрой"", ООО ""Евродом""";;"+7 35342 22452; +7 922 8903012";;;;;;;Нет;;52.796399,52.267999;3540;;;
3544;Новоорск, ИП Тептярев;ул.Рабочая, д. 3;;;ИП Тептярев;;+7 35363 70445;;;;;;;Нет;;51.383602,58.985304;3543;;;
3546;Новотроицк, Винтаж;ц. Рынок, 2 этаж;;;;Винтаж;+7 919 8506197;;;;;;;Нет;;;3545;;;
3548;Орск, Миал;проспект Ленина, д. 45;;;;Миал-Орск;"+7 3537 236818; +7 905 8968904";;;;;;;Нет;;51.235639,58.471602;3547;;;
3549;"Орск, ООО ""Декор-Двери""";пр. Ленина, д. 6;;;"ООО ""Декор-Двери"", ЗАО ""Стрела""";;+7 3537 250060;;;;;;;Нет;;51.2238,58.478528;3547;;;
3550;Орск, Полимер;пр. Ленина, д. 78;;;;Полимер;+7 3537 203315;;;;;;;Нет;;51.24412,58.466733;3547;;;
3551;Орск, Тайзер;;;;ИП Тюмкин;Тайзер;+7 3537 308441;;;;;;;Нет;;;3547;;;
3552;"Орск, ТД ""Дизайн""";ул. Ленина, д. 97;;;;"ТД ""Дизайн""";"+7 3537 272327; +7 3537 272284(83)";;;;;;;Нет;;51.251641,58.45051;3547;;;
3553;Орск, Эффект;пр. Ленина, д. 88;;;ИП Тюшин;Эффект;+7 3537 215155;;;;;;;Нет;;51.247209,58.460912;3547;;;
3555;Ясный, Сервис групп;ул. Комарова, д. 9, ТБЦ - 2 этаж;;;ИП Лебедев Е.А.;Сервис групп;"+7 919 8679030; +7 906 8366922";;;;;;;Нет;;;3554;;;
3557;Первоуральск, Галерея Керамики;;;;"ООО ""Галерея Керамики""";Галерея Керамики;+7 3439 250009;designer@galleryceramics.ru;;;;;;Нет;;;3556;;;
3558;Рязань, Апельсин;ул. Есенина, д. 13;;;;Апельсин;"+7 4912 240220; +7 953 7419300";;;;;;;Нет;;54.62624,39.765795;3189;;;
