IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP360;IP_PROP361
58374;835;;;[HTML]Добрый день! Ищем плинтус из пенополиуретана цветной. Вашего производства.;[HTML]Добрый день, мы не производим цветной плинтус. Наш плинтус покрыт грунтом и вы можете окрасить его в любой цвет.
58375;836;;;[HTML]Ищу вот такой плинтус ;[HTML]Добрый день, мы не производим данный плинтус. Мы можем подобрать аналог.
58376;837;;;[HTML]Консультирование нужно;[HTML]Андрей, добрый день.<br/>Перезвоните, пожалуйста, по телефону +7 926-847-13-57 Александра.<br/>Или пришлите интересующий Вас вопрос на эл.почту: A.Visotskaya@decor-evroplast.ru<br/>Спасибо. 
58377;838;;;[HTML]Здравствуйте!<br/>Мне нужен потолочный карниз при натяжном потолке, т.е. крепление только по стене. Высота 50-60 мм, подскажите модели, пожалуйста!;[HTML]Добрый день, Ольга.<br/>Вот модели<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-122<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-289<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-173<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-174<br/><br/><br/>
58413;839;;;[HTML]Добрый день!<br/>У вас бывают скидки или акции?<br/>Интересует модель карнизов 1.50.146 74*148 75 п.м.<br/>молдинг 1.51.384, 47 173 п.м.<br/>розетка 1.56.047 Д404 мм 1шт.<br/>Сориентируйте по цене этих позиций;"[HTML]Анастасия, здравствуйте.<br/>Да, бывают, более подробную информацию Вы получите у  официального представителя в Санкт-Петербурге, ООО ""Питерра"". Вам позвонят в ближайшее время."
58431;840;;;"[HTML]Добрый день. Я руководитель студии ""dorogoidom"" , мы находимся в Крыму и являемся самыми крупными покупателями Европлата у Ваших представителей в Крыму ( Элит Дом) . Суть вопроса такова. Мы начали работать на территории Москвы и везти полиуретан из Крыма в Москву как-то странно)) Можете ли Вы предложить нам такие же условия, но для объектов в Москве и отгружать нам из Москвы? Спасибо";[HTML]Максим, добрый день.<br/>Завтра позвоню Вам, нужно обсудить детали.<br/><br/>
58448;841;;;[HTML]Добрый вечер. Мною были приобретены карнизы для светодиодного освещения. И гибкая лента LUX, 2 ряда светодиодов smd 5060, 120шт/м (600шт на 5м), белая плата 15мм, скотч 3М. Цвет ДНЕВНОЙ 3800-4200K. Питание 24V, мощность 28.8 Вт/м (144 Вт на 5м), угол 120°, цветопередача CRI>85. Размеры 5000х15х2.2мм. <br/>Строитель стыки карнизов проклеил монтажным клеем и покрасил. Стыки рассохлись, видны щели. Он мне объясняет, что это из-за того что у меня мощная лента. <br/>Когда я задала вопрос, почему светодиоды и алюминиевая полоса в карнизе, а не на стене, получила ответ, что это нормально. <br/>Мне интересно Ваше мнение, как экспертов.<br/>С уважением, Анна.;
58453;842;;;[HTML]Помогите посчитать данный камин-готов оплатить, и еще мне нужны колонны 25-30 см в диаметры, но высота потолков 3350 мм- таких у вас не нашел слышал что бываю сборные помогите пожалуйста ;
58457;843;;;[HTML]Можно ли сделать заказ и оплатить в ближайшее время, а доставку организовать позже по требованию?;
58502;844;;;[HTML]Здравствуйте, хотел узнать где в Москве у вас самый большой выбор изделий (молдингов, угловых элементов, орнаментов), которые можно пощупать, из которых можно составить на месте рисунок. ;[HTML]Добрый день, в нашем фирменном салоне Нахимовский пр-т 24. Экспострой
58514;843;;;[HTML]Можно ли сделать заказ и оплатить в ближайшее время, а доставку организовать позже по требованию?;[HTML]Добрый день, Алена.<br/>Да, можно. При оформлении заказа укажите эту информации в комментарии. Менеджер с Вами свяжется и обговорит все нюансы. <br/>Спасибо за обращение. 
58516;845;;;[HTML]Мы студия дизайно, часто используем  лепной декор.  Можно ли получить образцы для работы или стать вашим дилером? ;
58519;845;;;[HTML]Мы студия дизайно, часто используем  лепной декор.  Можно ли получить образцы для работы или стать вашим дилером? ;"[HTML]Добрый день, Елена.<br/><br/>Благодарю Вас за интерес, проявленный  к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей, дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Белгороде и Белгородской области, в т. ч. и по вопросам сотрудничества, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Белгород<br/>ООО ""ВК Хим""<br/>г. Белгород, ул. Восточная, д. 71<br/>Тел.: +7 (4722) 20-75-82, +7 (4722) 24-03-86  www.archdekor.ru<br/><br/>Комм. директор Винокур Александр Борисович +7 960 630 06 78<br/><br/>почта vkhim2008@yandex.ru<br/><br/>Наш официальный дилер предоставит Вам по запросу все необходимые для успешных продаж образцы и другие рекламные материалы.<br/><br/>Желаю Вам хорошего и плодотворного сотрудничества.<br/>"
58520;841;;;[HTML]Добрый вечер. Мною были приобретены карнизы для светодиодного освещения. И гибкая лента LUX, 2 ряда светодиодов smd 5060, 120шт/м (600шт на 5м), белая плата 15мм, скотч 3М. Цвет ДНЕВНОЙ 3800-4200K. Питание 24V, мощность 28.8 Вт/м (144 Вт на 5м), угол 120°, цветопередача CRI>85. Размеры 5000х15х2.2мм. <br/>Строитель стыки карнизов проклеил монтажным клеем и покрасил. Стыки рассохлись, видны щели. Он мне объясняет, что это из-за того что у меня мощная лента. <br/>Когда я задала вопрос, почему светодиоды и алюминиевая полоса в карнизе, а не на стене, получила ответ, что это нормально. <br/>Мне интересно Ваше мнение, как экспертов.<br/>С уважением, Анна.;
58521;842;;;[HTML]Помогите посчитать данный камин-готов оплатить, и еще мне нужны колонны 25-30 см в диаметры, но высота потолков 3350 мм- таких у вас не нашел слышал что бываю сборные помогите пожалуйста ;[HTML]Алексей, добрый день.<br/>Где территориально находитесь?
58547;846;;;[HTML]Добрый день в какую цену полеуретановые колонны н;[HTML]Добрый день, Чингиз все цены представлены на сайте, цена зависит от диаметра колонны и орнамента капители. Напишите какую именно колонну в хотите, мы подберём и сориентируем по цене.
58555;847;;;[HTML]Добрый день.<br/>Скажите, пожалуйста, какой класс горючести имеют изделия и есть ли пожарный сертификат.<br/>Спасибо.;[HTML]Добрый день, класс горючести Г4, да конечно у нас есть сертификат.
58634;848;;;[HTML]По факту: сделан ремонт, покрашен потолок и поклеены  флизелиновые обои.<br/>Вопрос: можно ли, на обои приклеить молдинг , под потолок. Если можно, посоветуйте пожалуйста какой.<br/>Спасибо.;"[HTML]Добрый день, Галина.<br/>Согласно инструкции перед установкой (при наклеенных обоях) обои необходимо подрезать. На Ваше усмотрение, можно установить архитектурный декор на обои, подкрепив дополнительно саморезами (1-2 шт на 2 метровый элемент). <br/>Для установки КАРНИЗА под натяжной потолок подойдут многие модели, можете выбрать заинтересовавшие Вас модели в разделе сайта ""ИНТЕРЬЕР Карнизы"", и связаться для консультации с нашими специалистами в салоне на Нахимовском (Экспострой) https://evroplast.ru/wheretobuy/. Так же при желании можете подъехать в салон, проконсультироваться со специалистами и выбрать из предоставленных образцов наиболее понравившуюся и подходящую модель Карниза. <br/>Спасибо.<br/>"
58673;849;;;[HTML]Здравствуйте, скажите пожалуйста, почему ваши орнаментальные элементы и декор так похожи на дешевый китайский ширпотреб, почему вы ориентируетесь на худшее. Стыдно видеть эту порнографию, которую называете самой лучшей в России. Неужели вы не можете создать свои модели, свой стиль, чтобы это было произведение искусства, а не дешевая поделка из под  станка с ЧПУ;
58711;849;;;[HTML]Здравствуйте, скажите пожалуйста, почему ваши орнаментальные элементы и декор так похожи на дешевый китайский ширпотреб, почему вы ориентируетесь на худшее. Стыдно видеть эту порнографию, которую называете самой лучшей в России. Неужели вы не можете создать свои модели, свой стиль, чтобы это было произведение искусства, а не дешевая поделка из под  станка с ЧПУ;[HTML]Добрый день, Александр Николаевич, мы работаем над расширением нашего ассортимента. 
58743;850;;;[HTML]Добрый день. Нужен вот такой молдинг - 2 шт. : Европласт Молдинг-флекс 2000х50х16мм (Артикул 1.51.332FLEX)<br/>Есть ли он в наличие?;
58757;851;;;[HTML]Добрый день<br/><br/>Подскажите, пожалуйста, на каких условиях осуществляется (и осуществляется ли) доставка в г. Воткинск? Нужны плинтус 1.53.102<br/><br/>18 (примерно) штук.;"[HTML]Татьяна, здравствуйте.<br/>Архитектурный декор ТМ «Европласт» компания  ООО «Декор» продаёт и продвигает в регионах РФ через компании-партнёры.<br/>Нашим официальным дилером на территории Удмуртской Республики является компания ООО «Дженти». <br/>По всем вопросам сотрудничества, прошу обратиться к нашему дилеру или дождитесь звонка:<br/> <br/> <br/>Республика Удмуртия<br/>Ижевск<br/>________________________________________<br/>«Дженти»<br/>ООО «Дженти»<br/>Торговый центр ""СтройПорт""<br/>ул. Кирова, 146, этаж 1, пав. 29<br/>вход со стороны ул. Кирова, после входа сразу направо<br/>Тел.: +7 (912) 765-00-51<br/>domdekora@djenti.ru<br/>Время работы:<br/>Будни	- 09:00 - 20:00<br/>Суббота	- 10:00 - 19:00<br/>Воскресенье	- 10:00 - 19:00<br/>Без выходных	<br/>URL: http://www.djenti.ru/<br/>"
58785;852;;;[HTML]Добрый день, занимаемся продажей отделочных материалов и хотим стать представителем вашей фирмы в нашем регионе.<br/>Вы можете отправить коммерческое предложение на почту?<br/>;[HTML]Дмитрий, здравствуйте.<br/>Благодарим Вас за запрос. Напишите, пожалуйста, где Вы находитесь, на территории Ленинградской обл. или же  Архангельской обл.?
58786;850;;;[HTML]Добрый день. Нужен вот такой молдинг - 2 шт. : Европласт Молдинг-флекс 2000х50х16мм (Артикул 1.51.332FLEX)<br/>Есть ли он в наличие?;"[HTML]александр, добрый день.<br/>Благодарим за вопрос. Консультацию по всем вопросам,  в том числе по наличию продукции ТМ Европласт, Вы можете получить у официального дилера компании ООО ""Декор"" по Ленинградской области - компании ООО ""Питерра"":<br/>PITERRA<br/>ООО ""Питерра""<br/>Московский проспект, д. 111, 1 этаж<br/>Тел.: +7 (812) 319-88-88;  8-800-700-9229<br/>salonM111@piterra.ru<br/>Время работы:<br/>Будни - 10:00 - 20:00<br/>Суббота - 10:00 - 20:00<br/>Воскресенье - 10:00 - 18:00<br/>Без выходных<br/>URL: http://www.piterra.ru<br/>Приятных Вам покупок.»<br/>"
58800;853;;;[HTML]Где в Москве есть в налинии ножка от камина ORAC правая (если смотреть на камин)? Сообщите пож адрес  где есть в наличии, чтобы поехать в воскресенье 27.01.19 и сразу купить.;[HTML]Добрый день, мы не занимаемся продукцией Орак.
58862;854;;;"[HTML]На какой новый адрес переехал магазин Европласт из ТРЦ ""Перестройка""? ";
58863;855;;;[HTML]Скажите пожалуйста какие карнизы подойдут для натяжных потолков?;
58864;856;;;[HTML]Здравствуйте! Мы приклеили потолочные плинтуса вашим универсальным клеем (рыже-фиолетовым) и прогерметизировали швы стыков с потолком. Соответственно, клей остался тонкой блестящей пленочкой на плинтусе и потолке. Скажите пожалуйста, можно ли наносить водоэмульсионную акриловую краску Tikkurila поверх клея, чтобы сделать все поверхности матовыми?;
58957;855;;;[HTML]Скажите пожалуйста какие карнизы подойдут для натяжных потолков?;[HTML]Добрый день, подскажите какого размера хотите от и до, с рисунком или гладкие и я подберу Вам модели.
58958;856;;;[HTML]Здравствуйте! Мы приклеили потолочные плинтуса вашим универсальным клеем (рыже-фиолетовым) и прогерметизировали швы стыков с потолком. Соответственно, клей остался тонкой блестящей пленочкой на плинтусе и потолке. Скажите пожалуйста, можно ли наносить водоэмульсионную акриловую краску Tikkurila поверх клея, чтобы сделать все поверхности матовыми?;[HTML]Добрый день. Нет, на клей краску укладывать не желательно, если у вас осталось тонкая пленка клея после того как убрали, вам нужно мелкозернистой наждачной бумагой ее удалить. 
58961;857;;;[HTML]Кто в Омск ваш дилер?;
58962;858;;;[HTML]Здравствуйте, <br/><br/>Можете ли пожалуйста проконсультировать сколько метров молдингов мне необходимо купить согласно Варианту 1 и Варианту 2 проекта (вложенные файлы). <br/>Я не дизайнер и делаю ремонт впервые. <br/>Нужно ли брать с запасом? <br/>Какой ширины молдинги будут хорошо смотреться в таком проекте?<br/>С нетерпением жду ответа, <br/>С/у, Алтынай;
58968;859;;;[HTML]Здравствуйте!<br/>Я, как дизайнер, выбрал для объекта карниз 1.50.249 (под навесной потолок), предварительно проконсультировавшись с менеджером салона. Прораб же боится, что карниз тяжелый и крепление только к 1-й плоскости не хватит, с узкой полкой в месте крепления. Настоятельно просит поискать что-то полегче. Обоснованы ли его опасения?;[HTML]Добрый день Игорь. <br/> карниз 1.50.249 вполне подходит под натяжной потолок и так-же под скрытое освещение. для устойчивости необходимо карниз дополнительно крепить саморезами в нижней его части к потолку он будет только прижиматься (не в коем случае не приклеивать).  Игорь, есть на стройке такая законамерность если строитель капризничает, нужно принять меры... либо под вашим контролем делает все правильно, либо выбрать карниз который по его мнению легче устанавливать, а самый лучший вариант, пусть профессионал вам смонтирует. В противном случае накосячит он...
58969;858;;;[HTML]Здравствуйте, <br/><br/>Можете ли пожалуйста проконсультировать сколько метров молдингов мне необходимо купить согласно Варианту 1 и Варианту 2 проекта (вложенные файлы). <br/>Я не дизайнер и делаю ремонт впервые. <br/>Нужно ли брать с запасом? <br/>Какой ширины молдинги будут хорошо смотреться в таком проекте?<br/>С нетерпением жду ответа, <br/>С/у, Алтынай;"[HTML]Алтынай, здравствуйте.<br/>Ваш вопрос перенаправлен официальному представителю в Астане. Вам в ближайшее время  позвонит менеджер и подробно проконсультирует.<br/>Контакты дилера ниже:<br/>Салон ""Премьера""<br/>TOO Evolution Technologies<br/>Адрес:<br/>ул.Сембинова, д. 7 (1 этаж)<br/>Телефон/факс:<br/>+7 (7172) 52-38-75, +7 (747) 504-64-24"
59002;857;;;[HTML]Кто в Омск ваш дилер?;[HTML]Нашим дилером по Омской области является компания ИП Шелутько В.А..<br/>По всем вопросам сотрудничества, необходимо обратиться к нашему дилеру:<br/><br/>Омская область<br/>Омск<br/>________________________________________<br/>Салон Арт-Декор<br/>ИП Шелутько В.А.<br/>улица Пушкина, д. 37<br/>Пересечение улица Пушкина и улица Почтовая<br/>Тел.: +7 (3812) 53-08-36, +7 (3812) 50-16-00<br/>ya.art-decor@yandex.ru<br/>Сиволап Мария Михайловна<br/>Руководитель<br/>7 (3812) 530-836<br/>8-950-792-99-99<br/>Время работы:<br/>Будни	- 10:00 - 19:00<br/>Суббота	- 10:00 - 19:00<br/>Воскресенье	- 10:00 - 19:00<br/>Без выходных	<br/>URL: http://artdecor.me/<br/>
59003;854;;;"[HTML]На какой новый адрес переехал магазин Европласт из ТРЦ ""Перестройка""? ";"[HTML]Добрый день, Марина.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Воронеже и в Воронежской области, в т. ч. и по вопросам приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/>Европласт-Воронеж<br/>Магазин ""Дон-Декор"" (ООО ""Дон-Декор"")<br/>улица Донбасская, д. 7 (1 этаж)<br/>Тел.: +7 (4732) 52-67-74, +7 (4732) 29-04-69  vpn@dondecor.ru<br/><br/>"
59056;860;;;[HTML]Тест вопрос разработчика;
59057;860;;;[HTML]Тест вопрос разработчика;[HTML]!
59086;861;;;[HTML]Плинтус 1.53.103<br/>Какой тип краски для него нужен?<br/>Водо-эмульсионная, эмаль?;[HTML]Добрый день, Елена.<br/>подойдут обе указанные Вами краски. Эмаль более устойчивая к царапинам. Выбирайте исходя из поставленных Вами задач и обязательно ознакомьтесь с инструкцией производителя краски. Также рекомендую Вам сделать пробный выкрас на маленьком кусочке(обрезке) перед покраской уже смонтированного плинтуса. <br/>
59116;862;;;[HTML]Здравствуйте. Не могли бы Вы мне помочь с выбором молдингов, которые наиболее мне подойдут по выбранному дизайну. Фото прилагаю;
59119;863;;;[HTML]Добрый день! Подскажите есть ли в наличии плинтусы под покраску из дюрополимера высотой начиная от 80 мм и какая стоимость?;
59120;862;;;[HTML]Здравствуйте. Не могли бы Вы мне помочь с выбором молдингов, которые наиболее мне подойдут по выбранному дизайну. Фото прилагаю;
59121;862;;;[HTML]Здравствуйте. Не могли бы Вы мне помочь с выбором молдингов, которые наиболее мне подойдут по выбранному дизайну. Фото прилагаю;[HTML]Оксана, здравствуйте.<br/>Обязательно поможем. В ближайшее время с Вами свяжется Яна (менеджер). Ждите звонка.  Хорошего Вам дня!
59135;864;;;[HTML]Добрый день. Высота потолка 2,74. Какой карниз лучше выбрать;
59136;865;;;[HTML]Здравствуйте. Нужны карнизы 1.50.161 в колличестве 81п.м и карниз 1.50.179 в колличестве 13 п.м. Как решить этот вопрос?;
59137;865;;;[HTML]Здравствуйте. Нужны карнизы 1.50.161 в колличестве 81п.м и карниз 1.50.179 в колличестве 13 п.м. Как решить этот вопрос?;[HTML]Добрый день, <br/>с Вами свяжется менеджер по телефону. 
59138;864;;;[HTML]Добрый день. Высота потолка 2,74. Какой карниз лучше выбрать;[HTML]Добрый день, <br/>с Вами свяжется менеджер 
59139;863;;;[HTML]Добрый день! Подскажите есть ли в наличии плинтусы под покраску из дюрополимера высотой начиная от 80 мм и какая стоимость?;"[HTML]Добрый день, Марина.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. <br/>По всем вопросам, связанным с декором ТМ «Европласт» в Ивановской области, в т. ч. и по вопросам приобретения, Вы можете обращаться к нашему официальному представителю, это компания <br/><br/><br/>Европласт-Иваново<br/>Салон ""АРАГОН"" (ООО ""Декор Коллекция""), г. Иваново, улица Крутицкая, д. 14а, Тел.: +7 (4932) 58-02-08, +7 (4932) 58-02-64, aragondeco@mail.ru<br/><br/>"
59140;866;;;[HTML]Каковы температурные диапазоны применения ваших изделий для внутреннего интерьера;[HTML]Добрый день, Александр, от -30 до +40.
59206;867;;;[HTML]Есть ли у вас каталог продукции фасадного декора в расширении dwg? И можно ли его получить для разработки архитектурного проекта с использованием вашей продукции?;
59222;867;;;[HTML]Есть ли у вас каталог продукции фасадного декора в расширении dwg? И можно ли его получить для разработки архитектурного проекта с использованием вашей продукции?;"[HTML]Астемир, добрый день.<br/>Да, он доступен для скачивания в разделе ""Загрузки"". "
59235;868;;;[HTML]Нужны карнизы потолочные с маркировкой 6.50.113, 6.50.121, 6.50.146,, 6.50.270;[HTML]Добрый день, Михаил, в серии из полистирола есть только одна модель из перечисленных вами 6.50.113 остальные модели только в полиуретане.
59255;869;;;[HTML]Напоминаю Вам, что Ваши приборы ИРТ-5920 (4 шт) отремонтированы, Вам выставляли счет № 15412р от 28.08.18 г, который до сих пор не оплачен<br/><br/>Просим в ближайшее решить вопрос с оплатой, чтобы мы могли отправить Вам прибор обратно;[HTML]Добрый день, Оксана.<br/>свяжитесь по телефонам указанным во вложенным Вами файле.  Вы обращаетесь в другую организацию. <br/>
59295;870;;;[HTML]добрый день. посоветуйте, пожалуйста, молдинги для обрамление арок 1.55.001;[HTML]Добрый день, Анна, 1.51.307
59299;871;;;"[HTML]Здравствуйте. Купил плинтус со скрытым освещением ""ЕВРОПЛАСТ"" КАРНИЗ 1.50.209 - 150*118*2000ММ. В характер.товара написано (Радиус изгиба выпуклый: 4000 мм) Объясните пожайлуста что это значит. Потолок у меня квадратный но углы полукруглые,выпукруглые 34-34см .Для углов купил этот же плинтус гибкий, но отрезок длинной 51см у меня согнуть по такому диаметру не получаятся он весь деформируется да и на мой взгляд это невозможно. Объясните пожайлуста про радиус изгиба. Может для таких небольших полукруглых углов нужен плинтус другой конфигурации. Спасибо.";
59304;871;;;"[HTML]Здравствуйте. Купил плинтус со скрытым освещением ""ЕВРОПЛАСТ"" КАРНИЗ 1.50.209 - 150*118*2000ММ. В характер.товара написано (Радиус изгиба выпуклый: 4000 мм) Объясните пожайлуста что это значит. Потолок у меня квадратный но углы полукруглые,выпукруглые 34-34см .Для углов купил этот же плинтус гибкий, но отрезок длинной 51см у меня согнуть по такому диаметру не получаятся он весь деформируется да и на мой взгляд это невозможно. Объясните пожайлуста про радиус изгиба. Может для таких небольших полукруглых углов нужен плинтус другой конфигурации. Спасибо.";[HTML]Добрый день Андрей, у вас действительно малый радиус для данного карниза. данный карниз может согнуться на радиус 4000мм, а у вас 510мм.в восемь раз меньше... Для того что бы вам его смонтировать, вам необходимо взять жесткий карниз и порезать на маленькие сегменты (по 2см.) и склеить их между собою по необходимому вам радиусу.
59305;872;;;[HTML]Проконсультируйте ,пожалуйста,по молдингу 1.51.379 гибкому, можно ли его согнуть до диаметров 50 см и 60см, чертежи приложила, может сборная конструкция из N-го кол-ва кусков? или вообще невозможно? Прикрепила чертеж...<br/>Какие возможны варианты исполнения ?;[HTML]Добрый день Александра, да, данный молдинг согнется под ваш радиус.
59327;873;;;[HTML]ДВ. В г.Орел где можно посмотреть и  преобрести вашу продукцию?;
59338;874;;;[HTML]Уважаемые помогите мне подобрать  молдинг для оформления двери. ;[HTML]Галина, доброе утро.<br/>Уточните, пожалуйста, где Вы территориально находитесь, в Дмитрове или а Екатеринбурге?
59339;875;;;"[HTML]Мне нужны размеры , а я их на сайте не нахожу. Внутренний проем двери размеры стены ни одного размера, несущая и достроенная 1. справа :24см -1шт (2м); слева 11 см - 1шт. (2м) и сверху  11см - 1шт (80 см).  Не могу точных размеров и найти, а резать их нельзя. Ну и далее снаружи оформления ... ";
59347;876;;;[HTML]Здравствуйте, к плинтусу 1.53.112 нужен багет таких же размеров, т.е высота 80 и ширина по полу 13. <br/>;[HTML]Добры день, Наталья, уточните пожалуйста багет на стену или на потолок?
59358;875;;;"[HTML]Мне нужны размеры , а я их на сайте не нахожу. Внутренний проем двери размеры стены ни одного размера, несущая и достроенная 1. справа :24см -1шт (2м); слева 11 см - 1шт. (2м) и сверху  11см - 1шт (80 см).  Не могу точных размеров и найти, а резать их нельзя. Ну и далее снаружи оформления ... ";[HTML]Добрый день, уточните пожалуйста какие размеры и по каким изделиям вам необходимы. 
59364;873;;;[HTML]ДВ. В г.Орел где можно посмотреть и  преобрести вашу продукцию?;"[HTML]Добрый день, Наталия.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Орле и Орловской области, в т. ч. и по вопросам подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Орел<br/>ОАО ""База строительных товаров"" (ИП Панухник В.Н. Магазин ""ОБОИ"")<br/>ул. Городская, д. 98, 3 этаж,  в здании ""Эстетика интерьера""<br/>Тел.: +7 (4862) 71-48-01,     +7 (4862) 75-07-11     info@57.leso-torg.ru          www.leso-torg.ru<br/><br/><br/><br/>"
59367;877;;;[HTML]Здравствуйте, проконсультируйте пожалуйста, как Вы работаете с архитекторами? И какие условия у Вас по сотрудничеству?<br/>Я архитектор-дизайнер. Уже подобрала позиции на сайте, теперь необходимо сделать КП для заказчика. <br/>________________<br/>С Уважением,<br/>архитектор Анастасия<br/>Трапезникова<br/>;
59368;877;;;[HTML]Здравствуйте, проконсультируйте пожалуйста, как Вы работаете с архитекторами? И какие условия у Вас по сотрудничеству?<br/>Я архитектор-дизайнер. Уже подобрала позиции на сайте, теперь необходимо сделать КП для заказчика. <br/>________________<br/>С Уважением,<br/>архитектор Анастасия<br/>Трапезникова<br/>;
59369;877;;;[HTML]Здравствуйте, проконсультируйте пожалуйста, как Вы работаете с архитекторами? И какие условия у Вас по сотрудничеству?<br/>Я архитектор-дизайнер. Уже подобрала позиции на сайте, теперь необходимо сделать КП для заказчика. <br/>________________<br/>С Уважением,<br/>архитектор Анастасия<br/>Трапезникова<br/>;
59370;877;;;[HTML]Здравствуйте, проконсультируйте пожалуйста, как Вы работаете с архитекторами? И какие условия у Вас по сотрудничеству?<br/>Я архитектор-дизайнер. Уже подобрала позиции на сайте, теперь необходимо сделать КП для заказчика. <br/>________________<br/>С Уважением,<br/>архитектор Анастасия<br/>Трапезникова<br/>;"[HTML]Добрый день, Анастасия<br/><br/>Благодарю Вас за проявленный интерес к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в Белгородской области, в т. ч. и по вопросам приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Белгород<br/>ООО ""ВК Хим""<br/>г. Белгород, ул. Восточная, д. 71<br/>Тел.: +7 (4722) 20-75-82, +7 (4722) 24-03-86  www.archdekor.ru<br/><br/>Комм. директор Винокур Александр Борисович +7 960 630 06 78<br/><br/>почта vkhim2008@yandex.ru<br/><br/>Вам лёгких и результативных переговоров и хорошей стройки!<br/>"
59372;878;;;[HTML]интересуют молдинги из полиуретана 1.50.274   не могу найти на сайте;[HTML]https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-274
59392;879;;;[HTML]Мне нужен мягкий плинтус потолочный для бани прим 60 метров. Цена? Наличие? Какой примерно? желательно гладкий.;
59404;879;;;[HTML]Мне нужен мягкий плинтус потолочный для бани прим 60 метров. Цена? Наличие? Какой примерно? желательно гладкий.;"[HTML]Ранис, здравствуйте.<br/>Ваш запрос перенаправила официальному дилеру по Свердловской области - ООО ""Европласт - Екатеринбург"". Завтра  менеджер Вам позвонит и проконсультирует. "
59455;880;;;[HTML]Добрый день!<br/>Мне необходимо рассчитать стоимость и сделать визуализацию на молдинги на дом, проект которого прикреплен в файле.<br/><br/>Пожелания заказчика - <br/>Ширина угла не менее 200 мм., ширина карниза не менее 300 мм., ширина разделительной полосы по периметру дома (по середине высоты стены) не менее 200 мм., обрамление окон по усмотрению изготовителя. Желательно клеить всей поверхностью к ОСБ. ;
59456;881;;;[HTML]Здравствуйте,меня интересует наличие карниза1.50.252. В Ростове.Самовывоз. Если есть Вайбер, пожалуйста напишите.;
59460;881;;;[HTML]Здравствуйте,меня интересует наличие карниза1.50.252. В Ростове.Самовывоз. Если есть Вайбер, пожалуйста напишите.;[HTML]Виталий, добрый день.<br/>В ближайшее время Вам менеджер позвонит и проконсультирует.
59465;880;;;[HTML]Добрый день!<br/>Мне необходимо рассчитать стоимость и сделать визуализацию на молдинги на дом, проект которого прикреплен в файле.<br/><br/>Пожелания заказчика - <br/>Ширина угла не менее 200 мм., ширина карниза не менее 300 мм., ширина разделительной полосы по периметру дома (по середине высоты стены) не менее 200 мм., обрамление окон по усмотрению изготовителя. Желательно клеить всей поверхностью к ОСБ. ;"[HTML]Добрый день, Татьяна.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» на территории Камчатского края, в т. ч. и по вопросам подбора, расчёта и приобретения, Вы можете обращаться к официальному представителю ""Европласт-Камчатка"", это компания: <br/><br/>""Дизайн К Студия""<br/>г. Петропавловск-Камчатский,<br/>ул. Топоркова, д.9/9 офис 1/3<br/>т/факс 8(4152) 22-83-49<br/>E-mail: dk-studio@yandex.ru<br/><br/>Контактное лицо - Кривдина Виктория, +7 909 832 85 12<br/>"
