IE_XML_ID;IE_NAME;IP_PROP103;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP113
6118;"Грозный, Салон-магазин &quot;Декор&quot; (ИП Виситаев) ";ИП Виситаев;улица Автурханова, д. 26;;;"салон-магазин ""Декор""";"9280028487; 9288984850";sanke@rambler.ru;info@lepidecor.ru;www.lepidecor.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3127
6121;"Гудермес, Офис-склад &quot;Декор&quot; (ИП Виситаев) ";ИП Виситаев;"г. Гудермес, Трасса Ростов-Баку, Трасса М29 ""Кавказ"" напротив АЗС Башлам";;Широта: 43°20?10.16?N (43.336155) Долгота: 46°6?34.25?E (46.109514);"офис-склад ""Декор""";"9280028487; 9289656462";sanke@rambler.ru;info@lepidecor.ru;www.lepidecor.ru;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;Да;;6119
6122;Вологда, Салон декора Европласт (ИП Пихтова Л.А.) ;ИП Пихтова Л.А.;улица Сергея Преминина, д. 10;ТЦ Омега;Отдельный вход с левого торца;Салон декора Европласт;"8172713096; 9315037376";evroplast.35@mail.ru;evroplast.35@mail.ru;;10:00 - 18:00;10:00 - 18:00;Выходной;Нет;;3304
6129;"Москва, Архитектурный декор-Фрески в ТК &quot;Конструктор&quot; (ИП Алекперов В.Г.) ";ИП Алекперов В.Г.;"25км МКАД, внешняя сторона, ТК ""Конструктор"", павильон П 2-15";"ТК ""Конструктор""";;Архитектурный декор-Фрески;"9268429960; 9251340354";decorru@yandex.ru;decorru@yandex.ru;www.1decor.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6141;"Симферополь, Салон &quot;Элит Дом&quot; (ООО &quot;Элит Дом&quot;) ";"ООО ""Элит Дом""";пер. Сторожевой / Евпаторийское шоссе , д. 1/3, жилой дом, этаж 1;;;"салон ""Элит Дом""";"3652563266; 9788562233";elitdom@ukr.net;ofic.elitdom@mail.ru;www.vita-color.ru;09:00 - 18:00;Выходной;Выходной;Нет;;6142
6143;"Симферополь, Салон &quot;Oikos&quot; (ООО &quot;Элит Дом&quot;) ";"ООО ""Элит Дом""";улица Киевская, д. 179, жилой дом, офис №2;;;"салон ""Oikos""";9787333255;oikos-crimea@ro.ru;ofic.elitdom@mail.ru;www.vita-color.ru;09:00 - 18:00;Выходной;Выходной;Нет;;6142
6144;"Симферополь, Салон &quot;Spiver&quot; (ООО &quot;Элит Дом&quot;) ";"ООО ""Элит Дом""";улица Киевская, д. 179-Б, жилой дом, офис № 3-4;;;"салон ""Spiver""";9788562244;ofic.elitdom@mail.ru;ofic.elitdom@mail.ru;www.vita-color.ru;09:00 - 18:00;Выходной;Выходной;Нет;;6142
6146;"Курск, Салон-магазин &quot;Ремотделка&quot; (ИП Матвиенко В.В.) ";ИП Матвиенко В.В.;проспект Победы, д. 26;Салон декоративных покрытий Ремотделка;;ООО Ремотделка;"4712397722; 4712397723";info@remotdel-ka.ru;"sasin@remotdel-ka.ru ; korotkih@remotdel-ka.ru";www.remotdel-ka.ru;09:00 - 18:00;10:00 - 17:00;Выходной;Нет;;3154
6148;Железногорск, ООО Ремотделка (ИП Матвиенко В.В.) ;ИП Матвиенко В.В.;улица Курская, д.74/2 (1 этаж);Салон декоративных покрытий Ремотделка;;ООО Ремотделка;9100225007;info@remotdel-ka.ru;"sasin@remotdel-ka.ru ; korotkih@remotdel-ka.ru";www.remotdel-ka.ru;09:00 - 18:00;10:00 - 15:00;Выходной;Нет;;6147
6149;"Киев, БЦ &quot;Аполло&quot; (ООО &quot;Украинский дом декора&quot;) ";"ООО ""Украинский дом декора""";ул. Здолбуновская, 7 (4-й этаж);;;;"+38044 499 81 07; +38067 505 53 49";info@udd.com.ua;info@udd.com.ua;www.udd.com.ua;;;;Нет;;3251
6151;"Москва, Торговый комплекс &quot;Центр дизайна &quot;Ленинградский&quot; (ИП Будза С.В.) ";ИП Будза С.В.;Ленинградское шоссе, д. 25, этаж 2, стенд 1 ;"Торговый комплекс ""Центр дизайна Ленинградский""";Центр дизайна Ленинградский;;"89060378109; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6152;"Москва, ТК &quot;Конструктор&quot; (ИП Будза С.В.) ";ИП Будза С.В.;"МКАД (25км) Торговый комплес ""Конструктор"" (Вторая линия), павильон № Б 2.7";ТК Конструктор;;Б2.7;"89671206399; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6153;"Москва, Строительный двор &quot;Петровский&quot; (ИП Будза С.В.) ";ИП Будза С.В.;"Новорижского шоссе, 9км, в сторону Николо-Урюпино, Поздняково. Строительный двор ""Петровский"", павильон № А9";Строительный двор Петровский ;;А9;"89037179913; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6163;"Санкт-Петербург, Piterra Василеостровкий (ООО &quot;Питерра&quot;) ";"ООО ""Питерра""";ул. Железноводская, д. 3, 1 этаж, секция 86;Строймаркет «Василеостровский»;;PITERRA;"8123198888; доб. 704,705,706";salongelezka@piterra.ru;shop@piterra.ru ;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3196
6167;"Москва, Салон &quot;PITERRA&quot; (МЦ &quot;Roomer&quot;) ";ООО ПИТЕРРА;Ленинская Слобода, д. 26;отдельный салон;;PITERRA;"4956909999; доб. 371, 372, 347   ";6909999@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
6192;"Благовещенск , Cалон-магазин интерьерных решений &quot;Deкор&quot; ";"ООО ""Декор""";ул.Октябрьская, 130;;;"Cалон-магазин интерьерных решений ""Deкор""";"+7 416 2771377; +7 416 2213939";dekordeluxe@bk.ru;dekordeluxe@bk.ru;;;;;Нет;;6191
6203;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.) ;ИП Вакурова Л.М.;улица Псковская, д. 29, стенд 1;Собственное встроенное помещение;;Салон «38 ПРЕДЛОЖЕНИЙ»;"8162961138; 9116000038";salon38@mail.ru;salon38@mail.ru;38pr.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 18:00;Да;;3299
6204;Казань, Декор - Европласт (Статус Кво) ;Статус Кво;улица Горсоветская д. 33, 1 этаж;магазин-склад;Декор-Европласт;Декор - Европласт;"89872263355; 8435624532; факс";zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;10:00 - 18:00;10:00 - 17:00;Да;;3260
6209;Смоленск, Европласт (ООО «Артхолл плюс») ;ООО «Артхолл плюс»;улица Маршала Жукова, д. 9;;;Малярный центр «Деруфа»,  салон «Европласт»;"4812388700; 9036496383";derufa-smolensk@yandex.ru;derufa-smolensk@yandex.ru;derufa-sm.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3338
6210;"Чебоксары, офис продаж &quot;Европласт&quot; (ИП Альхимович Г.А.) ";ИП Альхимович Г.А.;Складской проезд, д. 6, этаж 2, офис 218, стенд 3;"ТСК ""Чувашгосснаб""";;"офис продаж ""Европласт""";9276666128;gossnab@sdel.ru;gossnab@sdel.ru;sdel.ru;08:00 - 18:00;08:00 - 17:00;08:00 - 16:00;Да;;3231
6232;Кострома, Компания «Измерение» ;ИП Захаркина В.В.;улица Шагова, д. 61 «А»;;;Компания «Измерение»;4942456600;zakaz@newizmerenie.ru;;;09:00 - 18:00;10:00 - 15:00;Выходной;Нет;;3316
6234;"Красноярск, Интерьерный салон &quot;Палладио&quot; ";ИП Жижина Н.И.;улица Молокова, д. 28, этаж 1;;;"Интерьерный салон ""Палладио""";3912918618;baroccokrs@mail.ru;baroccokrs@mail.ru;palladio24.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3152
6237;Курск, Оптово - розничный склад Ремотделка ;ИП Матвиенко В.В.;улица Павлуновского, д. 133, стр. 1 и 2;Оптово - розничный склад Ремотделка;;ООО Ремотделка;9102138285;info@remotdel-ka.ru;sasin@remotdel-ka.ru;www.remotdel-ka.ru;09:00 - 17:00;09:00 - 16:00;09:00 - 15:00;Да;;3154
6241;"Липецк, Салон &quot;Novita&quot;, ИП Костин ";ИП Костин;улица Заводская площадь, д. 1 ;;"Мебельный салон ""Юнион""";"Салон ""Novita""";9042979702;;ardekor@rambler.ru;;;;;Нет;;3331
6242;"Липецк, Декор-Студия &quot;Кардинал&quot;, ИП Вострикова ";ИП Вострикова;улица Нововесовая, д. 24;;;"Декор-Студия ""Кардинал""";9103523676;;ardekor@rambler.ru;;;;;Нет;;3331
6243;Липецк, ИП Шицько ;ИП Шицько;улица 50 лет НЛМК, стр. 17;Петровский рынок;;Петровский рынок, Торговый павильон № 353;9042983449;;ardekor@rambler.ru;;08:30 - 15:30;08:30 - 15:30;08:30 - 15:30;Нет;Понедельник, Вторник;3331
6254;"Пермь, ТЦ &quot;Радуга&quot;, ЗАО &quot;Стройинтер&quot; ";"ЗАО ""Стройинтер""";улица 1-я Красноармейская, д. 8, пав. 2;"ТЦ ""Радуга""";;"""Декоративка""";3422152434;;;;10:00 - 21:00;10:00 - 20:00;10:00 - 20:00;Да;;3182
6255;"Пермь, ТЦ &quot;Красивый Дом&quot;, ЗАО &quot;Стройинтер&quot; ";"ЗАО ""Стройинтер""";улица Соликамская, д. 313а, пав. 1;"ТЦ ""Красивый Дом""";;"""Декоративка""";3422009146;;;;09:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;3182
6256;"Псков, ООО &quot;Эклектика&quot; улица Л. Поземского ";"ООО ""Эклектика""";улица Л. Поземского, д. 92, пав. 1;Строительный рынок на Алмазной;;"ООО ""ЭКЛЕКТИКА""";8112793575;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;Да;;3318
6257;"Псков, ООО &quot;Эклектика&quot; улица Л. Поземского ";"ООО ""Эклектика""";улица Л. Поземского, д. 92, пав. 28, секция 12;Строительный рынок на Алмазной;;"ООО ""ЭКЛЕКТИКА"" ";9602258327;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;Да;;3318
6260;Уфа, Лепной Декор (ИП Розет А.Р.) ;ИП Розет А.Р.;Менделеева, д. 137, к.4, 1 этаж, бутик 2;"Торговый комплекс ""Новая Радуга""";напротив эскалатора,  линия обои;бутик лепной декор;"3472927328; 9373250157";andrey.rozet@mail.ru;rozetufa@gmail.com;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3223
6264;"Дербент, ООО &quot;ДЖЭН&quot; ";"ООО ""ДЖЭН""";улица Гагарина, д. 101а;;;"ООО ""ДЖЭН""";8724043437;firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru; 08:00 - 18:00; 08:00 - 18:00; 08:00 - 18:00;Да;;6263
6266;"Махачкала, ООО &quot;ДЖЭН&quot; ";"ООО ""ДЖЭН""";улица Гамидова, д. 3а, цокольный этаж;;;"ООО ""ДЖЭН""";"8722673635; 8722610988";firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;Да;;6265
6267;"Махачкала, ДЦ &quot;Daniela villa Design&quot; ";"ДЦ ""Daniela villa Design""";улица Дахадаева, д. 58, 2 этаж;;;"ДЦ ""Daniela villa Design""";"9187344800; 9674002533";dvdesign@bk.ru;info@lepidecor.ru;www.lepidecor.ru;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;6265
6273;"Якутск, ИП Чугунов Д.Г. &quot;Дом обоев 44&quot; ";ИП Чугунов Д.Г.;ул. Автострада 50 лет Октября, д. 1;;;"""Дом обоев 44""";9248652344;dom_oboev_44@mail.ru;dom_oboev_44@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;3239
6276;"Абакан, Салон отделочных материалов &quot;ЗОДЧИЕ&quot; на  Кирова ";"ООО ""Зодчие""";улица Кирова, д. 112;;;"""Зодчие""";3902287711;ninazodchi@mail.ru;ninazodchi@mail.ru;;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3255
6284;Самара, магазин-склад FORROOM ;ООО Форрум;18 км Московского шоссе, цокольный этаж;СТК Московский;;магазин-склад FORROOM;9023757576;;;;9:00 - 19:00;9:00 - 19:00;9:00 - 19:00;Нет;Понедельник;3192
6294;"Сургут, Салон &quot;Архитектурный Декор&quot;, проспект Мира ";"ООО ТК ""Архитектурный декор"" ИП Чащилов А.П.";проспект Мира, д. 44/2;"Салон ""Архитектурный декор""";;"салон ""Архитектурный декор""";3462940040;galant379075@mail.ru;galant379075@mail.ru;www.decor-ad.ru;09:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3209
6295;"Тюмень, склад-магазин &quot;Архитектурный декор&quot; ";"ООО ТК ""Архитектурный декор""   ";улица Д.Бедного, д. 96, стр. 6, 1 этаж;Склад г.Тюмень;;"склад-магазин ""Архитектурный декор""";3452390125;sklad_galant@mail.ru;;www.decor-ad.ru;09:00 - 18:00;10:00 - 17:00;Выходной;Нет;;3220
6300;Новый Уренгой, Холл декора Малевич ;"Два юр.лица: ИП Новицкий Эдуард Аркадьевич и ООО ""СТРОЙТОРГ""";пр. Губкина, 5;"ТЦ Вертолет ""Холл декора Малевич"", цокольный этаж";;Холл декора Малевич;9220522243;"nov_eduard@mail.ru;  nur_malevich@mail.ru";nov_eduard@mail.ru;;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;6299
6306;"Нефтеюганск, Магазин &quot;Art-Décor&quot; ";Сукиасян Артур Людвикович Индивидуальный предприниматель;улица Набережная, д. 16;"Магазин ""Art-Décor""";;"Магазин ""Art-Décor""";"3463220935; 3463222066";artur231087@ya.ru;artur231087@ya.ru;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;6305
6314;"Чита, ООО &quot;Респект ЛТД&quot; ";"ООО ""Респект ЛТД""";мкр. Геофизический, д.27, пав. 7;Строит рынок Солнечный;;Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
6315;Чита, Магазин Респект , центральный склад ;"ООО ""Респект ЛТД""";улица Инструментальная, д. 1А;Магазин Респект , центральный склад;;Респект;3022203398;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3235
6316;"Иваново, салон &quot;АРАГОН&quot; ";"ООО ""Декор Коллекция""";улица Крутицкая, д.14а;"Декор-центр ""Арагон""";;"салон ""АРАГОН""";"4932580208; 4932580264";aragondeco@mail.ru;aragondeco@mail.ru;www.aragondeco.ru;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3131
6317;Якутск, ИП Васильева Е.В. ;ИП Васильева Е.В.;улица Жорницкого, д. 35, этаж 3, пав. 307, стенд 2;"ТВК ""Строительный""";;"""Антураж""";9142714112;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;3239
6318;Московская обл, Одинцовский р-н, Новоивановское (ИП Филиппова К.О.) ;ИП Филиппова К.О.;Московская обл., Одинцовский р-н, Новоивановское пгт, ул. Западная, д. 33, этаж 2,пав. 208;"ТЦ ""ЕвроСтройДом""";;"Павильон 208 в ТЦ ""ЕвроСтройДом""";9854194030;esd@decogracia.ru;esd@decogracia.ru;decogracia.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6322;Актау, салон Design Line, ТОО «Design Line» ;ТОО «Design Line»;11 микрорайон, д. 2 (девятиэтажное);Жилой дом;;салон Design Line;7292201122;;zakaz.evokz@mail.ru;;10:00 - 18:00;10:00 - 18:00;Выходной;Нет;;3687
6323;Актобе, ТОО НАК Интерьер ;ТОО НАК Интерьер;ул. Газизы Жубановой, д.13, офис 1 (трехэтажное здание);Жилой дом;"угол братьев Жубановых, возле ресторана ""Славянка""";Салон Simplex;"7784120508; 7132572078";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 17:00;Выходной;Нет;;3691
6324;Алматы, TOO Evolution Technologies (Абдуллиных, 64) ;TOO Evolution Technologies;ул. Абдуллиных, д. 64 (шестиэтажное здание, 1 этаж);Магазин;угол ул.Богенбай батыра;Салон Премьера;"7272221055; 7072127717";info@evp.kz;sales1@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3310
6330;Караганда, ИП Хамитова ;ИП Хамитова;137 учетный квартал, строение 016 (Двухэтажное здание), 2 этаж;Строительный магазин;;Салон Home project;"7078536144; 7474931642";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3347
6337;"Петропавловск, ТОО &quot;Дисконт-Север&quot; ";"ТОО ""Дисконт-Север""";улица Партизанская, д. 109, этаж 1 и 2;Отдельно стоящее здание;угол ул.Горького;"Студия Дизайна ""Декор""";"7152399702; 7074865343";;zakaz.evokz@mail.ru;;10:00 - 19:00;11:00 - 18:00;11:00 - 18:00;Да;;6336
6338;Уральск, Эко Мебель (ТОО НАК Интерьер) ;ТОО НАК Интерьер;ул. Абулхаирхана, д. 44, этаж 1;Торговый дом;;Эко Мебель;"7112286191; 7781064300";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3689
6339;"Шымкент, (ТОО &quot;Evolution Technologies&quot;) ";"ТОО ""Evolution Technologies""";ул. Туркестанская, д. 186, этаж 1;Магазин;;"Салон ""Премьера""";"7252571831; 7010590024";info@evp.kz;shym.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3312
6342;Бельцы, ООО Элит Интериор, ул. Паровозная, д. 4 ;ООО Элит Интериор;ул. Паровозная, д. 4;строительный рынок Твой Дом;;Маг. Elita Décor;"37368177796; 37323122288";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;Выходной;Нет;;3678
6343;Кишинев, ООО Элит Интериор, ул. Александру чел Бун ;ООО Элит Интериор;ул. Александру чел Бун, д. 108/1;Маг. Elita Décor;;Маг. Elita Decor;"37322838500; 37368822241";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 18:00;09:00 - 15:00;Выходной;Нет;;3297
6345;Кишинев, ООО Элит Интериор, ул. Каля Басарабией ;ООО Элит Интериор;улица Каля Басарабией, д. 4;Т.К. Амир;;Маг. Elita Decor;"37322780047; 37368177144";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;09:00 - 15:00;Да;;3297
6350;Таллин, AVDS Group Ltd. ;AVDS Group Ltd.;улица Kadaka tee  /  Кадака тее, 70С, этаж 2;Торговый центр (мебель, отделочные материалы);;Салон обоев и декора FiestaDesign;37255511090;info@fiestadesign.ee;info@fiestadesign.ee;www.fiestadesign.ee;10:00 - 19:00;11:00 - 17:00;Выходной;Нет;;6349
6352;Калуга, ИП Журавченков C.А. ;ИП Журавченков C.А.;улица переулок Воскресенский, д. 29;;;Керамика Люкс;"4842795484; 4842591338";keramika_lux@mail.ru;keramika_lux@mail.ru;;10:00 - 19:00;10:00 - 17:00;10:00 - 17:00;Да;;3143
6353;"Псков, ООО &quot;Эклектика&quot; ул. Горького ";"ООО ""ЭКЛЕКТИКА""";улица Яна Райниса, д. 53;;;Пристань;8112701053;;;;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3318
6354;"Псков, ООО &quot;Эклектика&quot; ул. Горького ";"ООО ""ЭКЛЕКТИКА""";улица Юбилейная, д. 32;;;Капарол центр;8112581515;;;;09:00 - 18:00;09:00 - 16:00;Выходной;Нет;;3318
6384;Семипалатинск,  ТОО «Крафт» ;ТОО «Крафт»;проспект Шакарима, д. 12;Торговый центр;;Домострой;"7222524306; 7222569197";;zakaz.evokz@mail.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;6383
6403;г. Реутово, Лепной декор (ИП Шмаленко Денис Владимирович) ;ИП Шмаленко Денис Владимирович;г. Реутово, а/м Москва-нижний новгород (ш. Энтузиастов) 500 м. от МКАД, Владение 19, корпус П-1, 2-й этаж, пав. 15;"ТК ""Владимирский тракт""";;Лепной декор;"9258991628; 9253429718";89258991628@mail.ru;;www.lepnina1.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;3109
6404;"Мытищи, Салон декоративных покрытий &quot;Три Стены&quot; (ИП Гриднева Наталья Сергеевна) ";ИП Гриднева Наталья Сергеевна;г. Мытищи, ул.Коммунистическая, д. 10, корп. 1 (1 км от МКАД);"ТЦ ""ХЛ-2"", 1 этаж";;"Салон декоративных покрытий ""Три Стены""";74957781845;3stenyld@gmail.com;3stenyld@gmail.com;;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;Да;;3109
6406;"Москва, ТК &quot;Конструктор&quot; (ИП Бочкова И.С. (ИП Горбаченко К.А.)) ";ИП Бочкова И.С. (ИП Горбаченко К.А.);"МКАД (25км) Торговый комплес ""Конструктор"", владение 4, строение 2,3, павильон № Б 2.17";ТК Конструктор;;Б2.17;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;3109
6407;"Москва, СР &quot;Владимитский тракт&quot; (ИП Бочкова И.С. (ИП Горбаченко К.А.)) ";ИП Бочкова И.С. (ИП Горбаченко К.А.);"а/м Москва-Н.Новгород, Строительный рынок ""Владимитский тракт"", владение 19, Павильон: 11-12 ""З""; 17 ""Ф""; 11 ""Г""; 4П-№9";"Строительный рынок ""Владимитский тракт""";;Владимитский тракт;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;3109
6408;"Москва, ТЦ &quot;Город&quot; (ИП Бочкова И.С. (ИП Горбаченко К.А.)) ";ИП Бочкова И.С. (ИП Горбаченко К.А.);ул. Рязанский проспект, д.2, корпус 3, павильон 128-129-130;"ТК ""Город на Рязанке""";;"""Дом Лепнины""";9250798522;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru;10:00 - 22:00;10:00 - 22:00;10:00 - 22:00;Да;;3109
6409;"Москва, рынок &quot;Строймастер&quot;  (ИП Дубовик) ";ИП Дубовик;Киевское шоссе д. Дудкино, 1-й км, пав. 42, 179;"Рынок ""Строймастер"" ";"напротив  рынка ""Автомастер""";Лепнина ;9091528234;lepno@mail.ru;lepno@mail.ru;www.lepno.ru;09:00 - 18:30;09:00 - 17:00;09:00 - 17:00;Да;;3109
6412;"Москва,  ТК &quot;МЕЛЬНИЦА&quot; (ИП Каюмов А.А.) ";ИП Каюмов А.А.;"МКАД, 41 км, Внешняя сторона,, ТК ""МЕЛЬНИЦА"", павильон А5/3";"ТК ""МЕЛЬНИЦА""";;ЕВРОПЛАСТ;9262184058;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6413;"Москва,  ТК &quot;МЕЛЬНИЦА&quot; (ИП Каюмов А.А.) ";ИП Каюмов А.А.;"МКАД, 41 км, Внешняя сторона,, ТК ""МЕЛЬНИЦА"", павильон Б7/6";"ТК ""МЕЛЬНИЦА""";;ЕВРОПЛАСТ;9265221574;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6414;Москва,  г. Красногорск (ИП Каюмов А.А.) ;ИП Каюмов А.А.;г. Красногорск, ул. Вокзальная, д.35;;Заезд с ул. Заводской;ЕВРОПЛАСТ;9167156460;lepnina-potolok@mail.ru;lepnina-potolok@mail.ru;www.lepnina-potolok.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6415;Москва,  г. Нахабино (ИП Каюмов А.А.) ;ИП Каюмов А.А.;г. Нахабино, ул. Советская, д.118;;;ЕВРОПЛАСТ;4952203834;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6416;Москва, Волоколамское шоссе (ИП Каюмов А.А.) ;ИП Каюмов А.А.;Волоколамское шоссе вл. 96 стр.2;;;ЕВРОПЛАСТ;9269079882;sale@lepnina-tushino.ru;sale@lepnina-tushino.ru;www.lepnina-tushino.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6417;Москва, Варшавское шоссе (ИП Каюмов А.А.) ;ИП Каюмов А.А.;Варшавское шоссе 265/90;;;ЕВРОПЛАСТ;"4994085382; 9268779704";decor-online@mail.ru;decor-online@mail.ru;www.desh-lep.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6421;"Москва, ТВК &quot;Метр-Квадратный&quot; (ООО &quot;Сити-Декор&quot;) ";"ООО ""Сити-Декор""";"Волгоградский проспект, д.32, корпус 25, этаж 2  (пересечение Волгоградского проспекта и ТТК), ТВК ""Метр-Квадратный"", павильон № 53-67";"ТВК ""Метр-Квадратный""";;Лепнина;"9652511869; 4956485067";metr@decolepnina.ru;metr@decolepnina.ru;www.decolepnina.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
6428;Москва, п. Селятино (ИП Налбантов И.А.) ;ИП Налбантов И.А.;51й км Киевского шоссе, п.Селятино, 1-й этаж, павильон Д-10;Селятино;;Лепные Декоры ;89258882151;;;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;3109
6496;"Волгоград, Центр дизайна &quot;DECOLE&quot;, (ООО &quot;Деколе&quot;) ";"ООО ""Деколе""";улица Селенгинская, д. 16, этаж 1;;;"Центр дизайна ""DECOLE""";8442600141;vlg@decole.ru;;www.decole.ru;10:00 - 18:00;Выходной;Выходной;Нет;;3123
6522;Кострома, Салон - Стильный дом (ООО «Салон - Стильный дом») ;ООО «Салон - Стильный дом»;улица Ивана Сусанина, д. 54/17;;;Салон - Стильный дом;"4942470007; 9536463821";ssdom-kostroma@mail.ru;;www.ssdom.net;10:00 - 19:00;11:00 - 17:00;Выходной;Нет;;3316
6523;"Нижний Новгород, ООО &quot;ИнтерСтрой&quot;, Интерьерный салон &quot;Интерстрой&quot; ";"ООО ""ИнтерСтрой""";улица Короленко, д. 27, офис 103;;пл. Лядова, Телецентр;"Дилерский центр ""ИнтерСтрой"", Оптово-розничный склад ";"88312786808; 89036021230";interstroy@sandy.ru;interstroy@sandy.ru;;09:00 - 18:00;Выходной;Выходной;Нет;;3163
6524;"Псков, ООО &quot;Эклектика&quot; улица Л. Поземского ";"ООО ""Эклектика""";улица Л. Поземского, д. 92, пав. 2;Строительный рынок на Алмазной;;"магазин ""Эклектика»";"9062216996; 9602226552";eklektika-pskov@yandex.ru;eklektika-pskov@yandex.ru;eklectika.ru;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;Да;;3318
6527;Тамбов, Клондайк ;Клондайк;улица Б. Энтузиастов, д. 1 Г;"ТЦ ""Улей Строй""";;Клондайк;89202339907;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3211
