IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP163;IP_PROP164;IP_PROP706;IP_PROP707
5993;база 4.43.101;4.43.101;Нет;ВР001004966;7;48,3;;
5994;база 4.43.201;4.43.201;Нет;ВР001005042;7;48,3;;
5995;база 4.43.202;4.43.202;Нет;ВР001005043;7;48,3;;
5996;база 4.43.301;4.43.301;Нет;ВР001005099;7;48,3;;
5997;база 4.43.302;4.43.302;Нет;ВР001005100;7;48,3;;
5998;база 4.47.101;4.47.101;Нет;ВР001004963;7;48,3;;
5999;база 4.47.201;4.47.201;Нет;ВР001005038;7;48,3;;
6000;база 4.47.202;4.47.202;Нет;ВР001005039;7;48,3;;
6001;база 4.47.301;4.47.301;Нет;ВР001005103;7;48,3;;
6002;база 4.47.302;4.47.302;Нет;ВР001005104;7;48,3;;
6003;база 4.53.101;4.53.101;Нет;ВР001004983;7;48,3;;
6004;база 4.53.302;4.53.302;Нет;ВР001005124;7;48,3;;
6005;база 4.13.101;4.13.101;Нет;ВР001004956;7;48,3;;
6006;база 4.13.201;4.13.201;Нет;ВР001005022;7;48,3;;
6007;база 4.13.202;4.13.202;Нет;ВР001005023;7;48,3;;
6008;база 4.13.301;4.13.301;Нет;ВР001005082;7;48,3;;
6009;база 4.13.302;4.13.302;Нет;ВР001005083;7;48,3;;
6010;база 4.17.002;4.17.002;Нет;ВР002025407;7;48,3;;
6011;база 4.17.001;4.17.001;Нет;ВР002025167;7;48,3;;
6012;капитель 4.51.301;4.51.301;Нет;ВР001005120;7;34;;
6013;капитель 4.15.101;4.15.101;Нет;ВР001004949;7;40;;
6014;капитель 4.15.201;4.15.201;Нет;ВР001005016;7;40;;
6015;капитель 4.15.301;4.15.301;Нет;ВР001005076;7;40;;
6016;капитель 4.21.101;4.21.101;Нет;ВР001022010;7;40;;
6017;капитель 4.21.201;4.21.201;Нет;ВР001022011;7;40;;
6018;капитель 4.21.301;4.21.301;Нет;ВР001022012;7;40;;
6019;капитель 4.41.101;4.41.101;Нет;ВР001004964;7;34;;
6020;капитель 4.41.201;4.41.201;Нет;ВР001005040;7;34;;
6021;капитель 4.41.301;4.41.301;Нет;ВР001005097;7;34;;
6022;капитель 4.45.101;4.45.101;Нет;ВР001004961;7;34;;
6023;капитель 4.45.201;4.45.201;Нет;ВР001005036;7;34;;
6024;капитель 4.45.301;4.45.301;Нет;ВР001005101;7;34;;
6025;капитель 4.51.101;4.51.101;Нет;ВР001004980;7;34;;
6026;капитель 4.51.201;4.51.201;Нет;ВР001005058;7;40;;
6027;капитель 4.11.101;4.11.101;Нет;ВР001004953;7;40;;
6028;капитель 4.11.201;4.11.201;Нет;ВР001005020;7;40;;
6029;капитель 4.11.301;4.11.301;Нет;ВР001005080;7;40;;
6030;капитель 4.15.102;4.15.102;Нет;ВР002025160;7;40;;
6031;регул 4.37.101;4.37.101;Нет;ВР001004975;2;0;;
6032;регул 4.07.101;4.07.101;Нет;ВР001004948;2;0;;
6033;мутул 4.05.102;4.05.102;Нет;ВР001022589;2,5;0;;
6034;мутул 4.35.102;4.35.102;Нет;ВР001004988;2,5;0;;
6035;мутул 4.35.101;4.35.101;Нет;ВР001004974;2,5;0;;
6036;мутул 4.05.101;4.05.101;Нет;ВР001004947;2,5;0;;
6037;модильон 4.08.301;4.08.301;Нет;ВР001005084;2,5;0;;
6038;модильон 4.08.302;4.08.302;Нет;ВР001022579;2,5;0;;
6039;модильон 4.38.301;4.38.301;Нет;ВР001005106;2,5;0;;
6040;модильон 4.38.302;4.38.302;Нет;ВР001005127;2,5;0;;
6041;триглиф 4.36.101;4.36.101;Нет;ВР001004967;5;0;;
6042;триглиф 4.06.101;4.06.101;Нет;ВР001004946;5;0;;
6043;ствол 4.52.102;4.52.102;Нет;ВР001004982;7;103;;
6044;ствол 4.52.301;4.52.301;Нет;ВР001005121;7;103;;
6045;ствол 4.16.101;4.16.101;Нет;ВР001004950;7;103;;
6046;ствол 4.16.102;4.16.102;Нет;ВР001004951;7;103;;
6047;ствол 4.16.201;4.16.201;Нет;ВР001005017;7;103;;
6048;ствол 4.16.202;4.16.202;Нет;ВР001022042;7;103;;
6049;ствол 4.16.301;4.16.301;Нет;ВР001005077;7;103;;
6050;ствол 4.22.101;4.22.101;Нет;ВР001022013;7;103;;
6051;ствол 4.22.102;4.22.102;Нет;ВР001022039;7;103;;
6052;ствол 4.22.201;4.22.201;Нет;ВР001022014;7;103;;
6053;ствол 4.22.202;4.22.202;Нет;ВР001022040;7;103;;
6054;ствол 4.22.301;4.22.301;Нет;ВР001022015;7;103;;
6055;ствол 4.22.302;4.22.302;Нет;ВР001022041;7;103;;
6056;ствол 4.42.101;4.42.101;Нет;ВР001004965;7;40;;
6057;ствол 4.42.201;4.42.201;Нет;ВР001005041;7;40;;
6058;ствол 4.42.301;4.42.301;Нет;ВР001005098;7;40;;
6059;ствол 4.46.101;4.46.101;Нет;ВР001004962;7;103;;
6060;ствол 4.46.201;4.46.201;Нет;ВР001005037;7;103;;
6061;ствол 4.46.301;4.46.301;Нет;ВР001005102;7;103;;
6062;ствол 4.52.101;4.52.101;Нет;ВР001004981;7;103;;
6063;ствол 4.52.201;4.52.201;Нет;ВР001005059;7;103;;
6064;ствол 4.52.202;4.52.202;Нет;ВР001005060;7;103;;
6065;ствол 4.52.302;4.52.302;Нет;ВР001005122;7;103;;
6066;верхний фрагмент ствола 4.16.001;4.16.001;Нет;ВР002025163;14;48;;
6067;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;14;48;;
6068;ствол 4.12.301;4.12.301;Нет;ВР001005081;7;40;;
6069;ствол 4.12.101;4.12.101;Нет;ВР001004954;7;40;;
6070;ствол 4.12.102;4.12.102;Нет;ВР001004955;7;40;;
6071;ствол 4.12.202;4.12.202;Нет;ВР001022043;7;103;;
6072;ствол 4.12.201;4.12.201;Нет;ВР001005021;7;40;;
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;E01.M.290;Нет;ЧХ002025782;;;;
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;E04.U.290;Нет;ЧХ002025783;;;;
6107;E02.S.290 / Клей Европласт стыковочный 290 мл.;E02.S.290;Нет;ЧХ002025785;;;;
6108;карниз 1.50.101;1.50.101;Нет;ВР001024048;2,36;69,75;;
6109;карниз 1.50.101 гибкий;1.50.101;Да;ВР002028661;2,36;69,75;;
6110;карниз 1.50.199 гибкий;1.50.199;Да;ВР002028428;3,32;69,75;;
6111;карниз 1.50.199;1.50.199;Нет;ВР002025287;3,32;69,75;;
6112;молдинг 1.51.353;1.51.353;Нет;ВР002025430;0,62;37,5;;
6113;молдинг 1.51.353 гибкий;1.51.353;Да;ВР002028512;0,62;37,5;;
6114;молдинг 1.51.356;1.51.356;Нет;ВР002025479;0,79;69,75;;
6115;молдинг 1.51.356 гибкий;1.51.356;Да;ВР002028515;0,79;69,75;;
6135;откос 4.88.001;4.88.001;Нет;ВР002025306;2,32;100;;
6168;элемент камина 1.64.004;1.64.004;Нет;ВР002025747;7;73,05;;
6169;элемент камина 1.64.005;1.64.005;Нет;ВР002025748;7;30;;
6171;элемент камина 1.64.005;1.64.005;Нет;ВР002025748;7;30;;
6172;карниз 1.50.108;1.50.108;Нет;ВР001023155;3,97;69,75;;
6173;карниз 1.50.161;1.50.161;Нет;ВР002025141;3,2;69,75;;
6174;карниз 1.50.179;1.50.179;Нет;ВР002025139;2,75;69,75;;
6175;карниз 1.50.189;1.50.189;Нет;ВР001023817;3,26;69,75;;
6176;карниз 1.50.207;1.50.207;Нет;ВР002025475;1,61;60;;
6177;карниз 1.50.274;1.50.274;Нет;ВР002025532;3,18;69,75;;
6178;карниз 1.50.275;1.50.275;Нет;ВР002025578;4,21;78,75;;
6179;молдинг 1.51.346;1.51.346;Нет;ВР002025133;0,69;37,5;;
6180;розетка 1.56.040;1.56.040;Нет;ВР002025329;;36,75;;
6181;розетка 1.56.041;1.56.041;Нет;ВР002025487;;28,5;;
6182;кронштейн 1.19.007;1.19.007;Нет;ВР002025530;;18,75;;
6183;кронштейн 1.19.008;1.19.008;Нет;ВР002025531;;18,75;;
6184;капитель 1.21.008;1.21.008;Нет;ВР002025694;10;24,75;;
6185;ствол 1.22.050;1.22.050;Нет;ВР002025695;10;73,05;;
6186;база 1.23.600;1.23.600;Нет;ВР002025696;10;21;;
6188;карниз 4.91.001;4.91.001;Нет;ВР002027812;5,3;116,6;;
6189;карниз 4.91.004;4.91.004;Нет;ВР002027810;5,3;116,6;;
6194;карниз 1.50.208 гибкий;1.50.208;Да;ВР002028435;2,18;69,75;;
6195;карниз 1.50.204 гибкий;1.50.204;Да;ВР002028433;1,21;60;;
6196;карниз 1.50.189 гибкий;1.50.189;Да;ВР002028418;3,26;69,75;;
6198;замковый камень 4.85.004;4.85.004;Нет;ВР002027803;5,1;12;;
6199;замковый камень 4.85.005;4.85.005;Нет;ВР002027804;5,1;12;;
6200;карниз 4.91.002;4.91.002;Нет;ВР002027811;5,3;116,6;;
6201;наличник 4.84.005;4.84.005;Нет;ВР002027802;5,1;102,8;;
6202;кронштейн-пьедестал 4.83.003;4.83.003;Нет;ВР001022064;2,5;0;;
6206;молдинг 1.51.359;1.51.359;Нет;ВР002025485;0,6;37,5;;
6207;карниз 1.50.161 гибкий;1.50.161;Да;ВР002028662;3,2;69,75;;
6208;молдинг 1.51.359 гибкий;1.51.359;Да;ВР002028614;0,6;37,5;;
6211;наличник 4.84.004;4.84.004;Нет;ВР002027806;5,1;102,8;;
6212;наличник 4.84.006;4.84.006;Нет;ВР002027805;5,1;102,8;;
6213;карниз 4.91.003;4.91.003;Нет;ВР002027809;5,3;116,6;;
6214;карниз 4.91.005;4.91.005;Нет;ВР002027808;5,3;116,6;;
6215;фриз 4.33.302;4.33.302;Нет;ВР001005116;5,3;116,6;;
6216;кронштейн-пьедестал 4.83.002;4.83.002;Нет;ВР001022063;2,5;0;;
6217;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;14;48;;
6218;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;14;48;;
6313;молдинг 1.51.346 гибкий;1.51.346;Да;ВР002028722;0,69;37,5;;
6355;угловой элемент 1.52.322;1.52.322;Нет;ВР002028171;0,48;13,58;;
6356;угловой элемент 1.52.348;1.52.348;Нет;ВР002027948;1,8;18;;
6357;угловой элемент 1.52.286;1.52.286;Нет;ВР002028179;0,48;18;;
6358;угловой элемент 1.52.287;1.52.287;Нет;ВР002028178;1,15;18;;
6359;карниз 1.50.108 гибкий;1.50.108;Да;ВР002028325;3,97;69,75;;
6362;карниз 1.50.279;1.50.279;Нет;ВР002028174;4,35;69,75;;
6363;карниз 1.50.276;1.50.276;Нет;ВР002027955;3,32;69,75;;
6364;карниз 1.50.276 гибкий;1.50.276;Да;ЧХ002026920;3,32;69,75;;
6365;карниз 1.50.278;1.50.278;Нет;ВР002028172;2,71;69,75;;
6366;карниз 1.50.278 гибкий;1.50.278;Да;ЧХ002026921;2,71;69,75;;
6367;розетка 1.56.044;1.56.044;Нет;ВР002027947;;32,25;;
6368;молдинг 1.51.360;1.51.360;Нет;ВР002025523;0,87;69,75;;
6369;молдинг 1.51.360 гибкий;1.51.360;Да;ВР002028723;0,87;69,75;;
6370;молдинг 1.51.363;1.51.363;Нет;ВР002027951;1,28;69,75;;
6371;молдинг 1.51.363 гибкий;1.51.363;Да;ВР002028725;1,28;69,75;;
6372;молдинг 1.51.362;1.51.362;Нет;ВР002027945;0,81;69,75;;
6373;молдинг 1.51.362 гибкий;1.51.362;Да;ВР002028724;0,81;69,75;;
6374;молдинг 1.51.370;1.51.370;Нет;ВР002028363;2;69,75;;
6375;молдинг 1.51.370 гибкий;1.51.370;Да;ВР002028731;2;69,75;;
6376;плинтус 1.53.110;1.53.110;Нет;ВР002027959;3,68;82,5;;
6377;плинтус 1.53.110 гибкий;1.53.110;Да;ВР002028736;3,68;82,5;;
6380;карниз 1.50.179 гибкий;1.50.179;Да;ВР002028408;2,75;69,75;;
6381;карниз 1.50.207 гибкий;1.50.207;Да;ВР002028595;1,61;60;;
6382;карниз 1.50.275 гибкий;1.50.275;Да;ВР002028577;4,21;78,75;;
6385;ствол 4.16.003;4.16.003;Нет;ВР002025490;14;48,3;;
6386;ствол 4.16.004;4.16.004;Нет;ВР002025491;14;48,3;;
6387;ствол 4.16.005;4.16.005;Нет;ВР002025492;14;48,3;;
6388;капитель 4.15.202;4.15.202;Нет;ВР002025161;7;48,3;;
6389;капитель 4.15.302;4.15.302;Нет;ВР002025162;7;48,3;;
6390;капитель 4.11.102;4.11.102;Нет;ВР002028127;7;48,3;;
6391;капитель 4.11.202;4.11.202;Нет;ВР002028130;7;48,3;;
6392;капитель 4.11.302;4.11.302;Нет;ВР002028128;7;48,3;;
6393;база 4.13.001;4.13.001;Нет;ВР002028136;7;48,3;;
6394;ствол 4.12.001;4.12.001;Нет;ВР002028131;7;48,3;;
6395;ствол 4.12.002;4.12.002;Нет;ВР002028132;7;48,3;;
6396;ствол 4.12.003;4.12.003;Нет;ВР002028133;7;48,3;;
6397;ствол 4.12.004;4.12.004;Нет;ВР002028134;7;48,3;;
6398;ствол 4.12.005;4.12.005;Нет;ВР002028135;7;48,3;;
6423;карниз 1.50.271 гибкий;1.50.271;Да;ВР002028461;10,09;78,75;;
6424;карниз 1.50.274 гибкий;1.50.274;Да;ВР002028462;3,18;69,75;;
6429;E03.S.60 / Клей Европласт стыковочный 60 мл.;E03.S.60;Нет;ВР002028247;;;;
6430;база 1.54.030;1.54.030;Нет;ВР002028359;7;21;;
6431;квадрат 1.54.013;1.54.013;Нет;ВР002028360;;7,5;;
6432;квадрат 1.54.013;1.54.013;Нет;ВР002028360;;7,5;;
6433;база 1.54.030;1.54.030;Нет;ВР002028359;7;21;;
6434;угловой элемент 1.52.285;1.52.285;Нет;ВР002028170;0,48;13,58;;
6435;молдинг 1.51.367;1.51.367;Нет;ВР002028351;3,43;69,75;;
6436;молдинг 1.51.367 гибкий;1.51.367;Да;ВР002028728;3,43;69,75;;
6438;карниз 1.50.280;1.50.280;Нет;ВР002028164;9,96;77,25;;
6439;молдинг 1.51.368;1.51.368;Нет;ВР002028355;6,11;69,75;;
6440;орнамент 1.60.025;1.60.025;Нет;ВР002028633;;6,38;;
6441;орнамент 1.60.032;1.60.032;Нет;ВР002028746;;6,38;;
6442;орнамент 1.60.020;1.60.020;Нет;ВР002028006;;6,38;;
6443;орнамент 1.60.120;1.60.120;Нет;ВР002028007;;6,38;;
6444;торцевой элемент 4.33.332;4.33.332;Нет;ВР001005117;5,3;15;;
6445;торцевой элемент 4.31.232;4.31.232;Нет;ВР001005031;5,3;30,1;;
6446;торцевой элемент 4.81.031;4.81.031;Нет;ВР001004997;5,3;15;;
6447;торцевой элемент 4.81.032;4.81.032;Нет;ВР001005001;5,3;30,1;;
6448;внешний угол 4.32.111;4.32.111;Нет;ВР001004977;5,3;32,3;;
6449;внешний угол 4.32.312;4.32.312;Нет;ВР001005113;5,3;32,3;;
6450;внешний угол 4.81.011;4.81.011;Нет;ВР001004995;5,3;30,1;;
6451;внешний угол 4.81.012;4.81.012;Нет;ВР001004999;5,3;30,1;;
6452;внутренний угол 4.31.222;4.31.222;Нет;ВР001005030;5,3;21,1;;
6453;внутренний угол 4.32.221;4.32.221;Нет;ВР001005048;5,1;18,4;;
6454;внутренний угол 4.81.021;4.81.021;Нет;ВР001004996;5,1;18,4;;
6455;внутренний угол 4.81.022;4.81.022;Нет;ВР001005000;5,1;18,4;;
6456;опорный блок 4.78.101;4.78.101;Нет;ВР001024117;8;0;;
6457;полукрышка 4.73.211;4.73.211;Нет;ВР002027720;4;0;;
6458;полукрышка пирамида 4.76.111;4.76.111;Нет;ВР002025581;4;0;;
6459;полуоснование 4.74.111;4.74.111;Нет;ВР002025391;10;95;;
6460;полупоручень 4.72.111;4.72.111;Нет;ВР002025392;10;95;;
6461;полустолб 4.75.111;4.75.111;Нет;ВР002025579;0;75;;
6462;полустолб 4.75.211;4.75.211;Нет;ВР002027722;0;75;;
6463;торцевой элемент 4.02.331;4.02.331;Нет;ВР001023620;5,3;32;;
6464;торцевой элемент 4.03.131;4.03.131;Нет;ВР001004945;5,3;15;;
6465;торцевой элемент 4.03.132;4.03.132;Нет;ВР001023974;5,1;30;;
6466;торцевой элемент 4.03.332;4.03.332;Нет;ВР001023976;5,3;15;;
6467;полубалясина 4.71.111;4.71.111;Нет;ВР002025390;8;0;;
6468;полубалясина 4.71.211;4.71.211;Нет;ВР002027717;8;0;;
6469;торцевой элемент 4.33.331;4.33.331;Нет;ВР001005094;5,1;30;;
6470;торцевой элемент 4.34.131;4.34.131;Нет;ВР001004969;5,1;30,1;;
6471;торцевой элемент 4.34.231;4.34.231;Нет;ВР001005035;5,1;30,1;;
6472;внутренний угол 4.32.322;4.32.322;Нет;ВР001005114;5,3;21,1;;
6473;торцевой элемент 4.32.331;4.32.331;Нет;ВР001005111;5,3;30,1;;
6474;торцевой элемент 4.32.332;4.32.332;Нет;ВР001005115;5,3;30,1;;
6475;торцевой элемент 4.33.132;4.33.132;Нет;ВР001004985;5,3;15;;
6476;торцевой элемент 4.33.232;4.33.232;Нет;ВР001005055;5,3;15;;
6477;торцевой элемент 4.04.331;4.04.331;Нет;ВР001005073;5,3;15;;
6478;внешний угол 4.01.111;4.01.111;Нет;ВР001004935;5,3;32,3;;
6479;внешний угол 4.01.113;4.01.113;Нет;ВР001004939;5,3;32,3;;
6480;внешний угол 4.01.211;4.01.211;Нет;ВР001005005;5,3;32,3;;
6481;внешний угол 4.01.212;4.01.212;Нет;ВР001005009;5,3;32,3;;
6482;внешний угол 4.01.311;4.01.311;Нет;ВР001005065;5,3;32,3;;
6483;внешний угол 4.02.111;4.02.111;Нет;ВР001023603;5,3;32,3;;
6484;внешний угол 4.02.211;4.02.211;Нет;ВР001023615;5,3;32,3;;
6485;внешний угол 4.02.311;4.02.311;Нет;ВР001023616;5,4;32,4;;
6486;внутренний угол 4.01.121;4.01.121;Нет;ВР001004936;5,3;21,1;;
6487;внутренний угол 4.01.123;4.01.123;Нет;ВР001004940;5,3;21,1;;
6488;внутренний угол 4.01.221;4.01.221;Нет;ВР001005006;5,3;21,1;;
6489;внутренний угол 4.01.222;4.01.222;Нет;ВР001005010;5,3;21,1;;
6490;внутренний угол 4.01.321;4.01.321;Нет;ВР001005066;5,3;21,1;;
6491;внутренний угол 4.01.322;4.01.322;Нет;ВР001005070;5,3;21,1;;
6492;внутренний угол 4.02.121;4.02.121;Нет;ВР001023604;5,3;21,1;;
6498;карниз 1.50.284;1.50.284;Нет;ВР002028688;2,88;69,75;;
6499;карниз 1.50.284 гибкий;1.50.284;Да;ВР002028718;2,88;69,75;;
6500;карниз 1.50.283;1.50.283;Нет;ВР002028627;2,06;60;;
6501;МОНТАЖНЫЙ КОМПЛЕКТ;m_comp_b201;Нет;ЧХ002025780;;;;
6502;внешний угол 4.32.212;4.32.212;Нет;ВР001005051;5,3;30,1;;
6503;внутренний угол 4.32.121;4.32.121;Нет;ВР001004978;5,3;21,1;;
6504;торцевой элемент 4.32.131;4.32.131;Нет;ВР001004979;5,3;30,1;;
6515;полукрышка 4.73.111;4.73.111;Нет;ВР002025580;4;0;;
6516;полупоручень 4.72.211;4.72.211;Нет;ВР002027721;10;95;;
6517;полуоснование 4.74.211;4.74.211;Нет;ВР002027719;10;95;;
6518;полукрышка пирамида 4.76.211;4.76.211;Нет;ВР002027718;4;0;;
6538;орнамент 1.60.026;1.60.026;Нет;ВР002028698;;6,04;;
6539;орнамент 1.60.029;1.60.029;Нет;ВР002028747;;6,04;;
6540;карниз 1.50.281;1.50.281;Нет;ВР002028353;15,14;78,75;;
6541;молдинг 1.51.374;1.51.374;Нет;ВР002028751;1,53;69,75;;
6542;молдинг 1.51.374 гибкий;1.51.374;Да;ВР002028752;1,53;69,75;;
6544;внешний угол 4.32.311;4.32.311;Нет;ВР001005109;5,3;32,3;;
6545;внутренний угол 4.32.321;4.32.321;Нет;ВР001005110;5,3;21,1;;
6546;торцевой элемент 4.32.231;4.32.231;Нет;ВР001005049;5,3;30,1;;
6547;орнамент 1.60.021;1.60.021;Нет;ВР002028357;;18,75;;
6548;орнамент 1.60.022;1.60.022;Нет;ВР002028358;;18,75;;
6549;орнамент 1.60.024;1.60.024;Нет;ВР002028635;;7,5;;
6550;орнамент 1.60.027;1.60.027;Нет;ВР002028699;;7,5;;
6551;орнамент 1.60.028;1.60.028;Нет;ВР002028700;;7,5;;
6552;кронштейн 1.19.010;1.19.010;Нет;ВР002028008;;18,75;;
6553;карниз 1.50.285;1.50.285;Нет;ВР002028690;4,73;78,75;;
6554;карниз 1.50.286;1.50.286;Нет;ВР002028692;3,47;69,75;;
6555;карниз 1.50.282;1.50.282;Нет;ВР002028629;1,92;60;;
6564;карниз 1.50.286 гибкий;1.50.286;Да;ВР002028720;3,47;69,75;;
6565;карниз 1.50.288;1.50.288;Нет;ВР002029530;1,85;60;;
6566;молдинг 1.51.375;1.51.375;Нет;ВР002029527;1,13;69,75;;
6581;карниз 1.50.288 гибкий;1.50.288;Да;ВР002029531;1,85;60;;
6582;карниз 1.50.280 гибкий;1.50.280;Да;ВР002028714;9,96;77,25;;
6583;орнамент 1.60.034;1.60.034;Нет;ВР002029484;;7,5;;
6584;молдинг 1.51.373;1.51.373;Нет;ВР002028696;3,4;69,75;;
6585;орнамент 1.60.033;1.60.033;Нет;ВР002029483;;7,5;;
6586;орнамент 1.60.030;1.60.030;Нет;ВР002028748;;7,5;;
6587;карниз 1.50.277;1.50.277;Нет;ВР002027953;4,74;69,75;;
6588;розетка 1.56.008;1.56.008;Нет;ВР001023161;;23,25;;
6589;орнамент 1.60.031;1.60.031;Нет;ВР002028749;;7,5;;
6590;орнамент 1.60.123;1.60.123;Нет;ВР002028636;;7,5;;
6591;орнамент 1.60.023;1.60.023;Нет;ВР002028634;;7,5;;
6594;ствол 4.16.004;4.16.004;Нет;ВР002025491;14;48,3;;
6595;ствол 4.16.004;4.16.004;Нет;ВР002025491;14;48,3;;
6598;база 4.13.002;4.13.002;Нет;ВР002028129;7;48,3;;
6599;ствол 4.12.002;4.12.002;Нет;ВР002028132;7;48,3;;
6600;ствол 4.12.002;4.12.002;Нет;ВР002028132;7;48,3;;
6601;ствол 4.12.004;4.12.004;Нет;ВР002028134;7;48,3;;
6602;ствол 4.12.004;4.12.004;Нет;ВР002028134;7;48,3;;
6611;карниз 1.50.273 гибкий;1.50.273;Да;ВР002029453;9,92;78,75;;
6612;молдинг 1.51.375 гибкий;1.51.375;Да;ВР002029528;1,13;69,75;;
6613;внешний угол 4.01.312;4.01.312;Нет;ВР001005069;5,3;32,3;;
6614;сандрик 4.89.001;4.89.001;Нет;ВР002029721;0;96;;
6615;орнамент 4.99.001;4.99.001;Нет;ВР002029720;0;8,5;;
6616;орнамент 4.99.002;4.99.002;Нет;ВР002029719;0;8,5;;
6617;внутренний угол 4.02.221;4.02.221;Нет;ВР001023617;5,3;21,1;;
6618;внутренний угол 4.02.321;4.02.321;Нет;ВР001023618;5,4;21,2;;
6619;торцевой элемент 4.34.332;4.34.332;Нет;ВР001005119;5,3;15;;
6620;торцевой элемент 4.34.232;4.34.232;Нет;ВР001005057;5,1;15;;
6621;торцевой элемент 4.01.131;4.01.131;Нет;ВР001004937;5,1;32;;
6622;торцевой элемент 4.34.132;4.34.132;Нет;ВР001004987;5,1;15;;
6623;торцевой элемент 4.32.232;4.32.232;Нет;ВР001005053;5,3;30,1;;
6624;торцевой элемент 4.01.133;4.01.133;Нет;ВР001004941;5,1;32;;
6625;торцевой элемент 4.01.231;4.01.231;Нет;ВР001005007;5,1;30,1;;
6626;внутренний угол 4.32.222;4.32.222;Нет;ВР001005052;5,1;18,4;;
6627;торцевой элемент 4.01.232;4.01.232;Нет;ВР001005011;5,1;30,1;;
6628;внешний угол 4.32.211;4.32.211;Нет;ВР001005047;5,3;30,1;;
6629;торцевой элемент 4.01.331;4.01.331;Нет;ВР001005067;5,3;32;;
6630;торцевой элемент 4.34.331;4.34.331;Нет;ВР001005096;5,1;30,1;;
6631;торцевой элемент 4.01.332;4.01.332;Нет;ВР001005072;5,3;32;;
6632;торцевой элемент 4.33.231;4.33.231;Нет;ВР001005033;5,1;30;;
6633;торцевой элемент 4.33.131;4.33.131;Нет;ВР001004971;5,1;30;;
6634;торцевой элемент 4.31.332;4.31.332;Нет;ВР001005092;5,3;30,1;;
6635;торцевой элемент 4.31.331;4.31.331;Нет;ВР001005088;5,3;30,1;;
6636;торцевой элемент 4.31.231;4.31.231;Нет;ВР001005027;5,3;30,1;;
6637;торцевой элемент 4.02.131;4.02.131;Нет;ВР001023605;5,3;32;;
6638;торцевой элемент 4.31.131;4.31.131;Нет;ВР001004960;5,3;30,1;;
6639;торцевой элемент 4.02.231;4.02.231;Нет;ВР001023619;5,3;32;;
6640;внутренний угол 4.31.322;4.31.322;Нет;ВР001005091;5,3;21,1;;
6642;внутренний угол 4.31.321;4.31.321;Нет;ВР001005087;5,3;21,1;;
6643;торцевой элемент 4.03.231;4.03.231;Нет;ВР001005013;5,1;30;;
6644;внутренний угол 4.31.221;4.31.221;Нет;ВР001005026;5,3;21,1;;
6645;внутренний угол 4.31.121;4.31.121;Нет;ВР001004959;5,3;21,1;;
6646;торцевой элемент 4.03.232;4.03.232;Нет;ВР001023975;5,1;30;;
6647;торцевой элемент 4.03.331;4.03.331;Нет;ВР001005075;5,1;30;;
6648;внешний угол 4.31.312;4.31.312;Нет;ВР001005090;5,3;32,3;;
6649;торцевой элемент 4.04.131;4.04.131;Нет;ВР001004943;5,1;30;;
6650;внешний угол 4.31.311;4.31.311;Нет;ВР001005086;5,3;32,3;;
6651;торцевой элемент 4.04.132;4.04.132;Нет;ВР001023977;5,1;30;;
6652;внешний угол 4.31.212;4.31.212;Нет;ВР001005029;5,3;32,3;;
6653;торцевой элемент 4.04.231;4.04.231;Нет;ВР001005015;5,1;30;;
6654;внешний угол 4.31.211;4.31.211;Нет;ВР001005025;5,3;32,3;;
6655;торцевой элемент 4.04.232;4.04.232;Нет;ВР001023978;5,1;30;;
6656;внешний угол 4.31.111;4.31.111;Нет;ВР001004958;5,3;32,3;;
6657;торцевой элемент 4.04.332;4.04.332;Нет;ВР001023979;5,1;30;;
6658;торцевой элемент 4.82.031;4.82.031;Нет;ВР001004992;5,3;30,1;;
6659;арочное обрамление 4.87.031 гибкий;4.87.031;Да;ВР002028302;7;50;;
6660;арочное обрамление 4.87.032 гибкий;4.87.032;Да;ВР002028303;7;50;;
6661;арочное обрамление 4.87.033 гибкий;4.87.033;Да;ВР002028304;7;50;;
6662;карниз 1.50.281 гибкий;1.50.281;Да;ВР002028715;15,14;78,75;;
6663;карниз 1.50.282 гибкий;1.50.282;Да;ВР002028716;1,92;60;;
6664;молдинг 1.51.368 гибкий;1.51.368;Да;ВР002028729;6,11;69,75;;
6665;молдинг 1.51.364;1.51.364;Нет;ВР002028166;0,57;69,75;;
6666;элемент камина 1.64.001;1.64.001;Нет;ВР002025744;4;72,75;;
6667;элемент камина 1.64.002;1.64.002;Нет;ВР002025745;7;30;;
6668;элемент камина 1.64.003;1.64.003;Нет;ВР002025746;4;72,75;;
6670;карниз 1.50.277 гибкий;1.50.277;Да;ВР002028712;4,74;69,75;;
6671;молдинг 1.51.373 гибкий;1.51.373;Да;ВР002028734;3,4;69,75;;
6672;розетка 1.56.050;1.56.050;Нет;ВР002029526;;21;;
6674;архитрав 1.26.001 гибкий;1.26.001;Да;ВР002028539;8,75;77,1;;
6675;архитрав 1.26.002 гибкий;1.26.002;Да;ВР002028540;8,35;77,1;;
