IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP113
6145;"Москва, ""Тушинская"" Лепной декор";Волоколамское шоссе, 96, стр. 2;;;"""Тушинская"" Лепной декор";"""Тушинская"" Лепной декор";79 269 079 882;sale@lepnina-tushino.ru;sale@lepnina-tushino.ru;;;;;Нет;;3109
6146;"Курск, Салон-магазин ""Ремотделка"" (ИП Матвиенко В.В.)";проспект Победы, д. 26, 1 этаж;Салон декоративных покрытий Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;"4712397722; 4712397723";info@remotdel-ka.ru;sasin@remotdel-ka.ru;www.remotdel-ka.ru;09:00 - 18:00;10:00 - 17:00;10:00 - 15:00;Да;;3154
6148;Железногорск, ООО Ремотделка (ИП Матвиенко В.В.);улица Курская, д.74/2 (1 этаж);Салон декоративных покрытий Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;9100225007;info@remotdel-ka.ru;"sasin@remotdel-ka.ru ; korotkih@remotdel-ka.ru";www.remotdel-ka.ru;09:00 - 18:00;10:00 - 15:00;Выходной;Нет;;6147
6149;"Киев, БЦ ""Аполло"" (ООО ""Украинский дом декора"")";ул. Здолбуновская, 7 (4-й этаж);;;"ООО ""Украинский дом декора""";;"+38044 499 81 07; +38067 505 53 49";info@udd.com.ua;info@udd.com.ua;www.udd.com.ua;;;;Нет;;3251
6151;"Москва, Торговый комплекс ""Центр дизайна ""Ленинградский"" (ИП Будза С.В.)";Ленинградское шоссе, д. 25, этаж 2, стенд 1 ;"Торговый комплекс ""Центр дизайна Ленинградский""";Центр дизайна Ленинградский;ИП Будза С.В.;;"89060378109; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6152;"Москва, ТК ""Конструктор"" (ИП Будза С.В.)";"МКАД (25км) Торговый комплес ""Конструктор"" (Вторая линия), павильон № Б 2.7";ТК Конструктор;;ИП Будза С.В.;Б2.7;"89671206399; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6153;"Москва, Строительный двор ""Петровский"" (ИП Будза С.В.)";"Новорижского шоссе, 9км, в сторону Николо-Урюпино, Поздняково. Строительный двор ""Петровский"", павильон № А9";Строительный двор Петровский ;;ИП Будза С.В.;А9;"89037179913; 89035844334";info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
6155;"Подольск, Салон интерьера ""Лепной Декор"" (ИП Шаповалова Т.Н.)";"ул. Большая Серпуховская, 229, Т.Ц. ""Елисаветинский"", пав. 24-1 (ориентир - Гипермаркет ""Глобус"")";"Т.Ц. ""Елисаветинский""";;ИП Шаповалова Т.Н.;"Салон интерьера ""Лепной Декор""";"84955325475; 89661549009";zorroo83@mail.ru;classikdekor@yandex.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;6154
6156;"Москва, Салон интерьера ""Лепной Декор"" (ИП Шаповалова Т.Н.)";"Московская область, Красногорский р-н, Новорижское шоссе, 9км от МКАД, Т.Ц. ""Петровский"", пав. А-29";;;ИП Шаповалова Т.Н.;;79 031 600 741;89031600741@mail.ru;89031600741@mail.ru;;;;;Нет;;3109
6158;Анапа, Лепные Декоры (ИП Гредина А.В.);"шоссе Анапское, д. 1 ""Г"", пом. 349";;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 9034579738";anapa@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;6157
6160;"Кропоткин, Лепные Декоры, ТЦ ""Вега"" (ИП Гредина А.В.)";улица Красная, д. 217;ТЦ Галерея;;ИП Гредина Анжела Викторовна;Лепные Декоры;"8003338923; 8613876126";kropotkin@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;6159
6162;"Санкт-Петербург, Салон ""PITERRA"" (ТЦ ""Гарден Сити"")";поселок Лахта, Лахтинский проспект, 85-В, модуль А-11;"ТЦ ""Гарден Сити""";;ООО ПИТЕРРА;PITERRA;"8123198888; доб. 755";salongc@piterra.ru;shop@piterra.ru;www.piterra.ru;11:00 - 21:00;11:00 - 21:00;11:00 - 21:00;Да;;3196
6163;"Санкт-Петербург, Piterra Василеостровкий (ООО ""Питерра"")";ул. Железноводская, д. 3, 1 этаж, секция 86;Строймаркет «Василеостровский»;;"ООО ""Питерра""";PITERRA;"8124383940; доб. 704,705,706";shop@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3196
6164;"Санкт-Петербург, Салон ""PITERRA"" (МЦ «Гранд Каньон»)";ул. Шостаковича, д. 8, секция 121;МЦ «Гранд Каньон»;;ООО ПИТЕРРА;PITERRA;"8123198888; доб. 753";gk@piterra.ru;shop@piterra.ru;www.piterra.ru;11:00 - 21:00;11:00 - 21:00;11:00 - 21:00;Да;;3196
6165;"Москва, Салон ""PITERRA Outlet""";"МКАД (25км, внеш.) Торговый комплес ""Конструктор"", место 2.41.2";;;;"Салон ""PITERRA Outlet""";"+7 495 6909999; доб. 377, 378";;;;;;;Нет;;3109
6166;"Москва, Салон ""PITERRA"" (Центр Дизайна ""Артплей"")";Нижняя Сыромятническая, 10;"Центре Дизайна ""Артплей""";;ООО ПИТЕРРА;"Салон ""PITERRA""";"+7 495 6909999; доб. 375, 376";;;www.piterra.ru;10:00 - 19:00;11:00 - 19:00;Выходной;Нет;;3109
6167;"Москва, Салон ""PITERRA"" (МЦ ""Roomer"")";Ленинская Слобода, д. 26;отдельный салон;;ООО ПИТЕРРА;PITERRA;"4957776685; доб. 371, 372, 347   ";6909999@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
6192;"Благовещенск , Cалон-магазин интерьерных решений ""Deкор""";ул.Октябрьская, 130;;;"ООО ""Декор""";"Cалон-магазин интерьерных решений ""Deкор""";"+7 416 2771377; +7 416 2213939";dekordeluxe@bk.ru;dekordeluxe@bk.ru;;;;;Нет;;6191
6193;"Подольск, Торговый центр ""Шмель"" (ИП Шаповалова Т.Н.)";"ул. Юных Ленинцев, 61, Т.Ц. ""Шмель""";;;ИП Шаповалова Т.Н.;;74 955 324 945;zorroo83@mail.ru;classikdekor@yandex.ru;;;;;Нет;;6154
6197;"Москва, ТК ""Конструктор"" (ООО ""ПЕКО Логистик"")";"25км. МКАД, внешняя сторона, ТК ""Конструктор"", павильон 2-18 (второй этаж - лепнина); павильон Б1-18 (Галерея на улице ряд ""Б"")";"ТК ""Конструктор""";"Второй этаж Лепнина; Галерея на улице ряд ""Б""";"ООО ""ПЕКО Логистик""";"ООО ""ПЕКО Логистик""";"4957804271; 9096854018;";lepmarket@mail.ru;lepmarket@mail.ru;www.lepmarket.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6203;Великий Новгород, Салон «38 ПРЕДЛОЖЕНИЙ» (ИП Вакурова Л.М.);улица Псковская, д. 29, стенд 1;Собственное встроенное помещение;;ИП Вакурова Л.М.;Салон «38 ПРЕДЛОЖЕНИЙ»;9116075445;salon38@mail.ru;38pr@mail.ru;38pr.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 18:00;Да;;3299
6204;Казань, Декор - Европласт (Статус Кво);улица Горсоветская д. 33, 1 этаж;магазин-склад;Декор-Европласт;Статус Кво;Декор - Европласт;9872263355;zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;10:00 - 18:00;10:00 - 17:00;Да;;3260
6205;Краснодар, Отдел корпоративных продаж (ИП Гредина А.В.);улица 2-я Российская, д.162\1, этаж 2;;;ИП Гредина Анжела Викторовна;Отдел корпоративных продаж;"8003338923; 9654674466";v.dudin@l-decor.ru;e-shop@l-decor.ru;www.l-decor.ru;09:00 - 18:00;Выходной;Выходной;Нет;;3149
6209;Смоленск, Европласт (ООО «Артхолл плюс»);улица Маршала Жукова, д. 9;;;ООО «Артхолл плюс»;Малярный центр «Деруфа»,  салон «Европласт»;"4812388700; 9036496383";derufa-smolensk@yandex.ru;derufa-smolensk@yandex.ru;derufa-sm.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3338
6210;"Чебоксары, офис продаж ""Европласт"" (ИП Альхимович Г.А.)";Складской проезд, д. 6, этаж 2, офис 218, стенд 3;"ТСК ""Чувашгосснаб""";;ИП Альхимович Г.А.;"офис продаж ""Европласт""";9276666128;gossnab@sdel.ru;gossnab@sdel.ru;sdel.ru;08:00 - 18:00;08:00 - 17:00;08:00 - 16:00;Да;;3231
6232;Кострома, Компания «Измерение»;улица Шагова, д. 61 «А»;;;ИП Захаркина В.В.;Компания «Измерение»;4942456600;zakaz@newizmerenie.ru;;;09:00 - 18:00;10:00 - 15:00;Выходной;Нет;;3316
6234;"Красноярск, Интерьерный салон ""Палладио""";улица Молокова, д. 28, этаж 1;;;ИП Жижина Н.И.;"Интерьерный салон ""Палладио""";3912918618;baroccokrs@mail.ru;baroccokrs@mail.ru;palladio24.ru;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3152
6237;Курск, Оптово - розничный склад Ремотделка;улица Павлуновского, д. 133, стр. 1 и 2;Оптово - розничный склад Ремотделка;;ИП Матвиенко В.В.;ООО Ремотделка;9102138285;info@remotdel-ka.ru;sasin@remotdel-ka.ru;www.remotdel-ka.ru;09:00 - 17:00;09:00 - 16:00;09:00 - 15:00;Да;;3154
6240;"Елец, ООО ""Лидерстрой""";улица Московское шоссе, д. 5, пав. 19;"Магазин ""Лидерстрой""";Автостанция №2;"ООО ""Лидерстрой""";"Магазин ""Лидерстрой""";9202448866;;;;09:00 - 18:00; 09:00 - 16:00; 09:00 - 16:00;Да;;6239
6241;"Липецк, Салон ""Novita"", ИП Костин";улица Заводская площадь, д. 1 ;;"Мебельный салон ""Юнион""";ИП Костин;"Салон ""Novita""";9042979702;;ardekor@rambler.ru;;;;;Нет;;3331
6242;"Липецк, Декор-Студия ""Кардинал"", ИП Вострикова";улица Нововесовая, д. 24;;;ИП Вострикова;"Декор-Студия ""Кардинал""";9103523676;;ardekor@rambler.ru;;;;;Нет;;3331
6243;Липецк, ИП Шицько;улица 50 лет НЛМК, стр. 17;Петровский рынок;;ИП Шицько;Петровский рынок, Торговый павильон № 353;9042983449;;ardekor@rambler.ru;;08:30 - 15:30;08:30 - 15:30;08:30 - 15:30;Нет;Понедельник, Вторник;3331
6246;"Мончегорск, ООО ""СтройСтудия""";проспект Металлургов, д. 5;"салон-магазин ""СтройСтудия""";;"ООО ""СтройСтудия""";СтройСтудия;9021381858;s-studia.monch@mail.ru;s-studia.monch@mail.ru;;11:00 - 19:00;12:00 - 18:00;12:00 - 18:00;Да;;6245
6252;"Пенза, Магазин ""Обои из Европы"" (ИП Новиков Н.Н.)";улица Бакунина, д. 27;;;ИП Новиков Н.Н.;"магазин Обои из Европы, магазин ""Самоклеющая пленка""";"8412984058; 9053654747";;novikovnn@mail.ru;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Да;;3180
6254;"Пермь, ТЦ ""Радуга"", ЗАО ""Стройинтер""";улица 1-я Красноармейская, д. 8, пав. 2;"ТЦ ""Радуга""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422152434;;;;10:00 - 21:00;10:00 - 20:00;10:00 - 20:00;Да;;3182
6255;"Пермь, ТЦ ""Красивый Дом"", ЗАО ""Стройинтер""";улица Соликамская, д. 313а, пав. 1;"ТЦ ""Красивый Дом""";;"ЗАО ""Стройинтер""";"""Декоративка""";3422009146;;;;09:00 - 20:00;10:00 - 19:00;10:00 - 18:00;Да;;3182
6256;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 1;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"ООО ""ЭКЛЕКТИКА""";8112793575;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;Да;;3318
6257;"Псков, ООО ""Эклектика"" улица Л. Поземского";улица Л. Поземского, д. 92, пав. 28, секция 12;Строительный рынок на Алмазной;;"ООО ""Эклектика""";"ООО ""ЭКЛЕКТИКА"" ";9602258327;;;;09:00 - 18:00;09:00 - 16:00;09:00 - 16:00;Да;;3318
6259;Уфа, Ампир Декор (ИП Розет  Р.Р.);улица Айская, д. 84;;;ИП Розет  Р.Р.;Ампир Декор;"3472482721; 3472164842";ampirdecor@gmail.com;;www.ufa-rozet.ru;10:00 - 20:00;10:00 - 18:00;Выходной;Нет;;3223
6260;Уфа, Лепной Декор (ИП Розет А.Р.);Менделеева, д. 137, к.4, 1 этаж, бутик 2;"Торговый комплекс ""Новая Радуга""";напротив эскалатора,  линия обои;ИП Розет А.Р.;бутик лепной декор;"3472927328; 9373250157";andrey.rozet@mail.ru;rozetufa@gmail.com;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3223
6261;"Уфа, ИП Розет Р.Р, ""Элемент""";улица Кировоградская, д. 33, пав. 2;"ТСК ""Строительный рынок""";;ИП Розет Р.Р;"""Элемент""";3472238974;;;;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Нет;Понедельник;3223
6264;"Дербент, ООО ""ДЖЭН""";улица Гагарина, д. 101а;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";8724043437;firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru; 08:00 - 18:00; 08:00 - 18:00; 08:00 - 18:00;Да;;6263
6266;"Махачкала, ООО ""ДЖЭН""";улица Гамидова, д. 3а, цокольный этаж;;;"ООО ""ДЖЭН""";"ООО ""ДЖЭН""";"8722673635; 8722610988";firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;Да;;6265
6267;"Махачкала, ДЦ ""Daniela villa Design""";улица Дахадаева, д. 58, 2 этаж;;;"ДЦ ""Daniela villa Design""";"ДЦ ""Daniela villa Design""";"9187344800; 9674002533";dvdesign@bk.ru;info@lepidecor.ru;www.lepidecor.ru;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;6265
6273;"Якутск, ИП Чугунов Д.Г. ""Дом обоев 44""";ул. Автострада 50 лет Октября, д. 1;;;ИП Чугунов Д.Г.;"""Дом обоев 44""";9248652344;dom_oboev_44@mail.ru;dom_oboev_44@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;3239
6276;"Абакан, Салон отделочных материалов ""ЗОДЧИЕ"" на  Кирова";улица Кирова, д. 112;;;"ООО ""Зодчие""";"""Зодчие""";3902287711;ninazodchi@mail.ru;ninazodchi@mail.ru;;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3255
6279;Ростов-на-Дону, склад;улица Тибетская, д. 19, 1 этаж;;р-он улица Нагибина и улица Нариманова( за аквапарком Н20);ИП Левичев С.В.;склад;8632292081;nansena353@mail.ru;;www.kupidekor.ru;10:00 - 17:00;Выходной;Выходной;Нет;;3187
6281;Рязань, Вельвет (ИП Попков С.В.);ул. Горького, д. 50;Салон Вельвет;;ИП Попков С.В.;Вельвет;4912777141;pilot62@mail.ru;;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3189
6282;Рязань, Лайт (ИП Каширин И.А. );Первомайский проспект, д. 53/2;"Салон интерьера ""Лайт""";;ИП Каширин И.А.;"Салон интерьера ""Лайт""";4912990219;salonlight@mail.ru;;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3189
6284;Самара, магазин-склад FORROOM;18 км Московского шоссе, цокольный этаж;СТК Московский;;ООО Форрум;магазин-склад FORROOM;9023757576;;;;9:00 - 19:00;9:00 - 19:00;9:00 - 19:00;Нет;Понедельник;3192
6289;Мичуринск, Модный дом;улица Интернациональная, 52;;;Модный Дом;Модный Дом;9156662626;;;;09:00 - 18:00;09:00 - 15:00;Выходной;Нет;;3494
6294;"Сургут, Салон ""Архитектурный Декор"", проспект Мира";проспект Мира, д. 44/2;"Салон ""Архитектурный декор""";;"ООО ТК ""Архитектурный декор"" ИП Чащилов А.П.";"салон ""Архитектурный декор""";3462940040;galant379075@mail.ru;galant379075@mail.ru;www.decor-ad.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 19:00;Да;;3209
6295;"Тюмень, склад-магазин ""Архитектурный декор""";улица Д.Бедного, д. 96, стр. 6, 1 этаж;Склад г.Тюмень;;"ООО ТК ""Архитектурный декор""   ";"склад-магазин ""Архитектурный декор""";3452390125;sklad_galant@mail.ru;;www.decor-ad.ru;09:00 - 18:00;10:00 - 17:00;Выходной;Нет;;3220
6300;Новый Уренгой, Холл декора Малевич;пр. Губкина, 5;"ТЦ Вертолет ""Холл декора Малевич"", цокольный этаж";;"Два юр.лица: ИП Новицкий Эдуард Аркадьевич и ООО ""СТРОЙТОРГ""";Холл декора Малевич;9220522243;"nov_eduard@mail.ru;  nur_malevich@mail.ru";nov_eduard@mail.ru;;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;6299
6306;"Нефтеюганск, Магазин ""Art-Décor""";улица Набережная, д. 16;"Магазин ""Art-Décor""";;Сукиасян Артур Людвикович Индивидуальный предприниматель;"Магазин ""Art-Décor""";"3463220935; 3463222066";artur231087@ya.ru;artur231087@ya.ru;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;Да;;6305
6311;"Ярославль, Магазин ""Элит Интерьер"" (ИП Алекперов В.Г.; ИП Парецкий М.Г.)";улица Вспольинское поле, д. 10 ;"магазин  ""Элит Интерьер""";;ИП Парецкий М.Г.;Элит Интерьер;4852459699;yar459699@gmail.com;yar459699@gmail.com;www.1decor.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3237
6314;"Чита, ООО ""Респект ЛТД""";мкр. Геофизический, д.27, пав. 7;Строит рынок Солнечный;;"ООО ""Респект ЛТД""";Респект;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3235
6315;Чита, Магазин Респект , центральный склад;улица Инструментальная, д. 1А;Магазин Респект , центральный склад;;"ООО ""Респект ЛТД""";Респект;3022203398;dmitry_respect@mail.ru;dmitry_respect@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3235
6316;"Иваново, Декор-центр ""Арагон""";улица Крутицкая, д.14а, 1 этаж;"Декор-центр ""Арагон""";;"ООО ""Декор Коллекция""";"Декор-центр ""Арагон""";"4932580208; 9631529618";aragondeco@mail.ru;aragondeco@mail.ru;www.aragondeco.ru;10:00 - 19:00;10:00 - 17:00;11:00 - 17:00;Да;;3131
6317;Якутск, ИП Васильева Е.В.;улица Жорницкого, д. 35, этаж 3, пав. 307, стенд 2;"ТВК ""Строительный""";;ИП Васильева Е.В.;"""Антураж""";9142714112;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Да;;3239
6318;Московская обл, Одинцовский р-н, Новоивановское (ИП Филиппова К.О.);Московская обл., Одинцовский р-н, Новоивановское пгт, ул. Западная, д. 33, этаж 2,пав. 208;"ТЦ ""ЕвроСтройДом""";;ИП Филиппова К.О.;"Павильон 208 в ТЦ ""ЕвроСтройДом""";9854194030;esd@decogracia.ru;esd@decogracia.ru;decogracia.ru;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;Да;;3109
6322;Актау, салон Design Line, ТОО «Design Line»;14 микрорайон, д. 87, 1 этаж;Жилой дом;;ТОО «Design Line»;салон Design Line;7716550367;region1@evp.kz;zakaz@evp.kz;www.design-line.kz;10:00 - 18:00;10:00 - 18:00;Выходной;Нет;;3687
6323;Актобе, ТОО НАК Интерьер;ул. Газизы Жубановой, д.13, офис 1 (трехэтажное здание);Жилой дом;"угол братьев Жубановых, возле ресторана ""Славянка""";ТОО НАК Интерьер;Салон Simplex;"7784120508; 7132572078";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 17:00;Выходной;Нет;;3691
6324;Алматы, TOO Evolution Technologies (Абдуллиных, 64);ул. Абдуллиных, д. 64 (шестиэтажное здание, 1 этаж);Магазин;угол ул.Богенбай батыра;TOO Evolution Technologies;Салон Премьера;"7272221055; 7072127717";info@evp.kz;sales1@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3310
6326;Атырау, ИП Кунушева Г. Т.;Курмангазы, д. 55;ТЦ;рядом Каспий Свет;ИП Кунушева Г. Т.;"ТД""Рамазан""";7024242295;markombai@mail.ru;markombai@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;6325
6327;Атырау, ИП Нам И.С.;Азаттык, д. 46;Жилой дом;;ИП Нам И.С.;"Мебельный салон ""Яркий мир""";"7122252573; 7122252036";chp_nam_mebl@mail.ru;chp_nam_mebl@mail.ru;;09:30 - 18:30;09:30 - 16:00;Выходной;Нет;;6325
6328;"Караганда, ИП ""Studio MAGO""";улица Ленина, д. 25;Жилой дом;пересечение Ленина с Театральной;"ИП ""Studio MAGO""";Studio MAGO;"7010121444; 7212972954";studio@mago.kz;studio@mago.kz;;10:00 - 19:00;Выходной;Выходной;Нет;;3347
6329;Караганда, ТОО Magic house;улица Чкалова, д. 5;Жилой дом;рядом с городским Загсом;ТОО Magic house;"Салон-магазин ""Стиль-А"" ";"7759222796; 7212413122";"archsale12@gmail.com; arch-sale81@mail.ru; arch-sale76@mail.ru";;www.stil-a.kz;10:00 - 19:00;10:00 - 18:00;Выходной;Нет;;3347
6330;Караганда, ИП Хамитова;137 учетный квартал, строение 016 (Двухэтажное здание), 2 этаж;Строительный магазин;;ИП Хамитова;Салон Home project;"7078536144; 7474931642";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3347
6332;Павлодар, ИП Корниенко Н.А.;улица Павлова, д. 31, этаж 2;Торговый дом;угол ул.Суворова-Павлова, район ТД «Артур»;ИП Корниенко Н.А.;Салон DREAM HOUSE;"7011075225; 7182782952";;zakaz.evokz@mail.ru;;10:00 - 19:00;11:00 - 17:00;11:00 - 17:00;Да;;6331
6333;"Павлодар, TOO ""Эрго-П""";проспект  Кутузова , д. 169, этаж 2;Торговый дом;район Айгуль;"TOO ""Эрго-П""";СТО Автомир;"7019852519; 7281573571";;zakaz.evokz@mail.ru;;09:00 - 18:00;Выходной;Выходной;Нет;;6331
6334;"Павлодар, ИП ""Кон-Траст""";улица Циолковского, д. 30;Пром. База;угол ул.Циолковского-Ворушина;"ИП ""Кон-Траст""";"Салон ""Кон-Траст""";"7012235436; 7786364083";;zakaz.evokz@mail.ru;www.evp.kz;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;6331
6335;Павлодар, ИП Гартман И. В.;улица 1 Мая, д. 1;Жилой дом;угол ул.Торайгырова ;ИП Гартман И. В.;Стиль-Декор;"7022106812; 7182559990";;zakaz.evokz@mail.ru;;10:00 - 18:00;10:00 - 15:00;Выходной;Нет;;6331
6337;"Петропавловск, Студия Дизайна ""Декор"" (ТОО ""Дисконт-Север"")";улица Партизанская, д. 109, 1 этаж;;;"ТОО ""Дисконт-Север""";"Студия Дизайна ""Декор""";7773192321;region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;Выходной;Выходной;Нет;;6336
6338;Уральск, Эко Мебель (ТОО НАК Интерьер);ул. Абулхаирхана, д. 44, этаж 1;Торговый дом;;ТОО НАК Интерьер;Эко Мебель;"7112286191; 7781064300";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3689
6339;"Шымкент, (ТОО ""Evolution Technologies"")";ул. Туркестанская, д. 186, этаж 1;Магазин;;"ТОО ""Evolution Technologies""";"Салон ""Премьера""";"7252571831; 7010590024";info@evp.kz;shym.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3312
6341;Бельцы, ООО Элит Интерьер, ул. Михай Витязул, 56;улица Михай Витязул, д. 56;;;ООО Элит Интерьер;Маг. Elita Decor;"37323122288; 37368177791";decorru@yandex.ru;decorru@yandex.ru;;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3678
6342;Бельцы, ООО Элит Интериор, ул. Паровозная, д. 4;ул. Паровозная, д. 4;строительный рынок Твой Дом;;ООО Элит Интериор;Маг. Elita Décor;"37368177796; 37323122288";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;Выходной;Нет;;3678
6343;Кишинев, ООО Элит Интериор, ул. Александру чел Бун;ул. Александру чел Бун, д. 108/1;Маг. Elita Décor;;ООО Элит Интериор;Маг. Elita Decor;"37322838500; 37368822241";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 18:00;09:00 - 15:00;Выходной;Нет;;3297
6344;Кишинев, ООО Элит Интерьер, ул. Дечебал;улица ул. Дечебал, д. 23/1;Т.К.Жамбо;;ООО Элит Интерьер;Маг. Elita Decor;"37322884998; 37378822241";decorru@yandex.ru;decorru@yandex.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3297
6345;Кишинев, ООО Элит Интериор, ул. Каля Басарабией;улица Каля Басарабией, д. 4;Т.К. Амир;;ООО Элит Интериор;Маг. Elita Decor;"37322780047; 37368177144";decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md;09:00 - 17:00;09:00 - 15:00;09:00 - 15:00;Да;;3297
6350;Таллин, AVDS Group Ltd.;улица Kadaka tee  /  Кадака тее, 70С, этаж 2;Торговый центр (мебель, отделочные материалы);;AVDS Group Ltd.;Салон обоев и декора FiestaDesign;37255511090;info@fiestadesign.ee;info@fiestadesign.ee;www.fiestadesign.ee;10:00 - 19:00;11:00 - 17:00;Выходной;Нет;;6349
6352;Калуга, ИП Журавченков C.А.;улица переулок Воскресенский, д. 29;;;ИП Журавченков C.А.;Керамика Люкс;"4842795484; 4842591338";keramika_lux@mail.ru;keramika_lux@mail.ru;;10:00 - 19:00;10:00 - 17:00;10:00 - 17:00;Да;;3143
6353;"Псков, ООО ""Эклектика"" ул. Горького";улица Яна Райниса, д. 53;;;"ООО ""ЭКЛЕКТИКА""";Пристань;8112701053;;;;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3318
6354;"Псков, ООО ""Эклектика"" ул. Горького";улица Юбилейная, д. 32;;;"ООО ""ЭКЛЕКТИКА""";Капарол центр;8112581515;;;;09:00 - 18:00;09:00 - 16:00;Выходной;Нет;;3318
6384;Семипалатинск,  ТОО «Крафт»;проспект Шакарима, д. 12;Торговый центр;;ТОО «Крафт»;Домострой;"7222524306; 7222569197";;zakaz.evokz@mail.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;6383
6400;г. Щелково, Павильон Лепнина-Декор (ИП Мателин Н.А.);Щелковский р-он д. Набережная ул. Спартаковская д. 3 (23 км от МКАД Щелковское или Ярославское шоссе) Главное зданее;"ТК ""Сельпо""";Между Щелково-7 и Ивантеевкой (по навигатору д. Байбаки);ИП Мателин Н.А.;Павильон Лепнина-Декор;"4956491416; 9261012196";dtarasov16@yandex.ru;dtarasov16@yandex.ru;;09:00 - 18:30;09:00 - 18:30;09:00 - 18:30;Да;;6399
