IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP538;IP_PROP539;IP_PROP540;IP_PROP541;IP_PROP542;IP_PROP543;IP_PROP664;IP_PROP672;IP_PROP673;IP_PROP676;IP_PROP677;IP_PROP702;IP_PROP703;IP_PROP704;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP102;IP_PROP113;IC_GROUP0;IC_GROUP1;IC_GROUP2
50129;"Москва, РеВаДо (ООО &amp;quot;ГК РЕВАДО&amp;quot;, ООО &amp;quot;РЕМОНТ ВАШЕГО ДОМА&amp;quot;) ";;;г. Химки, Вашутинское шоссе, владение 18А, павильон В13;Строительный рынок «Химкинский двор»;;"ООО ""ГК РЕВАДО"", ООО ""РЕМОНТ ВАШЕГО ДОМА""";РеВаДо;"+7 (495) 120-66-64; +7 (495) 249-88-88";info@revado.ru;;e-dz.ru;09:00 - 19:00;;N;N;N;N;;;;;;[HTML]ППУ панели А+В;;N;;N;09:00 - 19:00;09:00 - 19:00;Y;;55.921926,37.40944;3109;;;
52330;"Москва, Термокит (ООО&amp;quot;Термокит&amp;quot;) ";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto;""><span><strong>ИП Алекперов&nbsp; В.Г&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; <br /></strong>""ТЯК Москва"", павильон № А-79&nbsp;&nbsp; <br />Тихорецкий бульвар 1 <br />тел.: +7&nbsp;926&nbsp;917 7756</span></p>
<p><span><strong>ИП Налбантов И.А. &nbsp;</strong>&nbsp; &nbsp;&nbsp;&nbsp; <br /></span><span style=""font-family: 'Arial','sans-serif'; color: black; font-size: 9pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">""ТЯ</span><span style=""font-family: 'Arial','sans-serif'; color: black; font-size: 9pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">К</span><span style=""font-family: 'Arial','sans-serif'; color: black; font-size: 9pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;""> Москва"", павильон № </span><span>В 133&nbsp;&nbsp; <br />Тихорецкий бульвар 1 <br /></span><span style=""font-family: 'Arial','sans-serif'; color: black; font-size: 9pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">тел.: +7&nbsp;926&nbsp;248 5019<br style=""mso-special-character: line-break;"" /></span></p>";;Дмитровское шоссе, д. 118, корп. 1, 1 этаж;"Торговый центр ""Мебель Сити""";;"ООО""Термокит""";Термокит;"+7 (499) 216-80-18; +7 (800) 775-14-11";opt@termokit.ru;;www.termokit.ru;09:00 - 21:00;;;;;;;;;retail;;[HTML]Тумба ППУ, Т композит;;N;;N;09:00 - 21:00;09:00 - 21:00;Y;;55.905725,37.544625;3109;;;
52539;"Великие Луки, Магазин-студия  (ООО &amp;quot;Эклектика Плюс&amp;quot; ) ";"<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>ООО ""Эклектика""</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>Рижский пр-т. д.70 а, магазин ""ЭКСПОСТРОЙ""</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span>тел./факс: +7&nbsp;811&nbsp;258 1515, +7&nbsp;960&nbsp;222 6552</span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span><a href=""http://www.eklectika.ru/"">www.eklectika.ru</a></span></p>
<p class=""MsoNormal"" style=""margin: 0cm 0cm 0pt;""><span><a href=""mailto:eklektika-pskov@yandex.ru"">eklektika-pskov@yandex.ru</a></span></p>";;Октябрьский пр-т, д. 138;;;"ООО ""Эклектика Плюс"" ";Магазин-студия ;+7 (906) 224-85-79;eklektika-vl@yandex.ru;eklektika-vl@yandex.ru;;09:00 - 18:00;;N;N;N;N;;;eklektika-vl@yandex.ru;;;;;N;;N;09:00 - 18:00;Выходной;N;;56.312612,30.514571;52538;;;
52572;"г. Егорьевск, СР &quot;Хозяин&quot; (Компания &quot;Седьмое небо&quot; ИП Пулькин П.В.) ";"<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><strong style=""mso-bidi-font-weight: normal;""><span>ТСК &laquo;Кунцево-2 &laquo;</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 6pt 0cm; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><span>55 км МКАД внешняя сторона </span></p>
<p><span style=""line-height: 115%;"">ИП Каюмов А.А. павильон ВВ 8-9 тел. +7&nbsp;495&nbsp;788 4925,+7&nbsp;495&nbsp;782 7727</span></p>
<p><span style=""line-height: 115%;""><span style=""line-height: 115%; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">График работы: 09:00-19:00, без выходных </span></span></p>";;г. Егорьевск,  ул. А.Невского, д. 2, пав. 70;"Строительный рынок ""Хозяин""";;"Компания ""Седьмое небо"" ИП Пулькин П.В.";"Строительный рынок ""Хозяин"" пав. 70";"9854591003; 9250502472";info@eu-kraski.ru;yarri@inbox.ru;yarri@inbox.ru;08:00 - 18:00;;;;;;;;;;;;;;;;08:00 - 15:00;08:00 - 15:00;Y;;55.375941273158,39.035197537434;3109;;;
52573;Москва, Евро-Краски (И.П. Заикин М.С.) ;"<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><strong style=""mso-bidi-font-weight: normal;""><span>ТСК &laquo;Кунцево-2 &laquo;</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 6pt 0cm; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><span>55 км МКАД внешняя сторона </span></p>
<p><span style=""line-height: 115%;"">ИП Каюмов А.А. павильон ВВ 8-9 тел. +7&nbsp;495&nbsp;788 4925,+7&nbsp;495&nbsp;782 7727</span></p>
<p><span style=""line-height: 115%;""><span style=""line-height: 115%; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">График работы: 09:00-19:00, без выходных </span></span></p>";;г. Коломна, Октябрьской революции, 387а, пав. 1;"Торговый Комплекс ""Коломенский Строитель""";;И.П. Заикин М.С.;Евро-Краски;"+7 (917) 508-30-50; +7 (496) 610-16-00";info@eu-kraski.ru;;eu-kraski.ru;09:00 - 18:00;;;;;;;;;subdealer;"ООО ""ПЛАНЕТА ДЕКОРА""";[HTML]Нарезка ППУ 40см, Т-композит, фасадная тумба;[HTML]02.02.23 - меняем стенд композит (оранжевый в утиль). Отгружаем фасадную тумбу;N;;N;09:00 - 16:00;09:00 - 16:00;Y;;55.081045,38.815363;3109;;;
52575;Москва, Лепнина (ИП Григорян С.А.) ;"<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><strong style=""mso-bidi-font-weight: normal;""><span>ТСК &laquo;Кунцево-2 &laquo;</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 6pt 0cm; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><span>55 км МКАД внешняя сторона </span></p>
<p><span style=""line-height: 115%;"">ИП Каюмов А.А. павильон ВВ 8-9 тел. +7&nbsp;495&nbsp;788 4925,+7&nbsp;495&nbsp;782 7727</span></p>
<p><span style=""line-height: 115%;""><span style=""line-height: 115%; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">График работы: 09:00-19:00, без выходных </span></span></p>";;г. Солнечногорск, ул. Красная, владение 1, пав. 11;"Торговый центр ""ПОСТРОЙКА""";;ИП Григорян С.А.;Лепнина;"+7 (926) 181-53-52; +7 (925) 931-54-55";laminatalepnina@mail.ru;;zelkeramik.ru;08:00 - 21:00;;;;;;;;;retail;;[HTML]ППУ тумба, панель композит;;N;;N;08:00 - 21:00;08:00 - 21:00;Y;;56.170535,37.003169;3109;;;
53162;"Салехард, Компания &amp;quot;Арт Триумф&amp;quot; (ООО «Новый Рим») ";<p><strong>ИП Чугунов Д.Г.</strong><br />Республика Саха, г.Якутск, ул. Жорницкого 33, <br />Строительный рынок, павильон 44<br />(4112) 746-100</p>;;ул.Республики, д. 77, 1 этаж;"Интерьерный салон ""Арт Триумф""";;ООО «Новый Рим»;"Компания ""Арт Триумф""";"+7 (349) 226-19-71; +7 (902) 816-19-71";rommus4371@mail.ru;n.stepina@decor-ad.ru;art-triumph.com;10:00 - 19:00;;N;N;N;N;;;n.stepina@decor-ad.ru;;;;;Y;;N;10:00 - 19:00;10:00 - 19:00;Y;;66.529746,66.631521;53164;;;
54367;Москва, Вывеска Лепнина (ИП Оленев А.Е.) ;"<p><strong>ООО Сити Лайн </strong><br />ТВЦ Никольский, павильон 3-37<br />Носовихинское шоссе д 4.&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; <br />тел.: +7 926 341 9647, <span>+7&nbsp;495&nbsp;782 5231</span></p>";;г.Балашиха, Носовихинское шоссе, владение 4, линия 2, пав.19;"ТК ""Никольский Парк""";;ИП Оленев А.Е.;Вывеска Лепнина;"+7 (925) 843-28-10; +7 (926) 397-10-01";novokocino3.63@gmail.com;;;09:00 - 18:00;;;;;;;;;retail;;[HTML]Нарезка ППУ;;N;;N;09:00 - 18:00;09:00 - 18:00;Y;;55.748944,37.887013;3109;;;
54371;Москва, Лепнина (ИП Оленев А.Е.) ;"<p><strong>ООО Сити Лайн </strong><br />Каширский двор 2, павильон&nbsp; П 6-2&nbsp; &nbsp;&nbsp; <br />Москва, Варшавское ш., 21&nbsp;&nbsp;&nbsp; <br />тел.: <span>+7</span><span>&nbsp;495&nbsp;&nbsp;782 5231</span></p>";;Каширское шоссе, д. 1, Каширский двор 2, павильоны №8-12;Рынок Каширский Двор №2;;ИП Оленев А.Е.;Лепнина;"+7 (926) 341-96-47; +7 (925) 712-47-78";dolgushevanatalia@mail.ru;;;09:00 - 18:00;;;;;;;;;retail;;[HTML]Нарезка ППУ, фасад панель, образец балюстрады;;N;;N;09:00 - 18:00;09:00 - 18:00;Y;;55.674007,37.629301;3109;;;
56046;"Актау, Салон &amp;quot;Real Decor&amp;quot; (ИП Мамбеталина К.Б.) ";;;мкр.12, д.17, 1 этаж;Жилой дом;;ИП Мамбеталина К.Б.;"Салон ""Real Decor""";+7 (701) 210-42-22;region1@premiera.kz;zakaz@premiera.kz;www.realdecor.kz;10:00 - 19:00;;N;N;N;N;;;region1@premiera.kz;;;;;N;;N;10:00 - 18:00;10:00 - 18:00;Y;;43.657219,51.150075;3687;;;
56899;"Раменское, Лепнина (ООО &quot;ПЛАНЕТА ДЕКОРА&quot;) ";"<p><strong>Компания &laquo;Планета Декора&raquo; </strong><br />г.Раменское, ул.Михалевича, д.51, оф.23<br />+7 (926) 823-18-36, +7 (926) 274-70-37<br /><a href=""mailto:planeta-decora@mail.ru"">planeta-decora@mail.ru</a><br /><a href=""http://www.planeta-decora.ru"">www.planeta-decora.ru</a></p>";;Московская область, г. Раменское, ул. Транспортный проезд, д. 1-Б;"Офис и склад на территории ТК ""Стройдвор""";Складской комплекс за автомойкой;"ООО ""ПЛАНЕТА ДЕКОРА""";Лепнина;"+7 (499) 755-52-27; +7 (800) 222-52-27";planeta-decora@mail.ru;;planeta-decora.ru;08:30 - 17:00;;N;N;N;N;;;;retail;;[HTML]4 панели ППУ, Мавритания панель 1-2, Т композит, образец балюстрады;;Y;;N;Выходной;Выходной;N;;55.560963,38.26405;3263;;;
58799;"Новокузнецк, магазин &amp;quot;Ламинат-НК&amp;quot; (ООО &amp;quot;СКД&amp;quot;) ";;;проспект Строителей, д. 55а, этаж 1;"БЦ ""Новый офис""";;"ООО ""СКД""";"магазин ""Ламинат-НК""";+7 (3843) 46-07-92;novoboi@yandex.ru;;www.nov-oboi.ru;09:00 - 19:00;;N;N;N;N;;;;subdealer;"ООО ""ДЕКОЛЕ""";;;N;;N;10:00 - 16:00;Выходной;N;;53.771334,87.119368;3696;;;
58801;"Новокузнецк, дизайн-студия &amp;quot;Zeta Style&amp;quot; (ООО &amp;quot;Зета-Стиль&amp;quot;) ";;;пр-кт Н.С.Ермакова, д. 22, этаж 1;;;"ООО ""Зета-Стиль""";"дизайн-студия ""Zeta Style""";+7 (3843) 32-87-27;zeta-style@mail.ru;;;10:00 - 18:00;;N;N;N;N;;;;subdealer;"ООО ""ДЕКОЛЕ""";;;N;;N;11:00 - 16:00;Выходной;N;;53.766761,87.137675;3696;;;
59643;Туймазы, магазин КЕРАМА МИКС (ИП Добрин Р.Е.) ;;;ул. Советская, д. 3, строение 5А, этаж 1 (стенд);;Автовокзал;ИП Добрин Р.Е.;магазин КЕРАМА МИКС;+7 (917) 476-77-07;r.dobrin2014@yandex.ru;;;09:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Розет Р.Р.;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;54.610147,53.706273;59639;;;
59710;Москва, ТК Мельница (ИП ОЛТУ И.В.) ;"<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><strong style=""mso-bidi-font-weight: normal;""><span>ТСК &laquo;Кунцево-2 &laquo;</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 6pt 0cm; tab-stops: 133.65pt 285.65pt 451.65pt 633.65pt 840.65pt 992.65pt 1040.65pt 1088.65pt 1136.65pt 1184.65pt;""><span>55 км МКАД внешняя сторона </span></p>
<p><span style=""line-height: 115%;"">ИП Каюмов А.А. павильон ВВ 8-9 тел. +7&nbsp;495&nbsp;788 4925,+7&nbsp;495&nbsp;782 7727</span></p>
<p><span style=""line-height: 115%;""><span style=""line-height: 115%; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: RU; mso-ansi-language: RU; mso-bidi-language: AR-SA;"">График работы: 09:00-19:00, без выходных </span></span></p>";;"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон А12/8";;;ИП ОЛТУ И.В.;ТК Мельница;"+7 (495) 411-27-41; +7 (916) 942-13-22";igolt@mail.ru;;www.Lepninatop.ru;08:00 - 19:00;;;;;;;;;retail;;[HTML]Нарезка 40см, Мавритания панель 1-2, 3-4, Т Композит, Фасадная тумба, образец балюстрады;;N;;N;08:00 - 19:00;08:00 - 19:00;Y;;55.613812,37.487711;3109;;;
59713;Москва, ТК Молоток (ИП ОЛТУ И.В.) ;;;г. Подольск, проезд Авиаторов, 1, пав. А-32;"ТЦ ""МОЛОТОК 2""";;ИП ОЛТУ И.В.;ТК Молоток;"+7 (495) 411-27-41; +7 (916) 942-13-22";igolt@mail.ru;;www.Lepninatop.ru;09:00 - 20:00;;;;;;;;;retail;;[HTML]Нарезка 30см, панель композит, Мавритания панель 1-2, ППУ Т-образный ;;N;;N;10:00 - 20:00;10:00 - 20:00;Y;;55.459908,37.557865;3109;;;
59715;Москва, г. Люберцы, Строймаркет (ИП ОЛТУ И.В.) ;;;г.Люберцы, Новорязанское шоссе, 25-й километр, с16, пав. 27Б, 16Б;Строймаркет;;ИП ОЛТУ И.В.;27Б, 16Б;"4954112741; 9169421322";igolt@mail.ru;igolt@mail.ru;www.Lepnina-store.ru;09:00 - 19:00;;;;;;;;;;;;;;;;09:00 - 19:00;09:00 - 19:00;Y;;55.635321985737,37.926165121283;3109;;;
63565;Москва, ЛЕПНИНА  (ИП Алимирзаев А.М.) ;;;Московская обл., Можайское шоссе, рабочий посёлок Новоивановское, ул. Западная, с100, цокольный этаж, пав. D2;МОЖАЙСКИЙ ДВОР;;ИП Алимирзаев А.М.;ЛЕПНИНА ;+7 (926) 159-47-72;capenkova01@mail.ru;;;09:00 - 19:00;;N;N;N;N;;;;retail;;[HTML]Тумба ППУ, Т Мавритания, Т композит, нарезка ППУ 30см;[HTML]С 28.07.23 работаем напрямую. Ранее работали через ЕВРОДЕК(Селимов Гайдар);N;;N;09:30 - 19:00;09:30 - 19:00;Y;;55.712501,37.374366;3109;;;
64755;"Лениногорск, Магазин &quot;Каскад&quot; (ИП Мягдеев М.Р.) ";;;ул. Чайковского, д. 1;Отдельно стоящее здание, магазин;;ИП Мягдеев Марат Равилевич;"Магазин ""Каскад""";8559525662;kaskad.dubochki@mail.ru;kaskad.dubochki@mail.ru;;08:00 - 19:00;;N;N;N;N;;;evroplastkazan@yandex.ru, 5220454@mail.ru;;;;;;;;08:00 - 18:00;08:00 - 18:00;Y;;54.595261725523,52.472727880083;64754;;;
64956;Нижний Тагил, Студия интерьерных решений San Marco (ИП Калакуцкий М.А.) ;;;ул. Октябрьской революции, д.66 (5 этаж), образцы, инсталляция;ЦУМ;"Торговый центр ""ЦУМ""";ИП Калакуцкий М.А.;Студия интерьерных решений San Marco;+7 (3435) 42-12-48;dp2815@yandex.ru;;color-nt.ru;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 19:00;10:00 - 18:00;Y;;57.918199,59.984117;3522;;;
64957;Нижний Тагил, магазин отделочных материалов SULTAN (ИП Султанов А.Р.) ;;;ул. Ленина, д.13 (2 этаж), образцы, инсталляция;;;ИП Султанов А.Р.;магазин отделочных материалов SULTAN;+7 (3435) 37-90-41;info@isultan.ru;;isultan.ru;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;57.907116,59.956992;3522;;;
64993;Серов, Салон Интерьерных решений Марабу (ИП Михайлова Н.С.) ;"<p><strong>ООО ""Торговая компания ""Дект""</strong><br />Екатеринбург, ул. Луначарского, д. 137, офис 1<br />тел.: +7 343 350 4672, +7 343 345 8696, +7 343 355 4986,<br />+7 343 355 3524, +7 343 217 8043(44), +7 343 355 35 24<br /><a href=""http://decor.su"">http://decor.su</a><br /><a href=""mailto:opt@dekt.ru"">opt@dekt.ru</a>, <a href=""mailto:dekt@dekt.ru"">dekt@dekt.ru</a></p>";;ул. Карла Маркса, 26, офис 4 (образцы);;;ИП Михайлова Н.С.;Салон Интерьерных решений Марабу;+7 (343) 857-53-63;marabu-tdrus@mail.ru;;;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;59.603067,60.585636;64992;;;
64995;"Качканар, Магазин обоев &amp;quot;ТехностройДекор&amp;quot; (ООО &amp;quot;Технострой-Декор&amp;quot;) ";"<p><strong>ООО ""Торговая компания ""Дект""</strong><br />Екатеринбург, ул. Луначарского, д. 137, офис 1<br />тел.: +7 343 350 4672, +7 343 345 8696, +7 343 355 4986,<br />+7 343 355 3524, +7 343 217 8043(44), +7 343 355 35 24<br /><a href=""http://decor.su"">http://decor.su</a><br /><a href=""mailto:opt@dekt.ru"">opt@dekt.ru</a>, <a href=""mailto:dekt@dekt.ru"">dekt@dekt.ru</a></p>";;ул. Качканарская, 2б (образцы);;;"ООО ""Технострой-Декор""";"Магазин обоев ""ТехностройДекор""";+7 (343) 413-10-51;tsdekor@bk.ru;;;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 17:00;10:00 - 17:00;Y;;58.702172,59.488459;64994;;;
64997;"Новоуральск, Салон интерьера и мебели Да Винчи (ООО &amp;quot;ДаВинчи&amp;quot;) ";"<p><strong>ООО ""Торговая компания ""Дект""</strong><br />Екатеринбург, ул. Луначарского, д. 137, офис 1<br />тел.: +7 343 350 4672, +7 343 345 8696, +7 343 355 4986,<br />+7 343 355 3524, +7 343 217 8043(44), +7 343 355 35 24<br /><a href=""http://decor.su"">http://decor.su</a><br /><a href=""mailto:opt@dekt.ru"">opt@dekt.ru</a>, <a href=""mailto:dekt@dekt.ru"">dekt@dekt.ru</a></p>";;ул. Комсомольская, 18, 2 этаж (образцы);ТЦ Территория;;"ООО ""ДаВинчи""";Салон интерьера и мебели Да Винчи;"+7 (343) 707-51-15; +7 (904) 171-99-07";salon66@bk.ru;;davinchi66.ru;11:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;11:00 - 19:00;11:00 - 19:00;Y;;57.249951,60.074819;64996;;;
64998;"Новоуральск, магазин &amp;quot;Строй Решение&amp;quot; (ИП Дедюхина А.И.) ";"<p><strong>ООО ""Торговая компания ""Дект""</strong><br />Екатеринбург, ул. Луначарского, д. 137, офис 1<br />тел.: +7 343 350 4672, +7 343 345 8696, +7 343 355 4986,<br />+7 343 355 3524, +7 343 217 8043(44), +7 343 355 35 24<br /><a href=""http://decor.su"">http://decor.su</a><br /><a href=""mailto:opt@dekt.ru"">opt@dekt.ru</a>, <a href=""mailto:dekt@dekt.ru"">dekt@dekt.ru</a></p>";;ул. Крупской, 11 (образцы, инсталляция);;;ИП Дедюхина А.И.;"магазин ""Строй Решение""";+7 (343) 709-19-34;str-nv@bk.ru;;stresh.info-torg.ru;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 16:00;10:00 - 16:00;Y;;57.243682,60.092243;64996;;;
64999;"Первоуральск, магазин &amp;quot;Галерея Керамики&amp;quot; (ИП Францкевич М.А.) ";;;ул. Ленина, д.25а, образцы;;;ИП Францкевич М.А.;"магазин ""Галерея Керамики""";+7 (343) 922-13-32;luxkeramika@yandex.ru;;gk196.ru;09:00 - 20:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 19:00;10:00 - 19:00;Y;;56.913919,59.941664;3556;;;
65001;г. Лесной, компания ART Дизайн  ;;;ул. Ленина, 5а (образцы);;;"ООО ""ART Дизайн""";компания ART Дизайн;3434270833;artdesign4@yandex.ru;info@evroplast-ekaterinburg.ru ;artlesnoy.ru;11:00 - 19:00;;N;N;N;N;;;info@evroplast-ekaterinburg.ru;;;;;;;;11:00 - 16:00;11:00 - 16:00;Y;;58.6336197,59.8005835;65000;;;
65003;"Ирбит, &amp;quot;Центр дизайна&amp;quot; (ИП Кузеванова В.А.) ";;;ул. Советская, 94;"""Центр дизайна""";;ИП Кузеванова В.А.;"""Центр дизайна""";"+7 (3435) 57-00-77; +7 (958) 883-74-47";info@70077.ru;;70077.ru;10:00 - 18:30;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 18:30;Выходной;N;;57.669917,63.074965;65002;;;
65005;"Ревда, магазин &amp;quot;7 квадратных метров&amp;quot; (ИП Епифанова Е.В.) ";;;ул. О.Кошевого, д.31 (образцы);;;ИП Епифанова Е.В.;"магазин ""7 квадратных метров""";+7 (922) 211-24-78;sevencom777@mail.ru;;;10:00 - 19:00;;N;N;N;N;;;;subdealer;ИП Мельников М.Ю.;;;N;;N;10:00 - 17:00;10:00 - 17:00;Y;;56.79489,59.911304;65004;;;
66547;"Междуреченск, Центр дизайна &quot;Доминанта&quot; (ИП Мухорчева) ";"<p><strong>Студия ""Гранд Декор""</strong><br />Кемерово, пр. Ленина 81-А<br />тел.: +7 384 235 9663<br /><a href=""http://www.granddekor.ru"">www.granddekor.ru</a><br /><a href=""mailto:mail@granddekor.ru"">mail@granddekor.ru</a></p>";;ул. Лазо, д.35, этаж 1;;;ИП Мухорчева;"Центр дизайна ""Доминанта""";9236303663;dominanta42@gmail.com;;доминанта42.рф;10:00 - 19:00;;N;N;N;N;;;lepnina@granddekor.ru;;;;;;;;10:00 - 19:00;Выходной;N;;53.681536690974,88.086952938064;66545;;;
66638;"Южно-Сахалинск, интерьерный салон Марина (ООО &amp;quot;ПРАЙМ САХ&amp;quot;) ";"<p style=""margin: 6pt 0cm;""><strong><span style=""font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; color: black;""><span style=""font-size: small;"">Торговый комплекс &laquo;ТВОЙ ДОМ&raquo;</span></span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 170.65pt 352.65pt;""><span style=""font-family: Calibri;""><span style=""font-size: small;""><span style=""color: black; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-fareast-language: RU;"">Москва, </span><span style=""color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-fareast-language: RU;"">24 км МКАД</span></span><span style=""color: black; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-fareast-language: RU;""></span></span></p>
<p class=""MsoNormal"" style=""line-height: normal; margin: 0cm 0cm 0pt; tab-stops: 170.65pt 352.65pt;""><span style=""font-family: Calibri;""><strong><span style=""color: black; font-size: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-fareast-language: RU;"">ИП Алекперов<span style=""mso-spacerun: yes;"">&nbsp; </span>В.Г</span></strong><span style=""color: black; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri; mso-fareast-language: RU;""><span style=""font-size: small;""> - Элит Интерьер +7&nbsp;926&nbsp;917 7765</span></span></span></p>";;пр. Победы, 19/1 ;интерьерный салон Марина;;"ООО ""ПРАЙМ САХ""";интерьерный салон Марина;"+7 (4242) 55-62-68; +7 (4242) 25-52-59";interiorsalonsakh@gmail.com;interiorsalonsakh@gmail.com;;10:00 - 19:00;;N;N;N;N;;;interiorsalonsakh@gmail.com;retail;;;[HTML]интерьерный салон Марина;Y;+7 (4242) 55-62-68;N;11:00 - 16:00;Выходной;N;;46.949907,142.74978;6132;;;
