ID;Организация; Точка  продажи ; Город  (для  скидки) ;Адрес; ТЦ  Рынок  и  пр ; Ориентир  для  поиска ;Телефоны;email; email  для  заказа ; ссылка  на  сайт  дилера ;Будни;Суббота;Воскресенье; Доп.  выходные ; Без  выходных ;Карта;Доставка;Монтаж;Обмен/возврат;Склад; Способы  оплаты ;Дополнительно
﻿3836; ООО  Форрум ; магазин-склад  FORROOM ;Самара; улица  Гая,  д.  36,  1  этаж ;;;8462029772;;;; 9:00  -  19:00 ;Выходной;Выходной;;N;53.212705999927,50.166497822046;N;N;N;N;;
﻿3837; ИП  Филиппова  К.О. ; Бутик  №25  в  ТЦ  "Три  Кита" ;Москва; Минское  шоссе,  ул.  Луговая  д.1,  ТЦ  "Три  Кита",  бутик  №25 ; ТЦ  "Три  Кита" ;; 4957803713,  9161928615 ;filippova.trikita@mail.ru;ekaterina@decogracia.ru;decogracia.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.7024233194,37.3558325019;N;N;N;N;;
﻿3842; Europlastas    /    Европластас ; Europlastas    /    Европластас ;Вильнюс; Vilnius,  S.  Žukausko  g.4 ; Салон  лепнины  Европласт ;; 37067821777,  37060219556 ;europlastas@gmail.com;europlastas@gmail.com;www.europlastas.com; 10:00  -  18:00 ; 10:00  -  15:00 ;Выходной;;N;54.708391,25.2925067;N;N;N;N;;
﻿3843; ИП  Кисeлева  Л.С. ; Салон  интерьера  "АP-DEKO" ;Курган; улица  Пушкина,  д.  25  (1  этаж),  образцы,  витрина ; ТЦ  Пушкинский ; справа  от  центрального  входа ; 3522600689,  9128355889 ;ar-deco2010@mail.ru;info@evroplast-ekaterinburg.ru; в  работе ; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;55.4321385978,65.3191266442;N;N;N;N;;
﻿6116; ООО  "Зеленый  коридор"    ИП  Фетисова  Л.Г. ; ТД  "СИНТИ" ;Рязань; Московское  шоссе,  д.  6В,  1  этаж ; Торговый  центр  "DEPO" ;; 4912460046,  4912460047 ;opt@cinti.ru;opt@cinti.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  18:00 ;;Y;54.6328174399,39.7020783793;N;N;N;N;;
﻿6118; ИП  Виситаев ; салон-магазин  "Декор" ;Грозный; улица  Автурханова,  д.  26 ;;; 9280028487,  9288984850 ;sanke@rambler.ru;info@lepidecor.ru;www.lepidecor.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;43.3192329893,45.6825662983;N;N;N;N;;
﻿6121; ИП  Виситаев ; офис-склад  "Декор" ;Гудермес; г.  Гудермес,  Трасса  Ростов-Баку,  Трасса  М29  "Кавказ"  напротив  АЗС  Башлам ;; Широта:  43°20?10.16?N  (43.336155)  Долгота:  46°6?34.25?E  (46.109514) ; 9280028487,  9289656462 ;sanke@rambler.ru;info@lepidecor.ru;www.lepidecor.ru; 08:00  -  18:00 ; 08:00  -  18:00 ; 08:00  -  18:00 ;;Y;43.336155,46.109514;N;N;N;N;;
﻿6122; ИП  Пихтова  Л.А. ; Салон  декора  Европласт ;Вологда; улица  Сергея  Преминина,  д.  10 ; ТЦ  Омега ; Отдельный  вход  с  левого  торца ; 8172713096,  9315037376 ;evroplast.35@mail.ru;evroplast.35@mail.ru;; 10:00  -  18:00 ; 10:00  -  18:00 ;Выходной;;N;59.200509987,39.8777024749;N;N;N;N;;
﻿6129; ИП  Алекперов  В.Г. ; Архитектурный  декор-Фрески ;Москва; 25км  МКАД,  внешняя  сторона,  ТК  "Конструктор",  павильон  П  2-15 ; ТК  "Конструктор" ;; 9268429960,  9251340354 ;decorru@yandex.ru;decorru@yandex.ru;www.1decor.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.5832794468,37.7114856394;N;N;N;N;;
﻿6141; ООО  "Элит  Дом" ; салон  "Элит  Дом" ;Симферополь; пер.  Сторожевой  /  Евпаторийское  шоссе  ,  д.  1/3,  жилой  дом,  этаж  1 ;;; 3652563266,  9788562233 ;elitdom@ukr.net;ofic.elitdom@mail.ru;www.vita-color.ru; 09:00  -  18:00 ;Выходной;Выходной;;N;44.9663182655,34.0825758221;N;N;N;N;;
﻿6143; ООО  "Элит  Дом" ; салон  "Oikos" ;Симферополь; улица  Киевская,  д.  179,  жилой  дом,  офис  №2 ;;;9787333255;oikos-crimea@ro.ru;ofic.elitdom@mail.ru;www.vita-color.ru; 09:00  -  18:00 ;Выходной;Выходной;;N;44.9828859943,34.0909505103;N;N;N;N;;
﻿6144; ООО  "Элит  Дом" ; салон  "Spiver" ;Симферополь; улица  Киевская,  д.  179-Б,  жилой  дом,  офис  №  3-4 ;;;9788562244;ofic.elitdom@mail.ru;ofic.elitdom@mail.ru;www.vita-color.ru; 09:00  -  18:00 ;Выходной;Выходной;;N;44.9835332049,34.0903336022;N;N;N;N;;
﻿6146; ИП  Матвиенко  В.В. ; ООО  Ремотделка ;Курск; проспект  Победы,  д.  26 ; Салон  декоративных  покрытий  Ремотделка ;; 4712397722,  4712397723 ;info@remotdel-ka.ru; sasin@remotdel-ka.ru  ;  korotkih@remotdel-ka.ru ;www.remotdel-ka.ru; 09:00  -  18:00 ; 10:00  -  17:00 ;Выходной;;N;51.779679,36.1737117288;N;N;N;N;;
﻿6148; ИП  Матвиенко  В.В. ; ООО  Ремотделка ;Железногорск; улица  Курская,  д.74/2  (1  этаж) ; Салон  декоративных  покрытий  Ремотделка ;;9100225007;info@remotdel-ka.ru; sasin@remotdel-ka.ru  ;  korotkih@remotdel-ka.ru ;www.remotdel-ka.ru; 09:00  -  18:00 ; 10:00  -  15:00 ;Выходной;;N;52.3418997093,35.3558528945;N;N;N;N;;
﻿6149; ООО  "Украинский  дом  декора" ;;Киев; ул.  Здолбуновская,  7  (4-й  этаж) ;;; +38044  499  81  07,  +38067  505  53  49 ;info@udd.com.ua;info@udd.com.ua;www.udd.com.ua;;;;;N;50.4100030522,30.6035256884;N;N;N;N;;
﻿6151; ИП  Будза  С.В. ;;Москва; Ленинградское  шоссе,  д.  25,  этаж  2,  стенд  1   ; Торговый  комплекс  "Центр  дизайна  Ленинградский" ; Центр  дизайна  Ленинградский ; 89060378109,  89035844334 ;info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.828016039,37.4893759067;N;N;N;N;;
﻿6152; ИП  Будза  С.В. ;Б2.7;Москва; МКАД  (25км)  Торговый  комплес  "Конструктор"  (Вторая  линия),  павильон  №  Б  2.7 ; ТК  Конструктор ;; 89671206399,  89035844334 ;info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.5832794468,37.7114856394;N;N;N;N;;
﻿6153; ИП  Будза  С.В. ;А9;Москва; Новорижского  шоссе,  9км,  в  сторону  Николо-Урюпино,  Поздняково.  Строительный  двор  "Петровский",  павильон  №  А9 ; Строительный  двор  Петровский   ;; 89037179913,  89035844334 ;info@lepnostyle.ru;info@lepnostyle.ru;www.lepnostyle.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.7845487164,37.2367435574;N;N;N;N;;
﻿6163; ООО  "Питерра" ;PITERRA;Санкт-Петербург; ул.  Железноводская,  д.  3,  1  этаж,  секция  86 ;Строймаркет «Василеостровский»;; 8124383940,  доб.  704,705,706 ;salongelezka@piterra.ru;shop@piterra.ru;www.piterra.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;59.953101,30.259202;N;N;N;N;;
﻿6167; ООО  ПИТЕРРА ;PITERRA;Москва; Ленинская  Слобода,  д.  26 ; отдельный  салон ;; 4957776685,  доб.  371,  372,  347       ;6909999@piterra.ru;shop@piterra.ru;www.piterra.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;55.7099798853,37.6544050172;N;N;N;N;;
﻿6192; ООО  "Декор" ; Cалон-магазин  интерьерных  решений  "Deкор" ; Благовещенск   ; ул.Октябрьская,  130 ;;; +7  416  2771377,  +7  416  2213939 ;dekordeluxe@bk.ru;dekordeluxe@bk.ru;;;;;;N;50.2703973709,127.539443577;N;N;N;N;;
﻿6203; ИП  Вакурова  Л.М. ; Салон  «38  ПРЕДЛОЖЕНИЙ» ; Великий  Новгород ; улица  Псковская,  д.  29,  стенд  1 ; Собственное  встроенное  помещение ;; 8162961138,  9116000038 ;salon38@mail.ru;salon38@mail.ru;38pr.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  18:00 ;;Y;58.5079771244,31.2330127991;N;N;N;N;;
﻿6204; Статус  Кво ; Декор  -  Европласт ;Казань; улица  Горсоветская  д.  33,  1  этаж ;магазин-склад;Декор-Европласт;9872263355;zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  17:00 ;;Y;55.8161240204,49.0850530172;N;N;N;N;;
﻿6209; ООО  «Артхолл  плюс» ; Малярный  центр  «Деруфа»,    салон  «Европласт» ;Смоленск; улица  Маршала  Жукова,  д.  9 ;;; 4812388700,  9036496383 ;derufa-smolensk@yandex.ru;derufa-smolensk@yandex.ru;derufa-sm.ru; 10:00  -  19:00 ; 10:00  -  18:00 ;Выходной;;N;54.7790642015,32.0547041019;N;N;N;N;;
﻿6232; ИП  Захаркина  В.В. ; Компания  «Измерение» ;Кострома; улица  Шагова,  д.  61  «А» ;;;4942456600;zakaz@newizmerenie.ru;;; 09:00  -  18:00 ; 10:00  -  15:00 ;Выходной;;N;57.7705647975,40.9432721485;N;N;N;N;;
﻿6234; ИП  Жижина  Н.И. ; Интерьерный  салон  "Палладио" ;Красноярск; улица  Молокова,  д.  28,  этаж  1 ;;;3912918618;baroccokrs@mail.ru;baroccokrs@mail.ru;palladio24.ru; 10:00  -  19:00 ; 10:00  -  18:00 ;Выходной;;N;56.0445598891,92.9092761485;N;N;N;N;;
﻿6237; ИП  Матвиенко  В.В. ; ООО  Ремотделка ;Курск; улица  Павлуновского,  д.  133,  стр.  1  и  2 ; Оптово  -  розничный  склад  Ремотделка ;;9102138285;info@remotdel-ka.ru;sasin@remotdel-ka.ru;www.remotdel-ka.ru; 09:00  -  17:00 ; 09:00  -  16:00 ; 09:00  -  15:00 ;;Y;51.7373361208,36.1524375516;N;N;N;N;;
﻿6241; ИП  Костин ; Салон  "Novita" ;Липецк; улица  Заводская  площадь,  д.  1   ;; Мебельный  салон  "Юнион" ;9042979702;;ardekor@rambler.ru;;;;;;N;52.6346949117,39.6632736994;N;N;N;N;;
﻿6242; ИП  Вострикова ; Декор-Студия  "Кардинал" ;Липецк; улица  Нововесовая,  д.  24 ;;;9103523676;;ardekor@rambler.ru;;;;;;N;52.5696119855,39.4818784479;N;N;N;N;;
﻿6243; ИП  Шицько ; Петровский  рынок,  Торговый  павильон  №  353 ;Липецк; улица  50  лет  НЛМК,  стр.  17 ; Петровский  рынок ;;9042983449;;ardekor@rambler.ru;; 08:30  -  15:30 ; 08:30  -  15:30 ; 08:30  -  15:30 ; Понедельник,  Вторник ;N;52.5867668712,39.5804907755;N;N;N;N;;
﻿6254; ЗАО  "Стройинтер" ;"Декоративка";Пермь; улица  1-я  Красноармейская,  д.  8,  пав.  2 ; ТЦ  "Радуга" ;;3422152434;;;; 10:00  -  21:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;58.0018228247,56.2659213816;N;N;N;N;;
﻿6255; ЗАО  "Стройинтер" ;"Декоративка";Пермь; улица  Соликамская,  д.  313а,  пав.  1 ; ТЦ  "Красивый  Дом" ;;3422009146;;;; 09:00  -  20:00 ; 10:00  -  19:00 ; 10:00  -  18:00 ;;Y;58.1112201256,56.3628700638;N;N;N;N;;
﻿6256; ООО  "Эклектика" ; ООО  "ЭКЛЕКТИКА" ;Псков; улица  Л.  Поземского,  д.  92,  пав.  1 ; Строительный  рынок  на  Алмазной ;;8112793575;;;; 09:00  -  18:00 ; 09:00  -  16:00 ; 09:00  -  16:00 ;;Y;57.8317991385,28.315803335;N;N;N;N;;
﻿6257; ООО  "Эклектика" ; ООО  "ЭКЛЕКТИКА"   ;Псков; улица  Л.  Поземского,  д.  92,  пав.  28,  секция  12 ; Строительный  рынок  на  Алмазной ;;9602258327;;;; 09:00  -  18:00 ; 09:00  -  16:00 ; 09:00  -  16:00 ;;Y;57.8317991385,28.315803335;N;N;N;N;;
﻿6260; ИП  Розет  А.Р. ; бутик  лепной  декор ;Уфа; Менделеева,  д.  137,  к.4,  1  этаж,  бутик  2 ; Торговый  комплекс  "Новая  Радуга" ; напротив  эскалатора,    линия  обои ; 3472927328,  9373250157 ;andrey.rozet@mail.ru;rozetufa@gmail.com;; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;54.7126148309,55.9895795419;N;N;N;N;;
﻿6264; ООО  "ДЖЭН" ; ООО  "ДЖЭН" ;Дербент; улица  Гагарина,  д.  101а ;;;8724043437;firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru;   08:00  -  18:00 ;   08:00  -  18:00 ;   08:00  -  18:00 ;;Y;42.0756800069,48.2703617755;N;N;N;N;;
﻿6266; ООО  "ДЖЭН" ; ООО  "ДЖЭН" ;Махачкала; улица  Гамидова,  д.  3а,  цокольный  этаж ;;; 8722673635,  8722610988 ;firmadjen05@gmail.com;info@lepidecor.ru;www.lepidecor.ru; 08:00  -  18:00 ; 08:00  -  18:00 ; 08:00  -  18:00 ;;Y;42.9707077573,47.5198432712;N;N;N;N;;
﻿6267; ДЦ  "Daniela  villa  Design" ; ДЦ  "Daniela  villa  Design" ;Махачкала; улица  Дахадаева,  д.  58,  2  этаж ;;; 9187344800,  9674002533 ;dvdesign@bk.ru;info@lepidecor.ru;www.lepidecor.ru; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;42.9772783667,47.5023682331;N;N;N;N;;
﻿6273; ИП  Чугунов  Д.Г. ; "Дом  обоев  44" ;Якутск; ул.  Автострада  50  лет  Октября,  д.  1 ;;;9248652344;dom_oboev_44@mail.ru;dom_oboev_44@mail.ru;; 10:00  -  18:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;62.0764046336,129.739572907;N;N;N;N;;
﻿6276; ООО  "Зодчие" ;"Зодчие";Абакан; улица  Кирова,  д.  112 ;;;3902287711;ninazodchi@mail.ru;ninazodchi@mail.ru;; 10:00  -  19:00 ; 10:00  -  17:00 ;Выходной;;N;53.7279116836,91.4379567573;N;N;N;N;;
﻿6284; ООО  Форрум ; магазин-склад  FORROOM ;Самара; 18  км  Московского  шоссе,  цокольный  этаж ; СТК  Московский ;;9023757576;;;; 9:00  -  19:00 ; 9:00  -  19:00 ; 9:00  -  19:00 ;Понедельник;N;53.276462955734,50.271820403233;N;N;N;N;;
﻿6294; ООО  ТК  "Архитектурный  декор"  ИП  Чащилов  А.П. ; салон  "Архитектурный  декор" ;Сургут; проспект  Мира,  д.  44/2 ; Салон  "Архитектурный  декор" ;;3462940040;galant379075@mail.ru;galant379075@mail.ru;www.decor-ad.ru; 09:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;61.2560341675,73.4247954491;N;N;N;N;;
﻿6295; ООО  ТК  "Архитектурный  декор"       ; склад-магазин  "Архитектурный  декор" ;Тюмень; улица  Д.Бедного,  д.  96,  стр.  6,  1  этаж ; Склад  г.Тюмень ;;3452390125;sklad_galant@mail.ru;;www.decor-ad.ru; 09:00  -  18:00 ; 10:00  -  17:00 ;Выходной;;N;57.129515953996,65.55506886508;N;N;N;N;;
﻿6300; Два  юр.лица:  ИП  Новицкий  Эдуард  Аркадьевич  и  ООО  "СТРОЙТОРГ" ; Холл  декора  Малевич ; Новый  Уренгой ; пр.  Губкина,  5 ; ТЦ  Вертолет  "Холл  декора  Малевич",  цокольный  этаж ;;9220522243; nov_eduard@mail.ru;    nur_malevich@mail.ru ;nov_eduard@mail.ru;; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;66.0916203471,76.67547718;N;N;N;N;;
﻿6306; Сукиасян  Артур  Людвикович  Индивидуальный  предприниматель ; Магазин  "Art-Décor" ;Нефтеюганск; улица  Набережная,  д.  16 ; Магазин  "Art-Décor" ;; 3463220935,  3463222066 ;artur231087@ya.ru;artur231087@ya.ru;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;61.0904375844,72.5923211485;N;N;N;N;;
﻿6314; ООО  "Респект  ЛТД" ;Респект;Чита; мкр.  Геофизический,  д.27,  пав.  7 ; Строит  рынок  Солнечный ;;3022457364;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;52.0828776868,113.485159198;N;N;N;N;;
﻿6315; ООО  "Респект  ЛТД" ;Респект;Чита; улица  Инструментальная,  д.  1А ; Магазин  Респект  ,  центральный  склад ;;3022203398;dmitry_respect@mail.ru;dmitry_respect@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;52.0668829387,113.475634869;N;N;N;N;;
﻿6316; ООО  "Декор  Коллекция" ; салон  "АРАГОН" ;Иваново; улица  Крутицкая,  д.14а ; Декор-центр  "Арагон" ;; 4932580208,  4932580264 ;aragondeco@mail.ru;aragondeco@mail.ru;www.aragondeco.ru; 10:00  -  19:00 ; 10:00  -  17:00 ;Выходной;;N;57.0010032903,40.9803559239;N;N;N;N;;
﻿6317; ИП  Васильева  Е.В. ;"Антураж";Якутск; улица  Жорницкого,  д.  35,  этаж  3,  пав.  307,  стенд  2 ; ТВК  "Строительный" ;;9142714112;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;; 10:00  -  18:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;62.0622411777,129.714541728;N;N;N;N;;
﻿6318; ИП  Филиппова  К.О. ; Павильон  208  в  ТЦ  "ЕвроСтройДом" ;Москва; Московская  обл.,  Одинцовский  р-н,  Новоивановское  пгт,  ул.  Западная,  д.  33,  этаж  2,пав.  208 ; ТЦ  "ЕвроСтройДом" ;;9854194030;esd@decogracia.ru;esd@decogracia.ru;decogracia.ru; 10:00  -  21:00 ; 10:00  -  21:00 ; 10:00  -  21:00 ;;Y;55.7098899426,37.3641848221;N;N;N;N;;
﻿6322; ТОО  «Design  Line» ; салон  Design  Line ;Актау; 14  микрорайон,  д.  87,  офис  4 ; Жилой  дом ;;7716550367;;zakaz@evp.kz;www.design-line.kz; 10:00  -  18:00 ; 10:00  -  18:00 ;Выходной;;N;43.651378560743,51.148229058447;N;N;N;N;;
﻿6323; ТОО  НАК  Интерьер ; Салон  Simplex ;Актобе; ул.  Газизы  Жубановой,  д.13,  офис  1  (трехэтажное  здание) ; Жилой  дом ; угол  братьев  Жубановых,  возле  ресторана  "Славянка" ; 7784120508,  7132572078 ;;zakaz.evokz@mail.ru;; 09:00  -  18:00 ; 09:00  -  17:00 ;Выходной;;N;50.2802845212,57.1776558558;N;N;N;N;;
﻿6324; TOO  Evolution  Technologies ; Салон  Премьера ;Алматы; ул.  Абдуллиных,  д.  64  (шестиэтажное  здание,  1  этаж) ;Магазин; угол  ул.Богенбай  батыра ; 7272221055,  7072127717 ;info@evp.kz;sales1@evp.kz;www.premiera.kz; 10:00  -  19:00 ; 10:00  -  17:00 ;Выходной;;N;43.2547378419,76.9608830344;N;N;N;N;;
﻿6330; ИП  Хамитова ; Салон  Home  project ;Караганда; 137  учетный  квартал,  строение  016  (Двухэтажное  здание),  2  этаж ; Строительный  магазин ;; 7078536144,  7474931642 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;49.7937870604,73.1307310393;N;N;N;N;;
﻿6337; ТОО  "Дисконт-Север" ; Студия  Дизайна  "Декор" ;Петропавловск; улица  Партизанская,  д.  109,  этаж  1  и  2 ; Отдельно  стоящее  здание ; угол  ул.Горького ; 7152399702,  7074865343 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 11:00  -  18:00 ; 11:00  -  18:00 ;;Y;54.8615882567,69.124865941;N;N;N;N;;
﻿6338; ТОО  НАК  Интерьер ; Эко  Мебель ;Уральск; ул.  Абулхаирхана,  д.  44,  этаж  1 ; Торговый  дом ;; 7112286191,  7781064300 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;51.2417813992,51.4115964429;N;N;N;N;;
﻿6339; ТОО  "Evolution  Technologies" ; Салон  "Премьера" ;Шымкент; ул.  Туркестанская,  д.  186,  этаж  1 ;Магазин;; 7252571831,  7010590024 ;info@evp.kz;shym.sales@evp.kz;www.premiera.kz; 10:00  -  19:00 ; 10:00  -  17:00 ;Выходной;;N;42.3087982613,69.6234448846;N;N;N;N;;
﻿6342; ООО  Элит  Интериор ; Маг.  Elita  Décor ;Бельцы; ул.  Паровозная,  д.  4 ; строительный  рынок  Твой  Дом ;; 37368177796,  37323122288 ;decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md; 09:00  -  17:00 ; 09:00  -  15:00 ;Выходной;;N;47.7856462709,27.9152341441;N;N;N;N;;
﻿6343; ООО  Элит  Интериор ; Маг.  Elita  Decor ; Кишинев   ; ул.  Александру  чел  Бун,  д.  108/1 ; Маг.  Elita  Décor ;; 37322838500,  37368822241 ;decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md; 09:00  -  18:00 ; 09:00  -  15:00 ;Выходной;;N;47.0299150571,28.8338817067;N;N;N;N;;
﻿6345; ООО  Элит  Интериор ; Маг.  Elita  Decor ; Кишинев   ; улица  Каля  Басарабией,  д.  4 ; Т.К.  Амир ;; 37322780047,  37368177144 ;decorru@yandex.ru;decorru@yandex.ru;www.evroplast.md; 09:00  -  17:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;46.9873867825,28.9011944241;N;N;N;N;;
﻿6350; AVDS  Group  Ltd. ; Салон  обоев  и  декора  FiestaDesign ;Таллин; улица  Kadaka  tee    /    Кадака  тее,  70С,  этаж  2 ; Торговый  центр  (мебель,  отделочные  материалы) ;;37255511090;info@fiestadesign.ee;info@fiestadesign.ee;www.fiestadesign.ee; 10:00  -  19:00 ; 11:00  -  17:00 ;Выходной;;N;59.4069031035,24.658822617;N;N;N;N;;
﻿6352; ИП  Журавченков  C.А. ; Керамика  Люкс ;Калуга; улица  переулок  Воскресенский,  д.  29 ;;; 4842795484,  4842591338 ;keramika_lux@mail.ru;keramika_lux@mail.ru;; 10:00  -  19:00 ; 10:00  -  17:00 ; 10:00  -  17:00 ;;Y;54.5069289735,36.2658560086;N;N;N;N;;
﻿6353; ООО  "ЭКЛЕКТИКА" ;Пристань;Псков; улица  Яна  Райниса,  д.  53 ;;;8112701053;;;; 09:00  -  18:00 ; 09:00  -  18:00 ;Выходной;;N;57.792296,28.3340900552;N;N;N;N;;
﻿6354; ООО  "ЭКЛЕКТИКА" ; Капарол  центр ;Псков; улица  Юбилейная,  д.  32 ;;;8112581515;;;; 09:00  -  18:00 ; 09:00  -  16:00 ;Выходной;;N;57.8110003477,28.2986939706;N;N;N;N;;
﻿6384; ТОО  «Крафт» ;Домострой;Семипалатинск; проспект  Шакарима,  д.  12 ; Торговый  центр ;; 7222524306,  7222569197 ;;zakaz.evokz@mail.ru;; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;50.4093859305,80.2451388221;N;N;N;N;;
﻿6403; ИП  Шмаленко  Д.В. ; Лепной  декор ;Москва; г.  Реутов,  ул.  Северный  проезд  д.1,  Линия  1  (2  этаж),  П-1,  павильон  15,16 ; ТК  "Владимирский  тракт" ;; 9250181058,  4957406274 ;89258991628@mail.ru;info@evroplast-moskva.ru;www.evroplast-moskva.ru; 09:00  -  18:45 ; 09:00  -  18:45 ; 09:00  -  18:45 ;;Y;55.779,37.854;N;N;N;N;;
﻿6404; ИП  Гриднева  Наталья  Сергеевна ; Салон  декоративных  покрытий  "Три  Стены" ;Москва; г.  Мытищи,  ул.Коммунистическая,  д.  10,  корп.  1  (1  км  от  МКАД) ; ТЦ  "ХЛ-2",  1  этаж ;;74957781845;3stenyld@gmail.com;3stenyld@gmail.com;; 09:00  -  21:00 ; 09:00  -  21:00 ; 09:00  -  21:00 ;;Y;55.8916898838,37.745074411;N;N;N;N;;
﻿6406; ИП  Бочкова  И.С.  (ИП  Горбаченко  К.А.) ;Б2.17;Москва; МКАД  (25км)  Торговый  комплес  "Конструктор",  владение  4,  строение  2,3,  павильон  №  Б  2.17 ; ТК  Конструктор ;;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru; 10:00  -  22:00 ; 10:00  -  22:00 ; 10:00  -  22:00 ;;Y;55.5832794468,37.7114856394;N;N;N;N;;
﻿6407; ИП  Бочкова  И.С.  (ИП  Горбаченко  К.А.) ; Владимитский  тракт ;Москва; а/м  Москва-Н.Новгород,  Строительный  рынок  "Владимирский  тракт",  владение  19,  Павильон:  11-12  "З";  17  "Ф";  11  "Г";  4П-№9 ; Строительный  рынок  "Владимирский  тракт" ;;9163163438;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;55.7784311938,37.8507922954;N;N;N;N;;
﻿6408; ИП  Бочкова  И.С.  (ИП  Горбаченко  К.А.) ; "Дом  Лепнины" ;Москва; ул.  Рязанский  проспект,  д.2,  корпус  3,  павильон  128-129-130 ; ТК  "Город  на  Рязанке" ;;9250798522;lepninadecor1@yandex.ru;lepninadecor1@yandex.ru;lepninadecor1.ru; 10:00  -  22:00 ; 10:00  -  22:00 ; 10:00  -  22:00 ;;Y;55.729637,37.734562;N;N;N;N;;
﻿6409; ООО  ЕВРОДЕК ; ЛЕПНИНА,  ЛАМИНАТ ;Москва; Киевское  шоссе  д.  Дудкино,  1-й  км,  пав.  179,  277 ; Рынок  "Строймастер"   ;;9091528234;lepno@mail.ru;lepno@mail.ru;www.lepno.ru; 09:00  -  19:10 ; 09:30  -  17:30 ; 09:30  -  17:30 ;;Y;55.625389222,37.4420946097;N;N;N;N;;
﻿6412; ИП  Каюмов  А.А. ;ЕВРОПЛАСТ;Москва; МКАД,  41  км,  Внешняя  сторона,,  ТК  "МЕЛЬНИЦА",  павильон  А5/3 ; ТК  "МЕЛЬНИЦА" ;;9262184058;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.6122495302,37.4872650291;N;N;N;N;;
﻿6413; ИП  Каюмов  А.А. ;ЕВРОПЛАСТ;Москва; МКАД,  41  км,  Внешняя  сторона,,  ТК  "МЕЛЬНИЦА",  павильон  Б7/6 ; ТК  "МЕЛЬНИЦА" ;;9258517173;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.6122495302,37.4872650291;N;N;N;N;;
﻿6414; ИП  Каюмов  А.А. ;ЕВРОПЛАСТ;Москва; г.  Красногорск,  ул.  Вокзальная,  д.35 ;; Заезд  с  ул.  Заводской ;9167156460;lepnina-potolok@mail.ru;lepnina-potolok@mail.ru;www.lepnina-potolok.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.8119860547,37.3254307055;N;N;N;N;;
